method,scenario,topology_a,topology_b,ordered_pair_label,latent_spearman,metric_spearman,delta_spearman,metric_spearman_column,n_observations,source_csv,ordered_topology_pairs,mesh_pair_level,chamfer_spearman,latent_pearson,chamfer_pearson,delta_pearson,model_beats_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md,registered_chamfer_spearman,registered_chamfer_pearson,model_beats_registered_chamfer,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median,nicp_correspondence_spearman,nicp_correspondence_pearson,model_beats_nicp_correspondence,nonrigid_nicp_seconds_mean,nonrigid_nicp_seconds_median,metric_seconds_mean,metric_seconds_median
nicp_correspondence,jitter,down8k,up60k,down8k__to__up60k,0.732286,0.232464,0.499822,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/down8k__to__up60k/ranking_summary.csv,1,1,,0.766399,,0.486351,,100,4950,4950,,,0.009617,0.009557,,,,,,,,0.000569,0.000367,,,,,,,0.232464,0.280048,1,0.008946,0.008955,0.000102,0.000102
nicp_correspondence,jitter,noisy,crop,noisy__to__crop,0.673984,0.042666,0.631318,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/noisy__to__crop/ranking_summary.csv,1,1,,0.707477,,0.613415,,100,4950,4950,,,0.009606,0.009548,,,,,,,,0.000548,0.000345,,,,,,,0.042666,0.094062,1,0.008957,0.008978,0.000101,0.000101
nicp_correspondence,jitter,noisy,down8k,noisy__to__down8k,0.684142,0.177221,0.506920,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/noisy__to__down8k/ranking_summary.csv,1,1,,0.714141,,0.519495,,100,4950,4950,,,0.009609,0.009568,,,,,,,,0.000572,0.000367,,,,,,,0.177221,0.194646,1,0.008936,0.008953,0.000101,0.000101
nicp_correspondence,jitter,noisy,original,noisy__to__original,0.754559,0.294417,0.460142,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/noisy__to__original/ranking_summary.csv,1,1,,0.786233,,0.512701,,100,4950,4950,,,0.009649,0.009576,,,,,,,,0.000591,0.000377,,,,,,,0.294417,0.273532,1,0.008957,0.008971,0.000101,0.000101
nicp_correspondence,jitter,noisy,remesh,noisy__to__remesh,0.667592,0.212273,0.455319,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/noisy__to__remesh/ranking_summary.csv,1,1,,0.693463,,0.446246,,100,4950,4950,,,0.009611,0.009568,,,,,,,,0.000587,0.000378,,,,,,,0.212273,0.247217,1,0.008922,0.008967,0.000101,0.000101
nicp_correspondence,jitter,noisy,up60k,noisy__to__up60k,0.718296,0.172602,0.545694,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/noisy__to__up60k/ranking_summary.csv,1,1,,0.745987,,0.581845,,100,4950,4950,,,0.009592,0.009553,,,,,,,,0.000569,0.000365,,,,,,,0.172602,0.164142,1,0.008921,0.008953,0.000102,0.000102
nicp_correspondence,jitter,original,crop,original__to__crop,0.708450,0.085721,0.622729,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/original__to__crop/ranking_summary.csv,1,1,,0.739277,,0.644971,,100,4950,4950,,,0.009617,0.009566,,,,,,,,0.000561,0.000353,,,,,,,0.085721,0.094306,1,0.008955,0.008994,0.000101,0.000101
nicp_correspondence,jitter,original,down8k,original__to__down8k,0.689050,0.161548,0.527502,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/original__to__down8k/ranking_summary.csv,1,1,,0.721652,,0.537654,,100,4950,4950,,,0.009600,0.009525,,,,,,,,0.000580,0.000367,,,,,,,0.161548,0.183998,1,0.008918,0.008928,0.000101,0.000101
nicp_correspondence,jitter,original,noisy,original__to__noisy,0.756498,0.242904,0.513594,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/original__to__noisy/ranking_summary.csv,1,1,,0.787509,,0.550557,,100,4950,4950,,,0.009620,0.009581,,,,,,,,0.000582,0.000377,,,,,,,0.242904,0.236952,1,0.008936,0.008972,0.000101,0.000101
nicp_correspondence,jitter,original,remesh,original__to__remesh,0.673952,0.231876,0.442076,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/original__to__remesh/ranking_summary.csv,1,1,,0.705739,,0.500782,,100,4950,4950,,,0.009608,0.009558,,,,,,,,0.000575,0.000372,,,,,,,0.231876,0.204956,1,0.008931,0.008941,0.000102,0.000101
nicp_correspondence,jitter,original,up60k,original__to__up60k,0.731994,0.193640,0.538354,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/original__to__up60k/ranking_summary.csv,1,1,,0.760390,,0.647215,,100,4950,4950,,,0.009643,0.009583,,,,,,,,0.000591,0.000378,,,,,,,0.193640,0.113175,1,0.008951,0.008991,0.000102,0.000102
nicp_correspondence,jitter,remesh,crop,remesh__to__crop,0.609802,0.089834,0.519968,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/remesh__to__crop/ranking_summary.csv,1,1,,0.655566,,0.561318,,100,4950,4950,,,0.009589,0.009533,,,,,,,,0.000553,0.000348,,,,,,,0.089834,0.094248,1,0.008936,0.008951,0.000101,0.000101
nicp_correspondence,jitter,remesh,down8k,remesh__to__down8k,0.716177,0.191765,0.524412,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/remesh__to__down8k/ranking_summary.csv,1,1,,0.756152,,0.562908,,100,4950,4950,,,0.009601,0.009542,,,,,,,,0.000575,0.000366,,,,,,,0.191765,0.193245,1,0.008924,0.008941,0.000101,0.000101
nicp_correspondence,jitter,remesh,noisy,remesh__to__noisy,0.692870,0.221387,0.471484,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/remesh__to__noisy/ranking_summary.csv,1,1,,0.736963,,0.482633,,100,4950,4950,,,0.009646,0.009592,,,,,,,,0.000566,0.000362,,,,,,,0.221387,0.254330,1,0.008979,0.008988,0.000101,0.000101
nicp_correspondence,jitter,remesh,original,remesh__to__original,0.709636,0.254637,0.454999,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/remesh__to__original/ranking_summary.csv,1,1,,0.751364,,0.456832,,100,4950,4950,,,0.009588,0.009542,,,,,,,,0.000568,0.000361,,,,,,,0.254637,0.294532,1,0.008919,0.008950,0.000101,0.000101
nicp_correspondence,jitter,remesh,up60k,remesh__to__up60k,0.754749,0.193731,0.561018,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/remesh__to__up60k/ranking_summary.csv,1,1,,0.789824,,0.604734,,100,4950,4950,,,0.009655,0.009597,,,,,,,,0.000583,0.000373,,,,,,,0.193731,0.185090,1,0.008971,0.009005,0.000102,0.000102
nicp_correspondence,jitter,up60k,crop,up60k__to__crop,0.641056,0.048236,0.592820,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/up60k__to__crop/ranking_summary.csv,1,1,,0.683087,,0.623224,,100,4950,4950,,,0.009565,0.009528,,,,,,,,0.000551,0.000341,,,,,,,0.048236,0.059863,1,0.008912,0.008951,0.000101,0.000101
nicp_correspondence,jitter,up60k,down8k,up60k__to__down8k,0.718561,0.210631,0.507930,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/up60k__to__down8k/ranking_summary.csv,1,1,,0.755642,,0.498175,,100,4950,4950,,,0.009610,0.009566,,,,,,,,0.000568,0.000365,,,,,,,0.210631,0.257467,1,0.008940,0.008950,0.000102,0.000102
nicp_correspondence,jitter,up60k,noisy,up60k__to__noisy,0.725034,0.239198,0.485836,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/up60k__to__noisy/ranking_summary.csv,1,1,,0.764609,,0.476961,,100,4950,4950,,,0.009615,0.009558,,,,,,,,0.000580,0.000370,,,,,,,0.239198,0.287649,1,0.008934,0.008960,0.000102,0.000102
nicp_correspondence,jitter,up60k,original,up60k__to__original,0.742175,0.276539,0.465635,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/up60k__to__original/ranking_summary.csv,1,1,,0.780490,,0.450215,,100,4950,4950,,,0.009635,0.009567,,,,,,,,0.000573,0.000375,,,,,,,0.276539,0.330275,1,0.008961,0.008972,0.000102,0.000101
nicp_correspondence,jitter,up60k,remesh,up60k__to__remesh,0.729244,0.220950,0.508293,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/jitter/up60k__to__remesh/ranking_summary.csv,1,1,,0.762438,,0.518576,,100,4950,4950,,,0.009614,0.009540,,,,,,,,0.000578,0.000365,,,,,,,0.220950,0.243862,1,0.008934,0.008952,0.000102,0.000102
nicp_correspondence,mixed,crop,down8k,crop__to__down8k,0.577439,-0.066511,0.643950,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/crop__to__down8k/ranking_summary.csv,1,1,,0.595077,,0.592619,,100,4950,4950,,,0.009902,0.009495,,,,,,,,0.000584,0.000341,,,,,,,-0.066511,0.002458,1,0.009216,0.008954,0.000102,0.000101
nicp_correspondence,mixed,crop,noisy,crop__to__noisy,0.651342,-0.035688,0.687030,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/crop__to__noisy/ranking_summary.csv,1,1,,0.685542,,0.673504,,100,4950,4950,,,0.009861,0.009548,,,,,,,,0.000565,0.000352,,,,,,,-0.035688,0.012038,1,0.009194,0.008958,0.000102,0.000101
nicp_correspondence,mixed,crop,original,crop__to__original,0.665837,-0.012885,0.678722,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/crop__to__original/ranking_summary.csv,1,1,,0.698337,,0.667741,,100,4950,4950,,,0.009867,0.009510,,,,,,,,0.000567,0.000359,,,,,,,-0.012885,0.030597,1,0.009198,0.008935,0.000102,0.000101
nicp_correspondence,mixed,crop,remesh,crop__to__remesh,0.539709,0.012373,0.527336,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/crop__to__remesh/ranking_summary.csv,1,1,,0.559381,,0.527536,,100,4950,4950,,,0.009904,0.009509,,,,,,,,0.000550,0.000342,,,,,,,0.012373,0.031845,1,0.009252,0.008943,0.000102,0.000101
nicp_correspondence,mixed,crop,up60k,crop__to__up60k,0.588944,-0.061966,0.650910,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/crop__to__up60k/ranking_summary.csv,1,1,,0.617009,,0.640915,,100,4950,4950,,,0.009931,0.009508,,,,,,,,0.000551,0.000341,,,,,,,-0.061966,-0.023906,1,0.009278,0.008941,0.000102,0.000102
nicp_correspondence,mixed,down8k,crop,down8k__to__crop,0.612455,0.032742,0.579713,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/down8k__to__crop/ranking_summary.csv,1,1,,0.659074,,0.620895,,100,4950,4950,,,0.009568,0.009516,,,,,,,,0.000541,0.000339,,,,,,,0.032742,0.038179,1,0.008925,0.008954,0.000101,0.000101
nicp_correspondence,mixed,down8k,noisy,down8k__to__noisy,0.717819,0.219692,0.498126,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/down8k__to__noisy/ranking_summary.csv,1,1,,0.757541,,0.560767,,100,4950,4950,,,0.009616,0.009558,,,,,,,,0.000584,0.000365,,,,,,,0.219692,0.196774,1,0.008931,0.008961,0.000102,0.000101
nicp_correspondence,mixed,down8k,original,down8k__to__original,0.702025,0.242601,0.459424,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/down8k__to__original/ranking_summary.csv,1,1,,0.742720,,0.505943,,100,4950,4950,,,0.009615,0.009575,,,,,,,,0.000569,0.000363,,,,,,,0.242601,0.236778,1,0.008945,0.008961,0.000102,0.000101
nicp_correspondence,mixed,down8k,remesh,down8k__to__remesh,0.696967,0.222089,0.474878,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/down8k__to__remesh/ranking_summary.csv,1,1,,0.728764,,0.497834,,100,4950,4950,,,0.009556,0.009500,,,,,,,,0.000566,0.000359,,,,,,,0.222089,0.230930,1,0.008888,0.008921,0.000102,0.000102
nicp_correspondence,mixed,down8k,up60k,down8k__to__up60k,0.726479,0.241264,0.485215,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/down8k__to__up60k/ranking_summary.csv,1,1,,0.763106,,0.473691,,100,4950,4950,,,0.009594,0.009559,,,,,,,,0.000581,0.000368,,,,,,,0.241264,0.289415,1,0.008911,0.008962,0.000102,0.000102
nicp_correspondence,mixed,noisy,crop,noisy__to__crop,0.680382,0.059956,0.620426,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/noisy__to__crop/ranking_summary.csv,1,1,,0.723127,,0.631311,,100,4950,4950,,,0.009600,0.009560,,,,,,,,0.000561,0.000350,,,,,,,0.059956,0.091816,1,0.008938,0.008969,0.000101,0.000101
nicp_correspondence,mixed,noisy,down8k,noisy__to__down8k,0.691490,0.142660,0.548830,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/noisy__to__down8k/ranking_summary.csv,1,1,,0.721027,,0.543117,,100,4950,4950,,,0.009598,0.009551,,,,,,,,0.000582,0.000370,,,,,,,0.142660,0.177910,1,0.008914,0.008954,0.000102,0.000102
nicp_correspondence,mixed,noisy,original,noisy__to__original,0.755781,0.279037,0.476743,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/noisy__to__original/ranking_summary.csv,1,1,,0.792381,,0.479033,,100,4950,4950,,,0.009619,0.009556,,,,,,,,0.000590,0.000377,,,,,,,0.279037,0.313349,1,0.008927,0.008939,0.000102,0.000101
nicp_correspondence,mixed,noisy,remesh,noisy__to__remesh,0.664542,0.198187,0.466355,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/noisy__to__remesh/ranking_summary.csv,1,1,,0.691573,,0.477499,,100,4950,4950,,,0.009582,0.009535,,,,,,,,0.000578,0.000370,,,,,,,0.198187,0.214074,1,0.008903,0.008942,0.000102,0.000102
nicp_correspondence,mixed,noisy,up60k,noisy__to__up60k,0.717892,0.180873,0.537018,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/noisy__to__up60k/ranking_summary.csv,1,1,,0.750278,,0.549369,,100,4950,4950,,,0.009610,0.009566,,,,,,,,0.000586,0.000375,,,,,,,0.180873,0.200909,1,0.008922,0.008945,0.000102,0.000102
nicp_correspondence,mixed,original,crop,original__to__crop,0.677128,0.097031,0.580098,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/original__to__crop/ranking_summary.csv,1,1,,0.721757,,0.611771,,100,4950,4950,,,0.009576,0.009541,,,,,,,,0.000564,0.000354,,,,,,,0.097031,0.109986,1,0.008911,0.008940,0.000101,0.000101
nicp_correspondence,mixed,original,down8k,original__to__down8k,0.685209,0.106964,0.578245,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/original__to__down8k/ranking_summary.csv,1,1,,0.713029,,0.569730,,100,4950,4950,,,0.009636,0.009587,,,,,,,,0.000584,0.000376,,,,,,,0.106964,0.143300,1,0.008951,0.008971,0.000102,0.000101
nicp_correspondence,mixed,original,noisy,original__to__noisy,0.755198,0.198735,0.556463,nicp_correspondence_spearman,4950,face_embedding/gt_encdec/remeshing/intrinsic/newdata/dn_mixed_topology_v1/perturbation_ranking_vs_nicp_correspondence_topology_breakdown/best_by_xtopo_mesh_clean_split-eval_pairs-cross_topology_topopairs-cross_only_ordered-1_subjects-100_meshes-10_scenarios-clean-jitter-translation-rotation-mixed_icp128_nicp128_iter8/mixed/original__to__noisy/ranking_summary.csv,1,1,,0.786997,,0.536272,,100,4950,4950,,,0.009593,0.009539,,,,,,,,0.000592,0.000379,,,,,,,0.198735,0.250725,1,0.008899,0.008927,0.000102,0.000101
