scenario,topology_a,topology_b,ordered_pair_label,ordered_topology_pairs,mesh_pair_level,latent_spearman,registered_chamfer_spearman,delta_spearman,latent_pearson,registered_chamfer_pearson,delta_pearson,model_beats_registered_chamfer,n_subjects,n_subject_pairs,n_mesh_pairs,n_observations,rigid_icp_seconds_mean,rigid_icp_seconds_median,nonrigid_cpd_seconds_mean,nonrigid_cpd_seconds_median,warp_seconds_mean,warp_seconds_median,registration_seconds_mean,registration_seconds_median,chamfer_seconds_mean,chamfer_seconds_median,total_pair_seconds_mean,total_pair_seconds_median,output_dir,output_json,output_csv,output_md
translation,noisy,crop,noisy__to__crop,1,1,0.705833,-0.002252,0.708085,0.743690,0.097397,0.646293,1,100,4950,4950,4950,0.000822,0.000815,0.000000,0.000000,0.000039,0.000037,0.000822,0.000815,0.007549,0.007625,0.008409,0.008476,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__crop/ranking_summary.md
translation,noisy,down8k,noisy__to__down8k,1,1,0.792981,0.507446,0.285534,0.810770,0.165588,0.645182,1,100,4950,4950,4950,0.000908,0.000908,0.000000,0.000000,0.000038,0.000037,0.000908,0.000908,0.000445,0.000439,0.001391,0.001388,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__down8k/ranking_summary.md
translation,noisy,original,noisy__to__original,1,1,0.830681,0.716072,0.114609,0.849535,0.687557,0.161978,1,100,4950,4950,4950,0.000946,0.000955,0.000000,0.000000,0.000039,0.000037,0.000946,0.000955,0.009129,0.009131,0.010114,0.010124,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__original/ranking_summary.md
translation,noisy,remesh,noisy__to__remesh,1,1,0.776563,0.543990,0.232573,0.793463,0.432041,0.361423,1,100,4950,4950,4950,0.000876,0.000874,0.000000,0.000000,0.000038,0.000037,0.000876,0.000874,0.005207,0.005212,0.006121,0.006125,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__remesh/ranking_summary.md
translation,noisy,up60k,noisy__to__up60k,1,1,0.808749,0.669856,0.138893,0.825170,0.420045,0.405125,1,100,4950,4950,4950,0.000891,0.000888,0.000000,0.000000,0.000039,0.000037,0.000891,0.000888,0.048426,0.048539,0.049355,0.049458,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/noisy__to__up60k/ranking_summary.md
translation,original,crop,original__to__crop,1,1,0.737726,0.007601,0.730126,0.772472,0.074891,0.697581,1,100,4950,4950,4950,0.000810,0.000804,0.000000,0.000000,0.000039,0.000037,0.000810,0.000804,0.007549,0.007625,0.008397,0.008468,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__crop/ranking_summary.md
translation,original,down8k,original__to__down8k,1,1,0.792130,0.450937,0.341194,0.810799,0.292672,0.518127,1,100,4950,4950,4950,0.000910,0.000911,0.000000,0.000000,0.000038,0.000037,0.000910,0.000911,0.000444,0.000439,0.001392,0.001395,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__down8k/ranking_summary.md
translation,original,noisy,original__to__noisy,1,1,0.835962,0.714120,0.121842,0.854365,0.529368,0.324997,1,100,4950,4950,4950,0.000931,0.000937,0.000000,0.000000,0.000038,0.000037,0.000931,0.000937,0.009126,0.009131,0.010096,0.010108,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__noisy/ranking_summary.md
translation,original,remesh,original__to__remesh,1,1,0.777588,0.584328,0.193260,0.794318,0.592604,0.201714,1,100,4950,4950,4950,0.000877,0.000877,0.000000,0.000000,0.000038,0.000037,0.000877,0.000877,0.005207,0.005212,0.006122,0.006127,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__remesh,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__remesh/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__remesh/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__remesh/ranking_summary.md
translation,original,up60k,original__to__up60k,1,1,0.810786,0.653210,0.157576,0.828174,0.094117,0.734057,1,100,4950,4950,4950,0.000863,0.000855,0.000000,0.000000,0.000039,0.000037,0.000863,0.000855,0.048419,0.048539,0.049320,0.049422,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/original__to__up60k/ranking_summary.md
translation,remesh,crop,remesh__to__crop,1,1,0.622580,0.062526,0.560054,0.669994,0.072671,0.597324,1,100,4950,4950,4950,0.000760,0.000758,0.000000,0.000000,0.000042,0.000038,0.000760,0.000758,0.002876,0.003344,0.003678,0.004105,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__crop/ranking_summary.md
translation,remesh,down8k,remesh__to__down8k,1,1,0.782607,0.281203,0.501404,0.805655,0.378529,0.427126,1,100,4950,4950,4950,0.000818,0.000804,0.000000,0.000000,0.000039,0.000037,0.000818,0.000804,0.000359,0.000350,0.001215,0.001202,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__down8k/ranking_summary.md
translation,remesh,noisy,remesh__to__noisy,1,1,0.754575,0.540426,0.214148,0.783139,0.576485,0.206654,1,100,4950,4950,4950,0.000877,0.000883,0.000000,0.000000,0.000039,0.000037,0.000877,0.000883,0.003702,0.003706,0.004618,0.004628,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__noisy,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__noisy/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__noisy/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__noisy/ranking_summary.md
translation,remesh,original,remesh__to__original,1,1,0.744944,0.587425,0.157519,0.775655,0.565457,0.210198,1,100,4950,4950,4950,0.000870,0.000869,0.000000,0.000000,0.000039,0.000037,0.000870,0.000869,0.003702,0.003706,0.004610,0.004613,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__original,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__original/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__original/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__original/ranking_summary.md
translation,remesh,up60k,remesh__to__up60k,1,1,0.791300,0.496187,0.295113,0.811743,0.284405,0.527339,1,100,4950,4950,4950,0.000840,0.000840,0.000000,0.000000,0.000040,0.000038,0.000840,0.000840,0.032775,0.033452,0.033655,0.034334,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__up60k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__up60k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__up60k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/remesh__to__up60k/ranking_summary.md
translation,up60k,crop,up60k__to__crop,1,1,0.655223,-0.008132,0.663355,0.703129,0.064734,0.638395,1,100,4950,4950,4950,0.000495,0.000488,0.000000,0.000000,0.000060,0.000054,0.000495,0.000488,0.034452,0.039011,0.035007,0.039655,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__crop,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__crop/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__crop/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__crop/ranking_summary.md
translation,up60k,down8k,up60k__to__down8k,1,1,0.806821,0.605519,0.201303,0.827720,0.624222,0.203498,1,100,4950,4950,4950,0.000816,0.000810,0.000000,0.000000,0.000043,0.000039,0.000816,0.000810,0.012921,0.013621,0.013781,0.014456,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__down8k,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__down8k/ranking_summary.json,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__down8k/ranking_summary.csv,/deck/datasets/WBES-FaceEmbedding/checking_assumptions/outputs/full_meshpair_surrogate_gt_raw_vs_rigid/rigid_only_clean_translation/translation/up60k__to__down8k/ranking_summary.md
