n_pairs,spearman_latent_distance,pearson_latent_distance,spearman_raw_chamfer,pearson_raw_chamfer,spearman_rigid_p2p,pearson_rigid_p2p,spearman_nicp_p2p,pearson_nicp_p2p,spearman_nicp_p2tri,pearson_nicp_p2tri,scenario,sigma,noise_mode,topology_a,topology_b,pair_label
45,0.6114624505928854,0.6578948093876069,-0.05349143610013175,-0.061195214890108804,0.39841897233201584,0.52192318019835,0.17206851119894598,0.2191579772430216,0.1978919631093544,0.23341183646861,jitter_sigma0.0010,0.001,jitter,remesh,crop,remesh__to__crop
45,0.806060606060606,0.8529795786211339,0.4827404479578392,0.563866356300629,0.1882740447957839,0.3265621221319511,0.253227931488801,0.31070763708192356,0.26627140974967056,0.3188692763927393,jitter_sigma0.0010,0.001,jitter,remesh,down8k,remesh__to__down8k
45,0.7967061923583663,0.8355389535830781,0.6577075098814228,0.7245138338005505,0.3936758893280632,0.4750123809758545,0.31897233201581027,0.3896979683699399,0.31040843214756253,0.3999691323767343,jitter_sigma0.0010,0.001,jitter,remesh,noisy,remesh__to__noisy
45,0.7849802371541501,0.8278127745603264,0.6346508563899868,0.7031805399221086,0.4123847167325428,0.4974248144262015,0.28418972332015807,0.3866866787260984,0.27760210803689067,0.38203505861592035,jitter_sigma0.0010,0.001,jitter,remesh,original,remesh__to__original
45,0.8247694334650856,0.8661289425917272,0.6264822134387351,0.6820733485760891,0.3620553359683794,0.4709677615561917,0.3297760210803689,0.41294526695053135,0.33675889328063235,0.4017192855055644,jitter_sigma0.0010,0.001,jitter,remesh,up60k,remesh__to__up60k
45,0.5931488801054018,0.6366677111100797,-0.18735177865612648,-0.19371962517237007,0.261528326745718,0.30501317005848516,0.05151515151515151,0.12556208603517605,0.058498023715415015,0.1243760322242935,jitter_sigma0.0010,0.001,jitter,up60k,crop,up60k__to__crop
45,0.8277997364953886,0.8573537125252113,0.7487483530961792,0.7852352149294697,0.5393939393939393,0.6131156807412376,0.3108036890645586,0.3738369072523006,0.30105401844532276,0.36034221347142936,jitter_sigma0.0010,0.001,jitter,up60k,down8k,up60k__to__down8k
45,0.8075098814229248,0.840503764190206,0.6325428194993411,0.7001014518769539,0.591699604743083,0.6432614833243433,0.367193675889328,0.49613414681894236,0.36613965744400523,0.4783680636957694,jitter_sigma0.0010,0.001,jitter,up60k,noisy,up60k__to__noisy
45,0.795520421607378,0.8311011330720832,0.5855072463768115,0.6297259147115669,0.587220026350461,0.6580086241550409,0.33583662714097495,0.45006102940720816,0.33188405797101445,0.43961979780915755,jitter_sigma0.0010,0.001,jitter,up60k,original,up60k__to__original
45,0.8458498023715414,0.854963379891749,0.553227931488801,0.6216411633224228,0.5142292490118576,0.5944064889455244,0.2320158102766798,0.31997375978932646,0.2263504611330698,0.3250262487002313,jitter_sigma0.0010,0.001,jitter,up60k,remesh,up60k__to__remesh
45,0.8057971014492753,0.8052877724368518,-0.08642951251646903,-0.0657421094166265,0.005270092226613966,0.131411702505505,0.047694334650856374,0.17386480819263692,0.048221343873517786,0.1730666311226421,translation_sigma0.0025,0.0025118864315095794,translation,crop,down8k,crop__to__down8k
45,0.8480895915678524,0.8502216299701554,-0.0857707509881423,-0.009677338581914482,0.01844532279314888,0.18419608840030016,0.03596837944664032,0.146572833750215,0.05573122529644268,0.14958707525049636,translation_sigma0.0025,0.0025118864315095794,translation,crop,noisy,crop__to__noisy
45,0.84532279314888,0.8603802873204627,-0.08866930171277997,0.0034661566810698513,0.04334650856389986,0.1876093621725373,0.12859025032938076,0.25013927061992375,0.13583662714097497,0.24818972385053462,translation_sigma0.0025,0.0025118864315095794,translation,crop,original,crop__to__original
45,0.7698287220026351,0.780118743474432,0.056785243741765475,0.10430549060592945,0.2102766798418972,0.39533273105768146,0.15507246376811593,0.28906517577468044,0.17180500658761524,0.2952616305058335,translation_sigma0.0025,0.0025118864315095794,translation,crop,remesh,crop__to__remesh
45,0.8338603425559946,0.8362914949272892,-0.13913043478260867,-0.10885019318555496,-0.00922266139657444,0.14495256614120455,0.045849802371541494,0.14800492679981186,0.04953886693017127,0.148390801784384,translation_sigma0.0025,0.0025118864315095794,translation,crop,up60k,crop__to__up60k
45,0.5652173913043478,0.6173261198879215,-0.22516469038208167,-0.2407393524848563,0.0914361001317523,0.12055969593919559,0.05955204216073781,0.09616305559244993,0.06271409749670619,0.10058943837586554,translation_sigma0.0025,0.0025118864315095794,translation,down8k,crop,down8k__to__crop
45,0.7940711462450591,0.8299054645253251,0.5465085638998682,0.5847402341073199,0.6445322793148879,0.6765034493514026,0.4803689064558629,0.5475497113361233,0.46350461133069826,0.5437822038010067,translation_sigma0.0025,0.0025118864315095794,translation,down8k,noisy,down8k__to__noisy
45,0.7773386034255598,0.8206446650744943,0.5183135704874834,0.5376797035595462,0.6044795783926218,0.6502617425432449,0.43596837944664024,0.5066873260096049,0.4379446640316205,0.5062471302863972,translation_sigma0.0025,0.0025118864315095794,translation,down8k,original,down8k__to__original
45,0.8363636363636363,0.8512363070581299,0.44176548089591566,0.5382417042248605,0.40223978919631087,0.47041725570002624,0.2761528326745718,0.35561640650113135,0.27312252964426875,0.3509892399363532,translation_sigma0.0025,0.0025118864315095794,translation,down8k,remesh,down8k__to__remesh
45,0.8201581027667983,0.8563395540959474,0.7144927536231884,0.7564313079810694,0.5566534914361001,0.6228605114825482,0.34664031620553354,0.42891612569069415,0.33886693017127795,0.42513065686133,translation_sigma0.0025,0.0025118864315095794,translation,down8k,up60k,down8k__to__up60k
45,0.6475625823451909,0.6811745896260901,-0.15085638998682477,-0.16471739850048991,0.2679841897233201,0.3126197220370249,0.0992094861660079,0.17115181557194634,0.09565217391304347,0.1705907400766927,translation_sigma0.0025,0.0025118864315095794,translation,noisy,crop,noisy__to__crop
45,0.8254281949934124,0.8529586717344956,0.4376811594202898,0.4794307721068102,0.4357048748353095,0.5135471260913401,0.34084321475625823,0.41743088466639433,0.3461133069828722,0.4032813019121259,translation_sigma0.0025,0.0025118864315095794,translation,noisy,down8k,noisy__to__down8k
45,0.8263504611330699,0.8652962221358051,0.7019762845849802,0.7531688255135016,0.5965744400527009,0.6185636118885863,0.39117259552042155,0.49704159774076745,0.37641633728590246,0.48961132687459175,translation_sigma0.0025,0.0025118864315095794,translation,noisy,original,noisy__to__original
45,0.8059288537549407,0.8299728233609127,0.5357048748353096,0.5897656240788394,0.497364953886693,0.5562395876956855,0.29407114624505926,0.3745431676702406,0.29328063241106717,0.3688037852946646,translation_sigma0.0025,0.0025118864315095794,translation,noisy,remesh,noisy__to__remesh
45,0.8367588932806324,0.8670619927990936,0.5341238471673254,0.5702699837237577,0.5441370223978919,0.5885941065684731,0.3538866930171278,0.44170098099457117,0.32239789196310936,0.4310453140625057,translation_sigma0.0025,0.0025118864315095794,translation,noisy,up60k,noisy__to__up60k
45,0.6757575757575757,0.7187965365599823,-0.09169960474308299,-0.10100806828096044,0.30750988142292485,0.40470099884184196,0.10500658761528325,0.15585004817100487,0.10816864295125164,0.15881104167126467,translation_sigma0.0025,0.0025118864315095794,translation,original,crop,original__to__crop
45,0.8357048748353094,0.8544890408620881,0.3167325428194993,0.3702526335635373,0.44031620553359674,0.5374410718348283,0.3184453227931488,0.35623026436851,0.32463768115942027,0.3458184305189655,translation_sigma0.0025,0.0025118864315095794,translation,original,down8k,original__to__down8k
45,0.8674571805006588,0.8880155057990178,0.6731225296442687,0.7196717138491429,0.5270092226613965,0.6112094515799992,0.3988142292490118,0.4782176748998978,0.3823451910408432,0.47687670191442705,translation_sigma0.0025,0.0025118864315095794,translation,original,noisy,original__to__noisy
45,0.8231884057971014,0.8399416046876058,0.5084321475625823,0.5655457314996734,0.5383399209486165,0.6234436502722162,0.3243741765480896,0.34960234267440143,0.313965744400527,0.3496679772649459,translation_sigma0.0025,0.0025118864315095794,translation,original,remesh,original__to__remesh
45,0.8429512516469038,0.8753130660136064,0.40974967061923584,0.44539555723969915,0.5425559947299078,0.6113691347686123,0.3430830039525692,0.4479263821347093,0.3491436100131752,0.44915799787112193,translation_sigma0.0025,0.0025118864315095794,translation,original,up60k,original__to__up60k
45,0.6089591567852437,0.6573323925753561,-0.04848484848484848,-0.05791982587635621,0.41054018445322793,0.5352982838711178,0.11791831357048746,0.20927726391072024,0.133596837944664,0.22279438535690058,translation_sigma0.0025,0.0025118864315095794,translation,remesh,crop,remesh__to__crop
45,0.8056653491436099,0.8560274816034491,0.501185770750988,0.5850516768579729,0.22437417654808955,0.3492842327257512,0.29262187088274044,0.37635417971919016,0.28010540184453225,0.3629592021399584,translation_sigma0.0025,0.0025118864315095794,translation,remesh,down8k,remesh__to__down8k
45,0.797364953886693,0.8342009558395614,0.6521739130434782,0.7136104196870707,0.41054018445322793,0.4781492595190732,0.2757575757575757,0.410541639821454,0.26890645586297757,0.41010529851293986,translation_sigma0.0025,0.0025118864315095794,translation,remesh,noisy,remesh__to__noisy
45,0.7928853754940711,0.8286733578706893,0.642292490118577,0.7037238642063047,0.41620553359683793,0.4818840484809719,0.29683794466403157,0.4137906734745155,0.2822134387351778,0.40857426865853275,translation_sigma0.0025,0.0025118864315095794,translation,remesh,original,remesh__to__original
45,0.8316205533596838,0.8684340046084735,0.6093544137022396,0.6825926297945576,0.3430830039525692,0.4111243976020606,0.23109354413702238,0.36429036809998416,0.20658761528326747,0.358147565853738,translation_sigma0.0025,0.0025118864315095794,translation,remesh,up60k,remesh__to__up60k
45,0.5972332015810277,0.63264770590019,-0.18418972332015807,-0.19435732521619772,0.2938076416337285,0.32802877169075456,0.1274044795783926,0.18383987975841404,0.12898550724637678,0.18426876580991589,translation_sigma0.0025,0.0025118864315095794,translation,up60k,crop,up60k__to__crop
45,0.8247694334650856,0.8574732971873147,0.7251646903820815,0.7802353825224879,0.4953886693017127,0.580974657795504,0.2812911725955204,0.393298865084459,0.2960474308300395,0.3920596747714834,translation_sigma0.0025,0.0025118864315095794,translation,up60k,down8k,up60k__to__down8k
45,0.8011857707509882,0.8399425020907154,0.6137022397891962,0.6686859867092937,0.567193675889328,0.6548658417003804,0.38287220026350455,0.5073890223985804,0.3982872200263504,0.504512904837543,translation_sigma0.0025,0.0025118864315095794,translation,up60k,noisy,up60k__to__noisy
45,0.7942028985507246,0.8319035196027658,0.5757575757575758,0.6127932566075522,0.5542819499341237,0.6526940785937343,0.40711462450592883,0.5226801428005271,0.3774703557312252,0.5136660541857744,translation_sigma0.0025,0.0025118864315095794,translation,up60k,original,up60k__to__original
45,0.8432147562582345,0.8592913941702802,0.5530961791831356,0.6375464890913165,0.5096179183135704,0.5840527398165375,0.2789196310935441,0.37091283478520476,0.28063241106719367,0.3663800562270019,translation_sigma0.0025,0.0025118864315095794,translation,up60k,remesh,up60k__to__remesh
45,0.8139657444005269,0.8015258899319112,-0.09169960474308299,-0.0604748056264703,0.00013175230566534913,0.12975991663475095,0.1227931488801054,0.20042719481772436,0.13333333333333333,0.20323232426768842,rotation_sigma0.0025,0.0025118864315095794,rotation,crop,down8k,crop__to__down8k
45,0.8594202898550724,0.84801337191221,-0.09328063241106718,-0.00662281796867033,0.006324110671936758,0.20967809107615706,0.08656126482213437,0.25953654715475255,0.1274044795783926,0.2693799284417035,rotation_sigma0.0025,0.0025118864315095794,rotation,crop,noisy,crop__to__noisy
45,0.844532279314888,0.8480527352877623,-0.08590250329380762,0.019398168747677,0.005270092226613966,0.1878344624981609,0.11607378129117257,0.19814028447765406,0.1235836627140975,0.205147581941441,rotation_sigma0.0025,0.0025118864315095794,rotation,crop,original,crop__to__original
45,0.7754940711462449,0.7727966749353401,0.054808959156785235,0.1094910098655024,0.20816864295125162,0.42040252094693303,0.216600790513834,0.3515993121809903,0.21791831357048747,0.3532330401106476,rotation_sigma0.0025,0.0025118864315095794,rotation,crop,remesh,crop__to__remesh
45,0.8313570487483529,0.8267554823003512,-0.13109354413702237,-0.095784887611773,0.0014492753623188404,0.17123418102742433,0.15059288537549406,0.24521116664143208,0.13241106719367587,0.24327334812798787,rotation_sigma0.0025,0.0025118864315095794,rotation,crop,up60k,crop__to__up60k
45,0.5612648221343873,0.6241101939010348,-0.2349143610013175,-0.2251275756414058,0.10382081686429512,0.13033971181339474,0.08656126482213437,0.1419907999076886,0.07918313570487483,0.1376523430351154,rotation_sigma0.0025,0.0025118864315095794,rotation,down8k,crop,down8k__to__crop
45,0.7960474308300394,0.8355869583967831,0.555862977602108,0.5944781527758415,0.5750988142292489,0.636821414315937,0.4819499341238471,0.5422693620398965,0.4778656126482213,0.5397047456445305,rotation_sigma0.0025,0.0025118864315095794,rotation,down8k,noisy,down8k__to__noisy
45,0.7803689064558629,0.8226132632256068,0.512516469038208,0.529704263565892,0.564558629776021,0.6183220541489884,0.41080368906455855,0.4649449899982532,0.41436100131752307,0.4626371184203351,rotation_sigma0.0025,0.0025118864315095794,rotation,down8k,original,down8k__to__original
45,0.8347826086956521,0.8505095308600329,0.42964426877470346,0.5143389075671783,0.38432147562582336,0.44709037262174534,0.24308300395256913,0.32272456803321686,0.23399209486166006,0.31762489021660023,rotation_sigma0.0025,0.0025118864315095794,rotation,down8k,remesh,down8k__to__remesh
45,0.8108036890645586,0.8547405846821005,0.6930171277997365,0.7437978282274175,0.5586297760210802,0.6306025367849165,0.41462450592885375,0.5040947437061319,0.4234519104084321,0.5055398797565521,rotation_sigma0.0025,0.0025118864315095794,rotation,down8k,up60k,down8k__to__up60k
45,0.6519104084321475,0.6904872080247743,-0.1509881422924901,-0.15506894134082747,0.22569169960474303,0.28012985333017326,0.05191040843214756,0.10260655376031966,0.05586297760210803,0.10478082286944378,rotation_sigma0.0025,0.0025118864315095794,rotation,noisy,crop,noisy__to__crop
45,0.8328063241106718,0.859337452829633,0.4463768115942029,0.4811705513942116,0.5239789196310934,0.5835002371936437,0.3345191040843214,0.4091054678289125,0.33675889328063235,0.39405719858187244,rotation_sigma0.0025,0.0025118864315095794,rotation,noisy,down8k,noisy__to__down8k
45,0.82832674571805,0.8642581724369083,0.6915678524374175,0.7470204096170774,0.581159420289855,0.6146997030595851,0.32938076416337286,0.45688668728415804,0.33043478260869563,0.44681547181681536,rotation_sigma0.0025,0.0025118864315095794,rotation,noisy,original,noisy__to__original
45,0.8042160737812911,0.8271116106191206,0.5318840579710145,0.5848407361421777,0.5140974967061923,0.5938541282196861,0.24347826086956517,0.3485090369715547,0.23899868247694334,0.34608679270865306,rotation_sigma0.0025,0.0025118864315095794,rotation,noisy,remesh,noisy__to__remesh
45,0.8270092226613964,0.8617011253133451,0.5808959156785243,0.6004250870505075,0.5500658761528326,0.5987330226543027,0.36996047430830037,0.45389070381134133,0.3459815546772068,0.4498434599097834,rotation_sigma0.0025,0.0025118864315095794,rotation,noisy,up60k,noisy__to__up60k
45,0.6637681159420289,0.72585106789561,-0.09367588932806324,-0.10380647485740238,0.27760210803689067,0.36993227898413467,0.10105401844532279,0.14002405900617793,0.12674571805006585,0.1440974303204516,rotation_sigma0.0025,0.0025118864315095794,rotation,original,crop,original__to__crop
45,0.8397891963109354,0.8630913154262339,0.319631093544137,0.3950575802383604,0.45309617918313566,0.5341527691191639,0.33254281949934117,0.3814410601460217,0.3188405797101449,0.3691809936897261,rotation_sigma0.0025,0.0025118864315095794,rotation,original,down8k,original__to__down8k
45,0.8653491436100131,0.8897159711246959,0.6897233201581027,0.7301651747394835,0.5548089591567852,0.6197902961532584,0.42463768115942024,0.5119096080403953,0.4010540184453228,0.49458141299803815,rotation_sigma0.0025,0.0025118864315095794,rotation,original,noisy,original__to__noisy
45,0.8255599472990777,0.8374268736560633,0.5184453227931488,0.5767702806646631,0.5110671936758893,0.5903360751601521,0.3184453227931488,0.35018752155350036,0.30500658761528326,0.34248135342981173,rotation_sigma0.0025,0.0025118864315095794,rotation,original,remesh,original__to__remesh
45,0.8440052700922266,0.8711797068761398,0.47654808959156775,0.5064556719778893,0.5126482213438734,0.5874921283830672,0.3080368906455863,0.4342702405577917,0.2981554677206851,0.4192027095344373,rotation_sigma0.0025,0.0025118864315095794,rotation,original,up60k,original__to__up60k
45,0.5988142292490118,0.659578892662773,-0.04400527009222661,-0.05153820676474208,0.41436100131752307,0.5322412637964384,0.15678524374176547,0.22507039904769205,0.18656126482213437,0.243059765138659,rotation_sigma0.0025,0.0025118864315095794,rotation,remesh,crop,remesh__to__crop
45,0.7909090909090908,0.853052398543627,0.5144927536231884,0.5870780789284634,0.22490118577075094,0.3747211430079561,0.31014492753623185,0.3569806015607883,0.3065876152832674,0.352628653766255,rotation_sigma0.0025,0.0025118864315095794,rotation,remesh,down8k,remesh__to__down8k
45,0.7816864295125163,0.8307601869003809,0.658498023715415,0.7238586438809684,0.3396574440052701,0.45748312166163513,0.26969696969696966,0.35271068354930935,0.28972332015810276,0.3689649730132695,rotation_sigma0.0025,0.0025118864315095794,rotation,remesh,noisy,remesh__to__noisy
45,0.7798418972332015,0.8215413296106402,0.6457180500658761,0.7072177934590763,0.43241106719367584,0.5003449273700724,0.34584980237154145,0.4193684384693357,0.35256916996047427,0.4189874651991816,rotation_sigma0.0025,0.0025118864315095794,rotation,remesh,original,remesh__to__original
45,0.803820816864295,0.8607468317068803,0.6291172595520422,0.6815424200497097,0.42108036890645584,0.5107421697554919,0.30171277997364954,0.3485818074141383,0.28656126482213434,0.34434380974234,rotation_sigma0.0025,0.0025118864315095794,rotation,remesh,up60k,remesh__to__up60k
45,0.5910408432147561,0.636333843922272,-0.1869565217391304,-0.19234098806673203,0.26073781291172593,0.3044133391295078,0.06521739130434781,0.12520280230952166,0.07707509881422923,0.13656002034992293,rotation_sigma0.0025,0.0025118864315095794,rotation,up60k,crop,up60k__to__crop
45,0.8212121212121211,0.8579480432855876,0.7455862977602108,0.7860472729112944,0.5234519104084321,0.5905197487063926,0.3176548089591567,0.3667687711007377,0.3111989459815546,0.35574226112925095,rotation_sigma0.0025,0.0025118864315095794,rotation,up60k,down8k,up60k__to__down8k
45,0.7942028985507246,0.8393134490646919,0.6258234519104083,0.6970304765869166,0.6397891963109354,0.6640724081188663,0.47351778656126475,0.517867262470873,0.4608695652173912,0.5036899035585315,rotation_sigma0.0025,0.0025118864315095794,rotation,up60k,noisy,up60k__to__noisy
45,0.7927536231884057,0.8261785450485378,0.5820816864295124,0.6232353406614195,0.6154150197628457,0.6668464769790761,0.4277997364953886,0.5153288046783696,0.430566534914361,0.504442794968878,rotation_sigma0.0025,0.0025118864315095794,rotation,up60k,original,up60k__to__original
45,0.8483530961791831,0.8506033308655587,0.5499341238471672,0.6230189830209419,0.5246376811594202,0.587277868392024,0.3260869565217391,0.3939201357045756,0.3180500658761528,0.39378119356087005,rotation_sigma0.0025,0.0025118864315095794,rotation,up60k,remesh,up60k__to__remesh
45,0.8065876152832674,0.8067764352709355,-0.10961791831357047,-0.06657518511969963,0.007378129117259551,0.13545496004653398,0.03346508563899868,0.12112853408672454,0.039130434782608685,0.11494991545549445,jitter_sigma0.0025,0.0025118864315095794,jitter,crop,down8k,crop__to__down8k
45,0.8411067193675889,0.8480466364620456,-0.09644268774703557,-0.018201256424808406,0.020553359683794462,0.20027581054378504,0.1129117259552042,0.2605913730111525,0.10922266139657441,0.25919549563719896,jitter_sigma0.0025,0.0025118864315095794,jitter,crop,noisy,crop__to__noisy
45,0.8451910408432147,0.8569335266028841,-0.08563899868247693,0.007521934767748368,0.0300395256916996,0.1855404412899623,0.14308300395256918,0.22709028063913897,0.13833992094861658,0.2222049679888328,jitter_sigma0.0025,0.0025118864315095794,jitter,crop,original,crop__to__original
45,0.7673254281949934,0.7766569833086434,0.04927536231884057,0.104821815759294,0.25441370223978915,0.41643468753440677,0.1980237154150197,0.32451282478985854,0.19920948616600792,0.33092169048895015,jitter_sigma0.0025,0.0025118864315095794,jitter,crop,remesh,crop__to__remesh
45,0.8301712779973649,0.8347154368176364,-0.12134387351778655,-0.08734221556581873,0.07233201581027668,0.22490798479123011,0.20263504611330693,0.2592685697023705,0.19420289855072462,0.25439480023212535,jitter_sigma0.0025,0.0025118864315095794,jitter,crop,up60k,crop__to__up60k
45,0.5776021080368906,0.6218446686412721,-0.22226613965744402,-0.21872762558088993,0.10237154150197628,0.12811023138184477,0.07602108036890644,0.14161078090605406,0.08629776021080368,0.14745751857422687,jitter_sigma0.0025,0.0025118864315095794,jitter,down8k,crop,down8k__to__crop
45,0.7947299077733859,0.8308436015700442,0.5662714097496705,0.6053712581968468,0.5888010540184453,0.6554214557389566,0.4412384716732542,0.53781861756549,0.4591567852437417,0.550225337070109,jitter_sigma0.0025,0.0025118864315095794,jitter,down8k,noisy,down8k__to__noisy
45,0.7844532279314888,0.8220650710805669,0.527931488801054,0.5462285824365282,0.5739130434782608,0.6296195154571431,0.41080368906455855,0.5018156795959737,0.4197628458498023,0.5015272542261947,jitter_sigma0.0025,0.0025118864315095794,jitter,down8k,original,down8k__to__original
45,0.8234519104084321,0.8443915513689872,0.4441370223978919,0.5274209634324172,0.4262187088274045,0.4763184541703808,0.3194993412384717,0.3818670688824926,0.33254281949934117,0.3805904199390431,jitter_sigma0.0025,0.0025118864315095794,jitter,down8k,remesh,down8k__to__remesh
45,0.8010540184453228,0.8543085894391297,0.6939393939393937,0.742302962951354,0.5945981554677207,0.6371662053367909,0.39973649538866923,0.4925772889975256,0.4201581027667984,0.4924324883616268,jitter_sigma0.0025,0.0025118864315095794,jitter,down8k,up60k,down8k__to__up60k
45,0.644927536231884,0.6804855742657613,-0.15612648221343875,-0.1529265969556291,0.2595520421607378,0.299835733070076,0.11001317523056652,0.15713312236048954,0.11067193675889325,0.15965086249606567,jitter_sigma0.0025,0.0025118864315095794,jitter,noisy,crop,noisy__to__crop
45,0.8288537549407112,0.8531766880894257,0.4346508563899868,0.48337407340909305,0.472463768115942,0.5561811786793102,0.30382081686429513,0.4150926030227271,0.30263504611330694,0.4039849680715689,jitter_sigma0.0025,0.0025118864315095794,jitter,noisy,down8k,noisy__to__down8k
45,0.8299077733860342,0.8633290888713325,0.6953886693017126,0.7484024771015426,0.5303030303030303,0.592989849592879,0.3902503293807641,0.471273122174103,0.3978919631093544,0.46324311479620645,jitter_sigma0.0025,0.0025118864315095794,jitter,noisy,original,noisy__to__original
45,0.8076416337285901,0.8280048948543975,0.5245059288537549,0.5809935050164241,0.4760210803689064,0.5445811969836979,0.32252964426877473,0.401812945150416,0.32397891963109354,0.4040030110336566,jitter_sigma0.0025,0.0025118864315095794,jitter,noisy,remesh,noisy__to__remesh
45,0.8274044795783925,0.8645250763610458,0.561528326745718,0.5867231676252783,0.512516469038208,0.5984993877057458,0.3996047430830039,0.4534338090886699,0.39183135704874833,0.4542038273808556,jitter_sigma0.0025,0.0025118864315095794,jitter,noisy,up60k,noisy__to__up60k
45,0.6664031620553358,0.7219535123796272,-0.09341238471673252,-0.10179313714530999,0.29696969696969694,0.3461247127156754,0.13794466403162056,0.1791320212549944,0.1206851119894598,0.17860585540484578,jitter_sigma0.0025,0.0025118864315095794,jitter,original,crop,original__to__crop
45,0.8404479578392621,0.8586750557596413,0.350197628458498,0.4005432195056589,0.4017127799736495,0.5058177044865053,0.29552042160737807,0.39174074656720215,0.280764163372859,0.3808922524903007,jitter_sigma0.0025,0.0025118864315095794,jitter,original,down8k,original__to__down8k
45,0.8687747035573122,0.8885109560596552,0.699209486166008,0.7376075785375945,0.5749670619235836,0.6038932142876345,0.43952569169960476,0.5261494551185265,0.42938076416337284,0.520213599924085,jitter_sigma0.0025,0.0025118864315095794,jitter,original,noisy,original__to__noisy
45,0.8259552042160736,0.8396785508247139,0.5234519104084321,0.5792479144516934,0.5333333333333333,0.5975498750543287,0.280764163372859,0.36991032030800286,0.2878787878787879,0.3610616174884125,jitter_sigma0.0025,0.0025118864315095794,jitter,original,remesh,original__to__remesh
45,0.8428194993412385,0.8759325364611759,0.46139657444005266,0.4968964697572518,0.4877470355731225,0.5758495151803311,0.34281949934123845,0.44740292852303704,0.3349143610013175,0.4378890117887318,jitter_sigma0.0025,0.0025118864315095794,jitter,original,up60k,original__to__up60k
45,0.6138339920948617,0.6614849637908453,-0.043741765480895915,-0.049210222968702845,0.41172595520421607,0.5239826756539211,0.15415019762845847,0.21596698549360033,0.1691699604743083,0.23211902014054253,jitter_sigma0.0025,0.0025118864315095794,jitter,remesh,crop,remesh__to__crop
45,0.8018445322793147,0.8517536838605058,0.4783926218708827,0.5728010315183946,0.19143610013175227,0.35607315042101223,0.1919631093544137,0.26366134572898264,0.18919631093544137,0.259679445464199,jitter_sigma0.0025,0.0025118864315095794,jitter,remesh,down8k,remesh__to__down8k
45,0.7914361001317521,0.8347940350008938,0.6569169960474308,0.7218143351097104,0.4357048748353095,0.521510926402931,0.277733860342556,0.3980182337829096,0.3152832674571805,0.4017113712825876,jitter_sigma0.0025,0.0025118864315095794,jitter,remesh,noisy,remesh__to__noisy
45,0.7874835309617918,0.8293863948912757,0.6386034255599472,0.7061433324141788,0.494729907773386,0.5714773986650623,0.325296442687747,0.4393948526669832,0.3472990777338603,0.4413137312219813,jitter_sigma0.0025,0.0025118864315095794,jitter,remesh,original,remesh__to__original
45,0.8287220026350461,0.8668271449730625,0.6233201581027668,0.6888892919968743,0.4450592885375494,0.5194184855262445,0.31725955204216066,0.40117037825339263,0.29762845849802366,0.38896223827519366,jitter_sigma0.0025,0.0025118864315095794,jitter,remesh,up60k,remesh__to__up60k
45,0.6094861660079051,0.636665847217563,-0.19064558629776018,-0.1927531005123053,0.27101449275362316,0.30518243529584627,0.1075098814229249,0.16664173850816666,0.09499341238471673,0.1687538928209186,jitter_sigma0.0025,0.0025118864315095794,jitter,up60k,crop,up60k__to__crop
45,0.8188405797101449,0.8529000848259821,0.7353096179183135,0.7880862672634765,0.5198945981554677,0.5796416292271489,0.3430830039525692,0.41760953515656785,0.3426877470355731,0.407916906210006,jitter_sigma0.0025,0.0025118864315095794,jitter,up60k,down8k,up60k__to__down8k
45,0.803820816864295,0.8376895841515851,0.6426877470355731,0.7017636436214019,0.6227931488801054,0.6490802149172812,0.4277997364953886,0.5143880291672132,0.4260869565217391,0.5010494113054702,jitter_sigma0.0025,0.0025118864315095794,jitter,up60k,noisy,up60k__to__noisy
45,0.8001317523056652,0.8304317349785236,0.6048748353096178,0.6346130544628801,0.6068511198945981,0.6540772912231173,0.42187088274044793,0.49710890568756944,0.410935441370224,0.4828135834197536,jitter_sigma0.0025,0.0025118864315095794,jitter,up60k,original,up60k__to__original
45,0.8517786561264821,0.8506515352323227,0.5512516469038208,0.6259242881236783,0.5227931488801054,0.5762084038552087,0.269828722002635,0.323102049834497,0.2748353096179183,0.3277468254857192,jitter_sigma0.0025,0.0025118864315095794,jitter,up60k,remesh,up60k__to__remesh
45,0.8147562582345191,0.8052660112168818,-0.10974967061923584,-0.06219847970398019,0.01080368906455863,0.13481029673042647,0.10289855072463767,0.2072117395963702,0.10092226613965743,0.21211006303972746,translation_sigma0.0063,0.006309573444801929,translation,crop,down8k,crop__to__down8k
45,0.8391304347826086,0.8396738067881234,-0.09104084321475625,-0.00859268647695233,0.030434782608695646,0.1762593850178149,0.01818181818181818,0.18296649058586364,0.023978919631093543,0.19014279160794953,translation_sigma0.0063,0.006309573444801929,translation,crop,noisy,crop__to__noisy
45,0.8399209486166008,0.8452184717391049,-0.0613965744400527,0.0310764325473128,0.048748353096179184,0.1951253902005116,0.11264822134387352,0.19378216865306408,0.11818181818181817,0.19693271248139338,translation_sigma0.0063,0.006309573444801929,translation,crop,original,crop__to__original
45,0.7801054018445321,0.7732022804086417,0.052700922266139656,0.11119473212104135,0.2878787878787879,0.45547223996980807,0.19064558629776018,0.3332927900135107,0.19380764163372857,0.34382430495531924,translation_sigma0.0063,0.006309573444801929,translation,crop,remesh,crop__to__remesh
