pair_key,Ec,gt_distance,pair_type,Ep,scenario,D,D_abs_delta,Ec_rank,Ep_rank,rank_abs_change
id0489_GTready_crop||id0489_GTready_up60k||crop||up60k,0.0124577097594738,0.0,same_subject,0.012561785057187,translation,0.00010407529771319993,0.00010407529771319993,124.0,125.0,1.0
id0489_GTready_down8k||id0489_GTready_noisy||down8k||noisy,0.0006840348360128,0.0,same_subject,0.0008307264070026,translation,0.00014669157098979994,0.00014669157098979994,13.0,19.0,6.0
id0489_GTready_down8k||id0489_GTready_original||down8k||original,0.0012184164952486,0.0,same_subject,0.0013246963499113,translation,0.00010627985466269991,0.00010627985466269991,34.0,35.0,1.0
id0489_GTready_down8k||id0489_GTready_remesh||down8k||remesh,0.0021286257542669,0.0,same_subject,0.0020660767331719,translation,-6.254902109500016e-05,6.254902109500016e-05,60.0,58.0,2.0
id0489_GTready_down8k||id0489_GTready_up60k||down8k||up60k,0.0003506650682538,0.0,same_subject,0.0003138402826152,translation,-3.6824785638600046e-05,3.6824785638600046e-05,5.0,4.0,1.0
id0489_GTready_noisy||id0489_GTready_original||noisy||original,0.0001960070221684,0.0,same_subject,0.0001839703181758,translation,-1.2036703992599992e-05,1.2036703992599992e-05,3.0,3.0,0.0
id0489_GTready_noisy||id0489_GTready_remesh||noisy||remesh,0.0009136649314314,0.0,same_subject,0.0009501560125499,translation,3.649108111849998e-05,3.649108111849998e-05,26.0,24.0,2.0
id0489_GTready_noisy||id0489_GTready_up60k||noisy||up60k,0.0003505056956782,0.0,same_subject,0.0005736807361245,translation,0.00022317504044630005,0.00022317504044630005,4.0,8.0,4.0
id0489_GTready_original||id0489_GTready_remesh||original||remesh,0.0008832199382595,0.0,same_subject,0.0007012540590949,translation,-0.00018196587916460003,0.00018196587916460003,23.0,12.0,11.0
id0489_GTready_original||id0489_GTready_up60k||original||up60k,0.0006110217655077,0.0,same_subject,0.0007643674616701,translation,0.00015334569616240001,0.00015334569616240001,10.0,16.0,6.0
id0489_GTready_remesh||id0489_GTready_up60k||remesh||up60k,0.000963284051977,0.0,same_subject,0.0009943366749212,translation,3.1052622944200076e-05,3.1052622944200076e-05,28.0,28.0,0.0
id0478_GTready_crop||id0485_GTready_down8k||crop||down8k,0.0178141631186008,0.3423743844032287,different_subject,0.0173140838742256,translation,-0.0005000792443752011,0.0005000792443752011,133.0,132.0,1.0
id0478_GTready_crop||id0485_GTready_noisy||crop||noisy,0.0105294054374098,0.3423743844032287,different_subject,0.0101403193548321,translation,-0.0003890860825777002,0.0003890860825777002,117.0,117.0,0.0
id0478_GTready_crop||id0485_GTready_original||crop||original,0.0111341020092368,0.3423743844032287,different_subject,0.0107275443151593,translation,-0.00040655769407750043,0.00040655769407750043,119.0,118.0,1.0
id0478_GTready_crop||id0485_GTready_remesh||crop||remesh,0.0118291806429624,0.3423743844032287,different_subject,0.0117615135386586,translation,-6.76671043038004e-05,6.76671043038004e-05,122.0,120.0,2.0
id0478_GTready_crop||id0485_GTready_up60k||crop||up60k,0.0148305818438529,0.3423743844032287,different_subject,0.014368143863976,translation,-0.0004624379798768997,0.0004624379798768997,126.0,126.0,0.0
id0478_GTready_crop||id0489_GTready_down8k||crop||down8k,0.0244498439133167,0.4157305955886841,different_subject,0.0246092826128005,translation,0.00015943869948380207,0.00015943869948380207,135.0,135.0,0.0
id0478_GTready_crop||id0489_GTready_noisy||crop||noisy,0.0167495273053646,0.4157305955886841,different_subject,0.0160866677761077,translation,-0.000662859529256897,0.000662859529256897,131.0,129.0,2.0
id0478_GTready_crop||id0489_GTready_original||crop||original,0.0163524076342582,0.4157305955886841,different_subject,0.016247559338808,translation,-0.00010484829545020016,0.00010484829545020016,130.0,130.0,0.0
id0478_GTready_crop||id0489_GTready_remesh||crop||remesh,0.0152247156947851,0.4157305955886841,different_subject,0.0146857630461454,translation,-0.0005389526486397015,0.0005389526486397015,129.0,127.0,2.0
id0478_GTready_crop||id0489_GTready_up60k||crop||up60k,0.0208907052874565,0.4157305955886841,different_subject,0.0213022530078887,translation,0.0004115477204322017,0.0004115477204322017,134.0,134.0,0.0
id0478_GTready_down8k||id0485_GTready_crop||down8k||crop,0.0088019231334328,0.3423743844032287,different_subject,0.0090685877948999,translation,0.00026666466146710137,0.00026666466146710137,111.0,114.0,3.0
id0478_GTready_down8k||id0485_GTready_noisy||down8k||noisy,0.0011305384105071,0.3423743844032287,different_subject,0.0011095085646957,translation,-2.1029845811399968e-05,2.1029845811399968e-05,32.0,31.0,1.0
id0478_GTready_down8k||id0485_GTready_original||down8k||original,0.001320288167335,0.3423743844032287,different_subject,0.0013220561668276,translation,1.7679994925999705e-06,1.7679994925999705e-06,38.0,34.0,4.0
id0478_GTready_down8k||id0485_GTready_remesh||down8k||remesh,0.0018437462858855,0.3423743844032287,different_subject,0.0019037005258724,translation,5.995423998690001e-05,5.995423998690001e-05,49.0,52.0,3.0
id0478_GTready_down8k||id0485_GTready_up60k||down8k||up60k,0.001293399836868,0.3423743844032287,different_subject,0.0014229465741664,translation,0.00012954673729839998,0.00012954673729839998,35.0,36.0,1.0
id0478_GTready_down8k||id0489_GTready_crop||down8k||crop,0.0070706466212868,0.4157305955886841,different_subject,0.0064874249510467,translation,-0.0005832216702400996,0.0005832216702400996,106.0,102.0,4.0
id0478_GTready_down8k||id0489_GTready_noisy||down8k||noisy,0.0015455556567758,0.4157305955886841,different_subject,0.0014645218616351,translation,-8.103379514070013e-05,8.103379514070013e-05,43.0,41.0,2.0
id0478_GTready_down8k||id0489_GTready_original||down8k||original,0.001471005147323,0.4157305955886841,different_subject,0.0014850255101919,translation,1.402036286890008e-05,1.402036286890008e-05,41.0,43.0,2.0
id0478_GTready_down8k||id0489_GTready_remesh||down8k||remesh,0.002074979012832,0.4157305955886841,different_subject,0.0019470390398055,translation,-0.00012793997302649996,0.00012793997302649996,58.0,53.0,5.0
id0478_GTready_down8k||id0489_GTready_up60k||down8k||up60k,0.0022032635752111,0.4157305955886841,different_subject,0.0025493493303656,translation,0.0003460857551545,0.0003460857551545,63.0,66.0,3.0
id0478_GTready_noisy||id0485_GTready_crop||noisy||crop,0.0032928208820521,0.3423743844032287,different_subject,0.0033875207882374,translation,9.469990618530015e-05,9.469990618530015e-05,76.0,77.0,1.0
id0478_GTready_noisy||id0485_GTready_down8k||noisy||down8k,0.0038494006730616,0.3423743844032287,different_subject,0.0039199045859277,translation,7.050391286609952e-05,7.050391286609952e-05,82.0,83.0,1.0
id0478_GTready_noisy||id0485_GTready_original||noisy||original,0.0014598225243389,0.3423743844032287,different_subject,0.0014309084508568,translation,-2.8914073482099855e-05,2.8914073482099855e-05,39.0,39.0,0.0
id0478_GTready_noisy||id0485_GTready_remesh||noisy||remesh,0.0021498282440006,0.3423743844032287,different_subject,0.0023900023661553,translation,0.0002401741221547001,0.0002401741221547001,61.0,64.0,3.0
id0478_GTready_noisy||id0485_GTready_up60k||noisy||up60k,0.0027188097592443,0.3423743844032287,different_subject,0.0028474074788391,translation,0.00012859771959480024,0.00012859771959480024,69.0,69.0,0.0
id0478_GTready_noisy||id0489_GTready_crop||noisy||crop,0.0028023365885019,0.4157305955886841,different_subject,0.0026071378961205,translation,-0.00019519869238139977,0.00019519869238139977,70.0,68.0,2.0
id0478_GTready_noisy||id0489_GTready_down8k||noisy||down8k,0.006872049998492,0.4157305955886841,different_subject,0.0073339426890015,translation,0.0004618926905095005,0.0004618926905095005,104.0,105.0,1.0
id0478_GTready_noisy||id0489_GTready_original||noisy||original,0.0031352378427982,0.4157305955886841,different_subject,0.0032961021643131,translation,0.00016086432151489992,0.00016086432151489992,73.0,75.0,2.0
id0478_GTready_noisy||id0489_GTready_remesh||noisy||remesh,0.0033253752626478,0.4157305955886841,different_subject,0.0033673022408038,translation,4.1926978156000064e-05,4.1926978156000064e-05,77.0,76.0,1.0
id0478_GTready_noisy||id0489_GTready_up60k||noisy||up60k,0.0052369190379977,0.4157305955886841,different_subject,0.0058412123471498,translation,0.0006042933091521003,0.0006042933091521003,94.0,97.0,3.0
id0478_GTready_original||id0485_GTready_crop||original||crop,0.0038000191561877,0.3423743844032287,different_subject,0.004085655324161,translation,0.0002856361679732999,0.0002856361679732999,81.0,84.0,3.0
id0478_GTready_original||id0485_GTready_down8k||original||down8k,0.0045167114585638,0.3423743844032287,different_subject,0.0043029114603996,translation,-0.00021379999816420036,0.00021379999816420036,88.0,87.0,1.0
id0478_GTready_original||id0485_GTready_noisy||original||noisy,0.0016568618593737,0.3423743844032287,different_subject,0.0015537119470536,translation,-0.00010314991232009997,0.00010314991232009997,44.0,44.0,0.0
id0478_GTready_original||id0485_GTready_remesh||original||remesh,0.0025176827330142,0.3423743844032287,different_subject,0.0025899712927639,translation,7.228855974969993e-05,7.228855974969993e-05,67.0,67.0,0.0
id0478_GTready_original||id0485_GTready_up60k||original||up60k,0.0032211518846452,0.3423743844032287,different_subject,0.0030973614193499,translation,-0.00012379046529530004,0.00012379046529530004,74.0,70.0,4.0
id0478_GTready_original||id0489_GTready_crop||original||crop,0.0032384989317506,0.4157305955886841,different_subject,0.0031848731450736,translation,-5.3625786677000305e-05,5.3625786677000305e-05,75.0,72.0,3.0
id0478_GTready_original||id0489_GTready_down8k||original||down8k,0.0078945718705654,0.4157305955886841,different_subject,0.0080289598554372,translation,0.00013438798487180013,0.00013438798487180013,108.0,109.0,1.0
id0478_GTready_original||id0489_GTready_noisy||original||noisy,0.0040265060961246,0.4157305955886841,different_subject,0.0037513189017772,translation,-0.0002751871943473998,0.0002751871943473998,85.0,80.0,5.0
id0478_GTready_original||id0489_GTready_remesh||original||remesh,0.0038892296142876,0.4157305955886841,different_subject,0.003681325353682,translation,-0.0002079042606056001,0.0002079042606056001,83.0,79.0,4.0
id0478_GTready_original||id0489_GTready_up60k||original||up60k,0.0060792975127696,0.4157305955886841,different_subject,0.0064035579562187,translation,0.0003242604434491002,0.0003242604434491002,98.0,100.0,2.0
id0478_GTready_remesh||id0485_GTready_crop||remesh||crop,0.0046939197927713,0.3423743844032287,different_subject,0.0046537593007087,translation,-4.016049206260076e-05,4.016049206260076e-05,90.0,90.0,0.0
id0478_GTready_remesh||id0485_GTready_down8k||remesh||down8k,0.0045305402018129,0.3423743844032287,different_subject,0.0048006540164351,translation,0.0002701138146222002,0.0002701138146222002,89.0,91.0,2.0
id0478_GTready_remesh||id0485_GTready_noisy||remesh||noisy,0.0020865951664745,0.3423743844032287,different_subject,0.0020550254266709,translation,-3.156973980360028e-05,3.156973980360028e-05,59.0,56.0,3.0
id0478_GTready_remesh||id0485_GTready_original||remesh||original,0.0022698317188769,0.3423743844032287,different_subject,0.0021862008143216,translation,-8.363090455530036e-05,8.363090455530036e-05,65.0,61.0,4.0
id0478_GTready_remesh||id0485_GTready_up60k||remesh||up60k,0.0029411162249743,0.3423743844032287,different_subject,0.0032055480405688,translation,0.0002644318155944998,0.0002644318155944998,72.0,74.0,2.0
id0478_GTready_remesh||id0489_GTready_crop||remesh||crop,0.0044128089211881,0.4157305955886841,different_subject,0.0036322195082902,translation,-0.0007805894128978994,0.0007805894128978994,87.0,78.0,9.0
id0478_GTready_remesh||id0489_GTready_down8k||remesh||down8k,0.0072258068248629,0.4157305955886841,different_subject,0.007810749579221,translation,0.0005849427543581,0.0005849427543581,107.0,107.0,0.0
id0478_GTready_remesh||id0489_GTready_noisy||remesh||noisy,0.0039818342775106,0.4157305955886841,different_subject,0.0041139884851872,translation,0.00013215420767660052,0.00013215420767660052,84.0,85.0,1.0
id0478_GTready_remesh||id0489_GTready_original||remesh||original,0.0037277706433087,0.4157305955886841,different_subject,0.0038672492373734,translation,0.00013947859406469995,0.00013947859406469995,80.0,82.0,2.0
id0478_GTready_remesh||id0489_GTready_up60k||remesh||up60k,0.0051818611100316,0.4157305955886841,different_subject,0.0058717401698231,translation,0.0006898790597914999,0.0006898790597914999,92.0,98.0,6.0
id0478_GTready_up60k||id0485_GTready_crop||up60k||crop,0.0065462552011013,0.3423743844032287,different_subject,0.0068032490089535,translation,0.00025699380785220056,0.00025699380785220056,103.0,104.0,1.0
id0478_GTready_up60k||id0485_GTready_down8k||up60k||down8k,0.0022430326789617,0.3423743844032287,different_subject,0.0022905902005732,translation,4.755752161149981e-05,4.755752161149981e-05,64.0,62.0,2.0
id0478_GTready_up60k||id0485_GTready_noisy||up60k||noisy,0.0010627579176798,0.3423743844032287,different_subject,0.0010621428955346,translation,-6.150221452002041e-07,6.150221452002041e-07,30.0,30.0,0.0
id0478_GTready_up60k||id0485_GTready_original||up60k||original,0.0011781565845012,0.3423743844032287,different_subject,0.0011867559514939,translation,8.599366992700095e-06,8.599366992700095e-06,33.0,33.0,0.0
id0478_GTready_up60k||id0485_GTready_remesh||up60k||remesh,0.0013196595245972,0.3423743844032287,different_subject,0.0014250524109229,translation,0.00010539288632570006,0.00010539288632570006,37.0,37.0,0.0
id0478_GTready_up60k||id0489_GTready_crop||up60k||crop,0.0054618567228317,0.4157305955886841,different_subject,0.004955306649208,translation,-0.0005065500736236997,0.0005065500736236997,96.0,93.0,3.0
id0478_GTready_up60k||id0489_GTready_down8k||up60k||down8k,0.0042265448719263,0.4157305955886841,different_subject,0.0045620677992701,translation,0.00033552292734380026,0.00033552292734380026,86.0,89.0,3.0
id0478_GTready_up60k||id0489_GTready_noisy||up60k||noisy,0.0020716793369501,0.4157305955886841,different_subject,0.0020598291885107,translation,-1.1850148439399976e-05,1.1850148439399976e-05,57.0,57.0,0.0
id0478_GTready_up60k||id0489_GTready_original||up60k||original,0.0018985392525792,0.4157305955886841,different_subject,0.0019541452638804,translation,5.560601130120014e-05,5.560601130120014e-05,53.0,54.0,1.0
id0478_GTready_up60k||id0489_GTready_remesh||up60k||remesh,0.0018981199245899,0.4157305955886841,different_subject,0.0018705641850829,translation,-2.7555739506999978e-05,2.7555739506999978e-05,52.0,51.0,1.0
id0485_GTready_crop||id0489_GTready_down8k||crop||down8k,0.0177589729428291,0.2601737082004547,different_subject,0.0190685838460922,translation,0.001309610903263099,0.001309610903263099,132.0,133.0,1.0
id0485_GTready_crop||id0489_GTready_noisy||crop||noisy,0.0117880115285515,0.2601737082004547,different_subject,0.011933259665966,translation,0.00014524813741449878,0.00014524813741449878,121.0,121.0,0.0
id0485_GTready_crop||id0489_GTready_original||crop||original,0.0113124754279851,0.2601737082004547,different_subject,0.0119844367727637,translation,0.0006719613447786002,0.0006719613447786002,120.0,122.0,2.0
id0485_GTready_crop||id0489_GTready_remesh||crop||remesh,0.0103262085467576,0.2601737082004547,different_subject,0.0107835587114095,translation,0.0004573501646519002,0.0004573501646519002,116.0,119.0,3.0
id0485_GTready_crop||id0489_GTready_up60k||crop||up60k,0.0150043983012437,0.2601737082004547,different_subject,0.0165026597678661,translation,0.0014982614666223994,0.0014982614666223994,127.0,131.0,4.0
id0485_GTready_down8k||id0489_GTready_crop||down8k||crop,0.0105566410347819,0.2601737082004547,different_subject,0.0099933724850416,translation,-0.0005632685497403006,0.0005632685497403006,118.0,115.0,3.0
id0485_GTready_down8k||id0489_GTready_noisy||down8k||noisy,0.0007901007775217,0.2601737082004547,different_subject,0.0007893838337622,translation,-7.169437595000178e-07,7.169437595000178e-07,18.0,17.0,1.0
id0485_GTready_down8k||id0489_GTready_original||down8k||original,0.000909142429009,0.2601737082004547,different_subject,0.0009263341198675,translation,1.7191690858500024e-05,1.7191690858500024e-05,25.0,22.0,3.0
id0485_GTready_down8k||id0489_GTready_remesh||down8k||remesh,0.0018853584770113,0.2601737082004547,different_subject,0.0018076736014336,translation,-7.768487557769993e-05,7.768487557769993e-05,51.0,50.0,1.0
id0485_GTready_down8k||id0489_GTready_up60k||down8k||up60k,0.0010266402969136,0.2601737082004547,different_subject,0.0011447862489148,translation,0.00011814595200120015,0.00011814595200120015,29.0,32.0,3.0
id0485_GTready_noisy||id0489_GTready_crop||noisy||crop,0.0052273790352046,0.2601737082004547,different_subject,0.004849670920521,translation,-0.0003777081146836003,0.0003777081146836003,93.0,92.0,1.0
id0485_GTready_noisy||id0489_GTready_down8k||noisy||down8k,0.0028412025421857,0.2601737082004547,different_subject,0.0031772556249052,translation,0.00033605308271949987,0.00033605308271949987,71.0,71.0,0.0
id0485_GTready_noisy||id0489_GTready_original||noisy||original,0.000896090758033,0.2601737082004547,different_subject,0.0009594792500138,translation,6.338849198080001e-05,6.338849198080001e-05,24.0,26.0,2.0
id0485_GTready_noisy||id0489_GTready_remesh||noisy||remesh,0.0014665490016341,0.2601737082004547,different_subject,0.0014421782689169,translation,-2.437073271719997e-05,2.437073271719997e-05,40.0,40.0,0.0
id0485_GTready_noisy||id0489_GTready_up60k||noisy||up60k,0.0019464013166725,0.2601737082004547,different_subject,0.0023668301291763,translation,0.00042042881250380017,0.00042042881250380017,55.0,63.0,8.0
id0485_GTready_original||id0489_GTready_crop||original||crop,0.0054915472865104,0.2601737082004547,different_subject,0.00506985001266,translation,-0.0004216972738504002,0.0004216972738504002,97.0,94.0,3.0
id0485_GTready_original||id0489_GTready_down8k||original||down8k,0.0037213729228824,0.2601737082004547,different_subject,0.0042120884172618,translation,0.0004907154943793999,0.0004907154943793999,79.0,86.0,7.0
id0485_GTready_original||id0489_GTready_noisy||original||noisy,0.0014787490945309,0.2601737082004547,different_subject,0.0014723893254995,translation,-6.359769031400028e-06,6.359769031400028e-06,42.0,42.0,0.0
id0485_GTready_original||id0489_GTready_remesh||original||remesh,0.0018365236464887,0.2601737082004547,different_subject,0.0017918313387781,translation,-4.4692307710600095e-05,4.4692307710600095e-05,48.0,49.0,1.0
id0485_GTready_original||id0489_GTready_up60k||original||up60k,0.0026167316827923,0.2601737082004547,different_subject,0.0031861681491136,translation,0.0005694364663213001,0.0005694364663213001,68.0,73.0,5.0
id0485_GTready_remesh||id0489_GTready_crop||remesh||crop,0.0065115094184875,0.2601737082004547,different_subject,0.0063289953395724,translation,-0.0001825140789151001,0.0001825140789151001,102.0,99.0,3.0
id0485_GTready_remesh||id0489_GTready_down8k||remesh||down8k,0.0037174639292061,0.2601737082004547,different_subject,0.0037653022445738,translation,4.783831536769997e-05,4.783831536769997e-05,78.0,81.0,3.0
id0485_GTready_remesh||id0489_GTready_noisy||remesh||noisy,0.0018816059455275,0.2601737082004547,different_subject,0.0019676259253174,translation,8.601997978990015e-05,8.601997978990015e-05,50.0,55.0,5.0
id0485_GTready_remesh||id0489_GTready_original||remesh||original,0.0017111279303207,0.2601737082004547,different_subject,0.0016973682213574,translation,-1.3759708963300083e-05,1.3759708963300083e-05,46.0,46.0,0.0
id0485_GTready_remesh||id0489_GTready_up60k||remesh||up60k,0.0022986135445535,0.2601737082004547,different_subject,0.0024327309802174,translation,0.00013411743566389992,0.00013411743566389992,66.0,65.0,1.0
id0485_GTready_up60k||id0489_GTready_crop||up60k||crop,0.0084369173273444,0.2601737082004547,different_subject,0.0081663215532898,translation,-0.00027059577405460014,0.00027059577405460014,109.0,110.0,1.0
id0485_GTready_up60k||id0489_GTready_down8k||up60k||down8k,0.0019061233615502,0.2601737082004547,different_subject,0.0020901742391288,translation,0.0001840508775785999,0.0001840508775785999,54.0,60.0,6.0
id0485_GTready_up60k||id0489_GTready_noisy||up60k||noisy,0.0008320430642925,0.2601737082004547,different_subject,0.000938139623031,translation,0.00010609655873849999,0.00010609655873849999,21.0,23.0,2.0
id0485_GTready_up60k||id0489_GTready_original||up60k||original,0.0007939120405353,0.2601737082004547,different_subject,0.0008630306110717,translation,6.911857053639998e-05,6.911857053639998e-05,19.0,21.0,2.0
id0485_GTready_up60k||id0489_GTready_remesh||up60k||remesh,0.0010856539011001,0.2601737082004547,different_subject,0.0010556878987699,translation,-2.996600233020003e-05,2.996600233020003e-05,31.0,29.0,2.0
id0478_GTready_crop||id0478_GTready_down8k||crop||down8k,0.012639177031815,0.0,same_subject,0.0128868259489536,rotation,0.0002476489171386008,0.0002476489171386008,125.0,125.0,0.0
id0478_GTready_crop||id0478_GTready_noisy||crop||noisy,0.004730615299195,0.0,same_subject,0.0047927261330187,rotation,6.211083382369996e-05,6.211083382369996e-05,91.0,91.0,0.0
id0478_GTready_crop||id0478_GTready_original||crop||original,0.0054232841357588,0.0,same_subject,0.0054028434678912,rotation,-2.0440667867599807e-05,2.0440667867599807e-05,95.0,95.0,0.0
id0478_GTready_crop||id0478_GTready_remesh||crop||remesh,0.0065036141313612,0.0,same_subject,0.006542376242578,rotation,3.8762111216800003e-05,3.8762111216800003e-05,101.0,103.0,2.0
id0478_GTready_crop||id0478_GTready_up60k||crop||up60k,0.0093090711161494,0.0,same_subject,0.0094710541889071,rotation,0.00016198307275770013,0.00016198307275770013,113.0,115.0,2.0
id0478_GTready_down8k||id0478_GTready_noisy||down8k||noisy,0.0017052999464794,0.0,same_subject,0.0017560005653649,rotation,5.0700618885500016e-05,5.0700618885500016e-05,45.0,44.0,1.0
id0478_GTready_down8k||id0478_GTready_original||down8k||original,0.0020421536173671,0.0,same_subject,0.0021764878183603,rotation,0.00013433420099320022,0.00013433420099320022,56.0,61.0,5.0
id0478_GTready_down8k||id0478_GTready_remesh||down8k||remesh,0.0021515381522476,0.0,same_subject,0.002244179835543,rotation,9.264168329539994e-05,9.264168329539994e-05,62.0,64.0,2.0
id0478_GTready_down8k||id0478_GTready_up60k||down8k||up60k,0.0005161893786862,0.0,same_subject,0.0005382770905271,rotation,2.208771184089998e-05,2.208771184089998e-05,8.0,8.0,0.0
