epoch,batch,geo,rank,var,smooth,total,latent_w,rank_w,lambda_smooth,L_lat
1,23,1.633246,0.022185,1.501475,0.000000,1.786113,0.1000,0.00100,0.0300,1.501497
1,24,1.609945,0.031362,1.547865,0.000000,1.766487,0.1000,0.00100,0.0300,1.547896
1,25,1.581146,0.010620,1.597118,0.000000,1.737108,0.1000,0.00100,0.0300,1.597129
1,26,1.559247,0.004813,1.565033,0.000000,1.707194,0.1000,0.00100,0.0300,1.565038
1,27,1.527056,0.015377,1.599883,0.000000,1.682134,0.1000,0.00100,0.0300,1.599898
1,28,1.489292,0.007032,1.513770,0.000000,1.634945,0.1000,0.00100,0.0300,1.513777
1,29,1.438234,0.030825,1.514821,0.000000,1.591087,0.1000,0.00100,0.0300,1.514852
1,30,1.416270,0.013613,1.653427,0.000000,1.579089,0.1000,0.00100,0.0300,1.653440
1,31,1.362652,0.043858,1.503043,0.000000,1.523323,0.1000,0.00100,0.0300,1.503087
1,32,1.343612,0.044294,1.500710,0.000000,1.487986,0.1000,0.00100,0.0300,1.500755
1,33,1.283105,0.007642,1.502589,0.000000,1.433776,0.1000,0.00100,0.0300,1.502597
1,34,1.254436,0.011847,1.496563,0.000000,1.408329,0.1000,0.00100,0.0300,1.496575
1,35,1.198061,0.017518,1.559076,0.000000,1.367398,0.1000,0.00100,0.0300,1.559094
1,36,1.185849,0.019450,1.510149,0.000000,1.329687,0.1000,0.00100,0.0300,1.510168
1,37,1.148091,0.016808,1.662774,0.000000,1.312928,0.1000,0.00100,0.0300,1.662790
1,38,1.120418,0.016476,1.504173,0.000000,1.262374,0.1000,0.00100,0.0300,1.504189
1,39,1.080405,0.016394,1.554868,0.000000,1.233285,0.1000,0.00100,0.0300,1.554885
1,40,1.054486,0.008948,1.516358,0.000000,1.202863,0.1000,0.00100,0.0300,1.516367
1,41,1.029033,0.012659,1.569331,0.000000,1.185881,0.1000,0.00100,0.0300,1.569344
1,42,0.993375,0.011665,1.517944,0.000000,1.141548,0.1000,0.00100,0.0300,1.517955
1,43,0.966416,0.034964,1.576820,0.000000,1.125982,0.1000,0.00100,0.0300,1.576855
1,44,0.944059,0.009889,1.645163,0.000000,1.111288,0.1000,0.00100,0.0300,1.645172
1,45,0.938955,0.030797,1.695001,0.000000,1.098817,0.1000,0.00100,0.0300,1.695032
1,46,0.906769,0.009652,1.558508,0.000000,1.067999,0.1000,0.00100,0.0300,1.558518
1,47,0.891543,0.007813,1.518589,0.000000,1.047623,0.1000,0.00100,0.0300,1.518596
1,48,0.878247,0.006404,1.536098,0.000000,1.035826,0.1000,0.00100,0.0300,1.536104
1,49,0.883255,0.018800,1.572056,0.000000,1.036615,0.1000,0.00100,0.0300,1.572075
1,50,0.859114,0.007777,1.625934,0.000000,1.015031,0.1000,0.00100,0.0300,1.625942
1,51,0.841005,0.003895,1.535007,0.000000,0.997873,0.1000,0.00100,0.0300,1.535010
1,52,0.841037,0.007306,1.543440,0.000000,0.990955,0.1000,0.00100,0.0300,1.543448
1,53,0.818676,0.017913,1.552420,0.000000,0.978539,0.1000,0.00100,0.0300,1.552437
1,54,0.821868,0.014369,1.528964,0.000000,0.973406,0.1000,0.00100,0.0300,1.528978
1,55,0.810597,0.013883,1.505142,0.000000,0.959591,0.1000,0.00100,0.0300,1.505156
1,56,0.791964,0.015828,1.491406,0.000000,0.949673,0.1000,0.00100,0.0300,1.491422
1,57,0.793993,0.010090,1.571904,0.000000,0.951459,0.1000,0.00100,0.0300,1.571914
1,58,0.801925,0.009230,1.513464,0.000000,0.949719,0.1000,0.00100,0.0300,1.513473
1,59,0.792171,0.028424,1.550838,0.000000,0.944135,0.1000,0.00100,0.0300,1.550866
1,60,0.775454,0.037512,1.577847,0.000000,0.939441,0.1000,0.00100,0.0300,1.577885
1,61,0.773287,0.014795,1.500232,0.000000,0.925630,0.1000,0.00100,0.0300,1.500247
1,62,0.765730,0.024258,1.474568,0.000000,0.922289,0.1000,0.00100,0.0300,1.474592
1,63,0.762460,0.029268,1.590378,0.000000,0.926418,0.1000,0.00100,0.0300,1.590408
1,64,0.768859,0.011287,1.489653,0.000000,0.912228,0.1000,0.00100,0.0300,1.489664
1,65,0.762306,0.034015,1.535962,0.000000,0.921526,0.1000,0.00100,0.0300,1.535995
1,66,0.751815,0.009503,1.544857,0.000000,0.918096,0.1000,0.00100,0.0300,1.544867
1,67,0.766167,0.009507,1.481731,0.000000,0.903638,0.1000,0.00100,0.0300,1.481740
1,68,0.745441,0.010674,1.530665,0.000000,0.899520,0.1000,0.00100,0.0300,1.530676
1,69,0.758950,0.024229,1.544443,0.000000,0.906230,0.1000,0.00100,0.0300,1.544467
1,70,0.747657,0.004100,1.537039,0.000000,0.907883,0.1000,0.00100,0.0300,1.537043
1,71,0.741952,0.025954,1.494369,0.000000,0.902178,0.1000,0.00100,0.0300,1.494395
1,72,0.738480,0.052509,1.466151,0.000000,0.889865,0.1000,0.00100,0.0300,1.466204
1,73,0.743526,0.022498,1.488651,0.000000,0.892217,0.1000,0.00100,0.0300,1.488673
1,74,0.734679,0.003798,1.535358,0.000000,0.894382,0.1000,0.00100,0.0300,1.535362
1,75,0.739155,0.010637,1.465279,0.000000,0.890696,0.1000,0.00100,0.0300,1.465289
1,76,0.733358,0.014739,1.498837,0.000000,0.888094,0.1000,0.00100,0.0300,1.498851
1,77,0.747515,0.040069,1.536630,0.000000,0.897914,0.1000,0.00100,0.0300,1.536670
1,78,0.724257,0.005855,1.494442,0.000000,0.881927,0.1000,0.00100,0.0300,1.494448
1,79,0.727489,0.017745,1.429635,0.000000,0.875347,0.1000,0.00100,0.0300,1.429653
1,80,0.734075,0.009231,1.570225,0.000000,0.887677,0.1000,0.00100,0.0300,1.570235
1,81,0.732383,0.010851,1.551427,0.000000,0.889918,0.1000,0.00100,0.0300,1.551438
1,82,0.738268,0.022186,1.499290,0.000000,0.880799,0.1000,0.00100,0.0300,1.499313
1,83,0.730562,0.024634,1.517942,0.000000,0.880484,0.1000,0.00100,0.0300,1.517966
1,84,0.725634,0.003868,1.549098,0.000000,0.881943,0.1000,0.00100,0.0300,1.549102
1,85,0.726612,0.019689,1.543869,0.000000,0.880522,0.1000,0.00100,0.0300,1.543888
1,86,0.725369,0.035363,1.428626,0.000000,0.870101,0.1000,0.00100,0.0300,1.428662
1,87,0.719738,0.020258,1.424832,0.000000,0.862021,0.1000,0.00100,0.0300,1.424852
1,88,0.726450,0.011166,1.484451,0.000000,0.869868,0.1000,0.00100,0.0300,1.484462
1,89,0.714411,0.024758,1.389508,0.000000,0.859656,0.1000,0.00100,0.0300,1.389533
1,90,0.714628,0.025151,1.424983,0.000000,0.863477,0.1000,0.00100,0.0300,1.425008
1,91,0.718308,0.011975,1.486240,0.000000,0.870376,0.1000,0.00100,0.0300,1.486252
1,92,0.717532,0.029089,1.618152,0.000000,0.882612,0.1000,0.00100,0.0300,1.618181
1,93,0.712930,0.029269,1.546776,0.000000,0.870222,0.1000,0.00100,0.0300,1.546805
1,94,0.713261,0.025872,1.432187,0.000000,0.857739,0.1000,0.00100,0.0300,1.432213
1,95,0.709078,0.026076,1.386577,0.000000,0.851935,0.1000,0.00100,0.0300,1.386604
1,96,0.709397,0.068085,1.544588,0.000000,0.863614,0.1000,0.00100,0.0300,1.544656
1,97,0.715377,0.024585,1.354691,0.000000,0.850601,0.1000,0.00100,0.0300,1.354715
1,98,0.725886,0.035837,1.416191,0.000000,0.856384,0.1000,0.00100,0.0300,1.416227
1,99,0.712473,0.044014,1.520645,0.000000,0.862693,0.1000,0.00100,0.0300,1.520689
1,100,0.709317,0.015307,1.545262,0.000000,0.864527,0.1000,0.00100,0.0300,1.545277
1,101,0.707710,0.021103,1.468962,0.000000,0.858931,0.1000,0.00100,0.0300,1.468983
1,102,0.713989,0.039282,1.372347,0.000000,0.847587,0.1000,0.00100,0.0300,1.372387
1,103,0.709830,0.035990,1.347800,0.000000,0.841417,0.1000,0.00100,0.0300,1.347836
1,104,0.709748,0.011868,1.453157,0.000000,0.855333,0.1000,0.00100,0.0300,1.453169
1,105,0.704292,0.028143,1.434557,0.000000,0.850639,0.1000,0.00100,0.0300,1.434585
1,106,0.712911,0.010558,1.327611,0.000000,0.841457,0.1000,0.00100,0.0300,1.327622
1,107,0.700871,0.015257,1.349690,0.000000,0.845516,0.1000,0.00100,0.0300,1.349705
1,108,0.707449,0.025768,1.440030,0.000000,0.848770,0.1000,0.00100,0.0300,1.440055
1,109,0.716729,0.022453,1.343946,0.000000,0.844572,0.1000,0.00100,0.0300,1.343969
1,110,0.701719,0.028481,1.572768,0.000000,0.858812,0.1000,0.00100,0.0300,1.572797
1,111,0.717157,0.047169,1.319261,0.000000,0.837320,0.1000,0.00100,0.0300,1.319308
1,112,0.701203,0.032452,1.380356,0.000000,0.841487,0.1000,0.00100,0.0300,1.380388
1,113,0.695532,0.038132,1.431421,0.000000,0.842177,0.1000,0.00100,0.0300,1.431459
1,114,0.700164,0.109484,1.366554,0.000000,0.835514,0.1000,0.00100,0.0300,1.366664
1,115,0.698375,0.052396,1.333541,0.000000,0.835239,0.1000,0.00100,0.0300,1.333593
1,116,0.695488,0.090658,1.341616,0.000000,0.831732,0.1000,0.00100,0.0300,1.341707
1,117,0.696972,0.022453,1.468673,0.000000,0.846068,0.1000,0.00100,0.0300,1.468695
1,118,0.694645,0.039981,1.342214,0.000000,0.833904,0.1000,0.00100,0.0300,1.342254
1,119,0.701657,0.029560,1.368112,0.000000,0.835996,0.1000,0.00100,0.0300,1.368141
1,120,0.704314,0.049117,1.351355,0.000000,0.838430,0.1000,0.00100,0.0300,1.351404
1,121,0.695357,0.035026,1.422200,0.000000,0.837753,0.1000,0.00100,0.0300,1.422235
1,122,0.693230,0.049819,1.317318,0.000000,0.826241,0.1000,0.00100,0.0300,1.317367
1,123,0.697763,0.045375,1.416872,0.000000,0.837926,0.1000,0.00100,0.0300,1.416917
1,124,0.699095,0.024426,1.480829,0.000000,0.845559,0.1000,0.00100,0.0300,1.480853
1,125,0.696765,0.029394,1.356320,0.000000,0.833610,0.1000,0.00100,0.0300,1.356349
1,126,0.695541,0.034287,1.419521,0.000000,0.836282,0.1000,0.00100,0.0300,1.419556
1,127,0.697084,0.063945,1.325697,0.000000,0.832881,0.1000,0.00100,0.0300,1.325761
1,128,0.695900,0.024835,1.315650,0.000000,0.827507,0.1000,0.00100,0.0300,1.315675
1,129,0.694395,0.005581,1.261672,0.000000,0.822151,0.1000,0.00100,0.0300,1.261678
1,130,0.698952,0.054830,1.280756,0.000000,0.823536,0.1000,0.00100,0.0300,1.280811
1,131,0.695152,0.039530,1.404458,0.000000,0.835800,0.1000,0.00100,0.0300,1.404498
1,132,0.695036,0.023861,1.396268,0.000000,0.832590,0.1000,0.00100,0.0300,1.396292
1,133,0.690748,0.029740,1.281415,0.000000,0.821616,0.1000,0.00100,0.0300,1.281445
1,134,0.690735,0.069211,1.301607,0.000000,0.822419,0.1000,0.00100,0.0300,1.301676
1,135,0.695028,0.098682,1.420805,0.000000,0.832223,0.1000,0.00100,0.0300,1.420904
1,136,0.694102,0.025387,1.327491,0.000000,0.826695,0.1000,0.00100,0.0300,1.327516
1,137,0.688291,0.039670,1.251833,0.000000,0.816566,0.1000,0.00100,0.0300,1.251873
1,138,0.694039,0.051186,1.287537,0.000000,0.820366,0.1000,0.00100,0.0300,1.287588
1,139,0.693325,0.035349,1.523006,0.000000,0.840425,0.1000,0.00100,0.0300,1.523041
1,140,0.690970,0.034923,1.306771,0.000000,0.822369,0.1000,0.00100,0.0300,1.306805
1,141,0.694301,0.050022,1.301571,0.000000,0.823930,0.1000,0.00100,0.0300,1.301621
1,142,0.691466,0.065381,1.340911,0.000000,0.822175,0.1000,0.00100,0.0300,1.340976
1,143,0.701724,0.026000,1.254025,0.000000,0.818501,0.1000,0.00100,0.0300,1.254051
1,144,0.686874,0.088871,1.418927,0.000000,0.827412,0.1000,0.00100,0.0300,1.419016
1,145,0.683623,0.028083,1.346029,0.000000,0.821070,0.1000,0.00100,0.0300,1.346057
1,146,0.687792,0.044630,1.335168,0.000000,0.821122,0.1000,0.00100,0.0300,1.335212
1,147,0.695998,0.016509,1.240822,0.000000,0.812843,0.1000,0.00100,0.0300,1.240838
1,148,0.687877,0.010061,1.215326,0.000000,0.813085,0.1000,0.00100,0.0300,1.215336
1,149,0.691037,0.011370,1.236809,0.000000,0.810780,0.1000,0.00100,0.0300,1.236820
1,150,0.685856,0.004459,1.593790,0.000000,0.848796,0.1000,0.00100,0.0300,1.593795
1,151,0.682662,0.030637,1.249395,0.000000,0.809255,0.1000,0.00100,0.0300,1.249426
1,152,0.686688,0.049401,1.277860,0.000000,0.813373,0.1000,0.00100,0.0300,1.277910
1,153,0.684129,0.059609,1.230343,0.000000,0.810557,0.1000,0.00100,0.0300,1.230403
1,154,0.678873,0.055882,1.344383,0.000000,0.814634,0.1000,0.00100,0.0300,1.344438
1,155,0.691467,0.070665,1.197421,0.000000,0.807847,0.1000,0.00100,0.0300,1.197492
1,156,0.682329,0.109524,1.351459,0.000000,0.817038,0.1000,0.00100,0.0300,1.351569
1,157,0.687421,0.031577,1.297565,0.000000,0.814961,0.1000,0.00100,0.0300,1.297596
1,158,0.682766,0.053523,1.286924,0.000000,0.808407,0.1000,0.00100,0.0300,1.286978
1,159,0.682723,0.070087,1.193043,0.000000,0.804059,0.1000,0.00100,0.0300,1.193113
1,160,0.680141,0.011189,1.186580,0.000000,0.802563,0.1000,0.00100,0.0300,1.186591
1,161,0.679133,0.031802,1.179339,0.000000,0.798457,0.1000,0.00100,0.0300,1.179371
1,162,0.679664,0.036272,1.202598,0.000000,0.800496,0.1000,0.00100,0.0300,1.202635
1,163,0.688519,0.075689,1.208725,0.000000,0.803754,0.1000,0.00100,0.0300,1.208800
1,164,0.683514,0.078842,1.299024,0.000000,0.812170,0.1000,0.00100,0.0300,1.299103
1,165,0.681848,0.019796,1.213476,0.000000,0.803177,0.1000,0.00100,0.0300,1.213496
1,166,0.680193,0.026804,1.405829,0.000000,0.821212,0.1000,0.00100,0.0300,1.405856
1,167,0.676291,0.051692,1.183503,0.000000,0.799370,0.1000,0.00100,0.0300,1.183555
1,168,0.678082,0.028972,1.195351,0.000000,0.802178,0.1000,0.00100,0.0300,1.195380
1,169,0.674626,0.033348,1.219359,0.000000,0.800025,0.1000,0.00100,0.0300,1.219393
1,170,0.681399,0.055133,1.202287,0.000000,0.801990,0.1000,0.00100,0.0300,1.202342
1,171,0.676550,0.011448,1.176768,0.000000,0.796585,0.1000,0.00100,0.0300,1.176780
1,172,0.673890,0.055500,1.233445,0.000000,0.801581,0.1000,0.00100,0.0300,1.233500
1,173,0.673856,0.018714,1.286020,0.000000,0.806761,0.1000,0.00100,0.0300,1.286039
1,174,0.679507,0.033046,1.141482,0.000000,0.789890,0.1000,0.00100,0.0300,1.141515
1,175,0.680936,0.040040,1.225207,0.000000,0.800225,0.1000,0.00100,0.0300,1.225247
1,176,0.674297,0.067105,1.225963,0.000000,0.798054,0.1000,0.00100,0.0300,1.226030
1,177,0.676186,0.111808,1.199795,0.000000,0.795216,0.1000,0.00100,0.0300,1.199907
1,178,0.679401,0.123122,1.325214,0.000000,0.806448,0.1000,0.00100,0.0300,1.325338
1,179,0.681213,0.065317,1.287573,0.000000,0.807012,0.1000,0.00100,0.0300,1.287639
1,180,0.673565,0.087264,1.246634,0.000000,0.800001,0.1000,0.00100,0.0300,1.246721
1,181,0.675145,0.025128,1.234145,0.000000,0.802017,0.1000,0.00100,0.0300,1.234170
1,182,0.674858,0.039373,1.188384,0.000000,0.793567,0.1000,0.00100,0.0300,1.188423
1,183,0.671704,0.048903,1.207231,0.000000,0.795581,0.1000,0.00100,0.0300,1.207279
1,184,0.675371,0.065551,1.193500,0.000000,0.796603,0.1000,0.00100,0.0300,1.193565
1,185,0.665972,0.098371,1.278426,0.000000,0.803895,0.1000,0.00100,0.0300,1.278525
1,186,0.679765,0.044337,1.150272,0.000000,0.787808,0.1000,0.00100,0.0300,1.150317
1,187,0.673303,0.033500,1.157015,0.000000,0.791862,0.1000,0.00100,0.0300,1.157049
1,188,0.667794,0.060337,1.378358,0.000000,0.810342,0.1000,0.00100,0.0300,1.378418
1,189,0.674618,0.028626,1.497214,0.000000,0.824261,0.1000,0.00100,0.0300,1.497242
1,190,0.678593,0.067572,1.286427,0.000000,0.801838,0.1000,0.00100,0.0300,1.286494
1,191,0.672784,0.031589,1.131664,0.000000,0.786968,0.1000,0.00100,0.0300,1.131696
1,192,0.669497,0.107746,1.250578,0.000000,0.793565,0.1000,0.00100,0.0300,1.250686
1,193,0.662695,0.035169,1.133930,0.000000,0.781245,0.1000,0.00100,0.0300,1.133966
1,194,0.674041,0.052992,1.176326,0.000000,0.787305,0.1000,0.00100,0.0300,1.176379
1,195,0.670705,0.039468,1.126838,0.000000,0.781901,0.1000,0.00100,0.0300,1.126878
1,196,0.670424,0.071910,1.174393,0.000000,0.788977,0.1000,0.00100,0.0300,1.174465
1,197,0.664244,0.083551,1.233829,0.000000,0.793161,0.1000,0.00100,0.0300,1.233913
1,198,0.668888,0.086452,1.178554,0.000000,0.785382,0.1000,0.00100,0.0300,1.178641
1,199,0.676729,0.048067,1.157633,0.000000,0.784804,0.1000,0.00100,0.0300,1.157681
1,200,0.667823,0.056259,1.241874,0.000000,0.792505,0.1000,0.00100,0.0300,1.241930
1,201,0.660739,0.058169,1.150551,0.000000,0.784241,0.1000,0.00100,0.0300,1.150609
1,202,0.673247,0.053505,1.179860,0.000000,0.788632,0.1000,0.00100,0.0300,1.179913
1,203,0.665857,0.054032,1.187211,0.000000,0.785730,0.1000,0.00100,0.0300,1.187265
1,204,0.668973,0.106576,1.163873,0.000000,0.783423,0.1000,0.00100,0.0300,1.163980
1,205,0.663528,0.023431,1.135048,0.000000,0.778053,0.1000,0.00100,0.0300,1.135072
1,206,0.666456,0.038364,1.229718,0.000000,0.791631,0.1000,0.00100,0.0300,1.229757
1,207,0.659470,0.058959,1.143949,0.000000,0.776149,0.1000,0.00100,0.0300,1.144008
1,208,0.667763,0.007441,1.161940,0.000000,0.781864,0.1000,0.00100,0.0300,1.161947
1,209,0.658337,0.055764,1.119144,0.000000,0.773665,0.1000,0.00100,0.0300,1.119200
1,210,0.676899,0.051823,1.116258,0.000000,0.778883,0.1000,0.00100,0.0300,1.116309
1,211,0.658515,0.080312,1.184590,0.000000,0.780605,0.1000,0.00100,0.0300,1.184671
1,212,0.661731,0.089290,1.141767,0.000000,0.776674,0.1000,0.00100,0.0300,1.141856
1,213,0.664685,0.024833,1.112979,0.000000,0.773889,0.1000,0.00100,0.0300,1.113003
1,214,0.664639,0.091989,1.161618,0.000000,0.778890,0.1000,0.00100,0.0300,1.161710
1,215,0.659919,0.068178,1.251982,0.000000,0.785925,0.1000,0.00100,0.0300,1.252050
1,216,0.659135,0.085954,1.166878,0.000000,0.776474,0.1000,0.00100,0.0300,1.166964
1,217,0.660849,0.079887,1.143611,0.000000,0.774639,0.1000,0.00100,0.0300,1.143691
1,218,0.666682,0.189090,1.133569,0.000000,0.773450,0.1000,0.00100,0.0300,1.133758
1,219,0.661670,0.011121,1.117346,0.000000,0.775709,0.1000,0.00100,0.0300,1.117357
1,220,0.656487,0.047587,1.112975,0.000000,0.770907,0.1000,0.00100,0.0300,1.113023
1,221,0.654810,0.074489,1.124648,0.000000,0.771473,0.1000,0.00100,0.0300,1.124723
1,222,0.663002,0.051351,1.215322,0.000000,0.784154,0.1000,0.00100,0.0300,1.215373
1,223,0.661273,0.070851,1.183708,0.000000,0.775290,0.1000,0.00100,0.0300,1.183779
1,224,0.657991,0.140372,1.186443,0.000000,0.777049,0.1000,0.00100,0.0300,1.186583
2,0,0.661511,0.021504,1.114310,0.000000,0.810602,0.2000,0.00150,0.0300,1.114342
2,1,0.653810,0.096795,1.137509,0.000000,0.811906,0.2000,0.00150,0.0300,1.137654
2,2,0.656487,0.075710,1.099369,0.000000,0.802363,0.2000,0.00150,0.0300,1.099483
2,3,0.660701,0.121091,1.204473,0.000000,0.826651,0.2000,0.00150,0.0300,1.204655
2,4,0.664942,0.057689,1.115610,0.000000,0.812435,0.2000,0.00150,0.0300,1.115697
2,5,0.652085,0.094875,1.135576,0.000000,0.806374,0.2000,0.00150,0.0300,1.135718
2,6,0.655773,0.014300,1.085947,0.000000,0.800030,0.2000,0.00150,0.0300,1.085968
2,7,0.659705,0.057520,1.104003,0.000000,0.805764,0.2000,0.00150,0.0300,1.104089
2,8,0.653778,0.121993,1.165945,0.000000,0.813128,0.2000,0.00150,0.0300,1.166128
2,9,0.651487,0.065801,1.151245,0.000000,0.810989,0.2000,0.00150,0.0300,1.151343
2,10,0.660509,0.065316,1.168037,0.000000,0.815397,0.2000,0.00150,0.0300,1.168135
2,11,0.655074,0.129526,1.156391,0.000000,0.811896,0.2000,0.00150,0.0300,1.156586
2,12,0.652249,0.016073,1.074257,0.000000,0.792996,0.2000,0.00150,0.0300,1.074281
2,13,0.644213,0.129587,1.099161,0.000000,0.797610,0.2000,0.00150,0.0300,1.099355
2,14,0.653887,0.100341,1.127876,0.000000,0.806418,0.2000,0.00150,0.0300,1.128027
2,15,0.649642,0.091654,1.116023,0.000000,0.802762,0.2000,0.00150,0.0300,1.116160
2,16,0.651865,0.066093,1.127424,0.000000,0.804874,0.2000,0.00150,0.0300,1.127523
2,17,0.649349,0.035398,1.083776,0.000000,0.800164,0.2000,0.00150,0.0300,1.083829
2,18,0.644103,0.045944,1.153550,0.000000,0.808974,0.2000,0.00150,0.0300,1.153619
2,19,0.654220,0.050918,1.082185,0.000000,0.796442,0.2000,0.00150,0.0300,1.082261
2,20,0.643221,0.016669,1.086486,0.000000,0.794620,0.2000,0.00150,0.0300,1.086511
2,21,0.651915,0.092885,1.089380,0.000000,0.796804,0.2000,0.00150,0.0300,1.089519
2,22,0.653758,0.067097,1.094408,0.000000,0.797031,0.2000,0.00150,0.0300,1.094508
2,23,0.657709,0.040498,1.093997,0.000000,0.799687,0.2000,0.00150,0.0300,1.094058
2,24,0.654983,0.100731,1.108554,0.000000,0.799589,0.2000,0.00150,0.0300,1.108705
2,25,0.649959,0.030036,1.093391,0.000000,0.794118,0.2000,0.00150,0.0300,1.093436
2,26,0.644430,0.077639,1.108094,0.000000,0.798268,0.2000,0.00150,0.0300,1.108211
2,27,0.652362,0.012065,1.064932,0.000000,0.791522,0.2000,0.00150,0.0300,1.064950
2,28,0.645851,0.050712,1.077563,0.000000,0.790416,0.2000,0.00150,0.0300,1.077639
2,29,0.647537,0.084416,1.143088,0.000000,0.803125,0.2000,0.00150,0.0300,1.143215
2,30,0.646460,0.114156,1.080175,0.000000,0.789986,0.2000,0.00150,0.0300,1.080346
2,31,0.647026,0.034451,1.073825,0.000000,0.792284,0.2000,0.00150,0.0300,1.073877
2,32,0.649408,0.177673,1.091977,0.000000,0.795127,0.2000,0.00150,0.0300,1.092243
2,33,0.649030,0.122753,1.158852,0.000000,0.804406,0.2000,0.00150,0.0300,1.159036
2,34,0.649044,0.095139,1.098488,0.000000,0.795756,0.2000,0.00150,0.0300,1.098631
2,35,0.645002,0.065716,1.096654,0.000000,0.789658,0.2000,0.00150,0.0300,1.096753
2,36,0.643584,0.094873,1.094873,0.000000,0.787725,0.2000,0.00150,0.0300,1.095016
2,37,0.646743,0.074100,1.067818,0.000000,0.785416,0.2000,0.00150,0.0300,1.067929
2,38,0.638279,0.137133,1.322047,0.000000,0.831516,0.2000,0.00150,0.0300,1.322253
2,39,0.632270,0.099708,1.072522,0.000000,0.783234,0.2000,0.00150,0.0300,1.072671
2,40,0.640734,0.099544,1.083502,0.000000,0.786762,0.2000,0.00150,0.0300,1.083652
2,41,0.638046,0.066010,1.062910,0.000000,0.781182,0.2000,0.00150,0.0300,1.063009
2,42,0.647717,0.085470,1.078223,0.000000,0.786424,0.2000,0.00150,0.0300,1.078352
2,43,0.640691,0.040500,1.063140,0.000000,0.783011,0.2000,0.00150,0.0300,1.063200
2,44,0.639033,0.014654,1.066151,0.000000,0.782327,0.2000,0.00150,0.0300,1.066173
2,45,0.635792,0.131785,1.096985,0.000000,0.784495,0.2000,0.00150,0.0300,1.097182
2,46,0.641082,0.143219,1.093459,0.000000,0.786075,0.2000,0.00150,0.0300,1.093674
2,47,0.645627,0.031416,1.056126,0.000000,0.779566,0.2000,0.00150,0.0300,1.056173
2,48,0.635785,0.104294,1.080883,0.000000,0.780526,0.2000,0.00150,0.0300,1.081039
2,49,0.640249,0.048655,1.056744,0.000000,0.775346,0.2000,0.00150,0.0300,1.056817
2,50,0.640126,0.022121,1.070192,0.000000,0.782637,0.2000,0.00150,0.0300,1.070225
2,51,0.640414,0.158750,1.060704,0.000000,0.780093,0.2000,0.00150,0.0300,1.060942
2,52,0.638028,0.098282,1.082639,0.000000,0.776884,0.2000,0.00150,0.0300,1.082786
2,53,0.633827,0.104268,1.058036,0.000000,0.774337,0.2000,0.00150,0.0300,1.058193
2,54,0.637644,0.037884,1.064413,0.000000,0.776930,0.2000,0.00150,0.0300,1.064470
2,55,0.642020,0.087804,1.065207,0.000000,0.773114,0.2000,0.00150,0.0300,1.065339
2,56,0.637255,0.111020,1.056928,0.000000,0.776303,0.2000,0.00150,0.0300,1.057094
2,57,0.637714,0.055198,1.066655,0.000000,0.779353,0.2000,0.00150,0.0300,1.066738
