epoch,loss,stress,rank,id,smooth,teacher,lr,spearman_clean,pearson_clean,auc_r,gate_mean_clean,gate_mean_noisy_max,spearman_noisy_max,ratio_noisy_max,intra_clean,n_eval
16,0.037779,0.019165,0.037173,0.000107,0.000000,0.000000,1.00e-04,0.744392,0.786059,1.004153,nan,nan,0.759451,1.020230,2.222510e-05,16
17,0.033324,0.017968,0.030653,0.000119,0.000000,0.000000,1.00e-04,0.744392,0.786059,1.004153,nan,nan,0.759451,1.020230,2.222510e-05,16
18,0.035810,0.018913,0.033734,0.000120,0.000000,0.000000,1.00e-04,0.753406,0.786207,0.996312,nan,nan,0.748714,0.993772,2.591706e-05,16
19,0.036099,0.018794,0.034542,0.000136,0.000000,0.000000,1.00e-04,0.753406,0.786207,0.996312,nan,nan,0.748714,0.993772,2.591706e-05,16
20,0.034476,0.017904,0.033079,0.000131,0.000000,0.000000,1.00e-04,0.753288,0.781195,0.995851,nan,nan,0.735088,0.975839,2.114646e-05,16
21,0.033300,0.017659,0.031218,0.000132,0.000000,0.000000,1.00e-04,0.753288,0.781195,0.995851,nan,nan,0.735088,0.975839,2.114646e-05,16
22,0.033162,0.016698,0.032858,0.000141,0.000000,0.000000,1.00e-04,0.753636,0.787523,0.992217,nan,nan,0.735060,0.975352,2.712566e-05,16
23,0.032828,0.016720,0.032147,0.000140,0.000000,0.000000,1.00e-04,0.753636,0.787523,0.992217,nan,nan,0.735060,0.975352,2.712566e-05,16
24,0.032635,0.017645,0.029911,0.000138,0.000000,0.000000,1.00e-04,0.763616,0.784817,0.994968,nan,nan,0.750543,0.982881,2.590849e-05,16
25,0.030726,0.016085,0.029212,0.000143,0.000000,0.000000,1.00e-04,0.763616,0.784817,0.994968,nan,nan,0.750543,0.982881,2.590849e-05,16
26,0.031099,0.016226,0.029672,0.000150,0.000000,0.000000,1.00e-04,0.799285,0.818370,0.995274,nan,nan,0.777225,0.972401,3.376018e-05,16
27,0.030428,0.015858,0.029066,0.000149,0.000000,0.000000,1.00e-04,0.799285,0.818370,0.995274,nan,nan,0.777225,0.972401,3.376018e-05,16
28,0.032293,0.016666,0.031178,0.000152,0.000000,0.000000,1.00e-04,0.770804,0.798396,0.997904,nan,nan,0.762752,0.989554,3.657121e-05,16
29,0.029340,0.015312,0.027976,0.000160,0.000000,0.000000,1.00e-04,0.770804,0.798396,0.997904,nan,nan,0.762752,0.989554,3.657121e-05,16
30,0.032275,0.015976,0.032519,0.000155,0.000000,0.000000,1.00e-04,0.754830,0.783375,0.996436,nan,nan,0.727122,0.963292,4.225772e-05,16
31,0.027951,0.014820,0.026182,0.000161,0.000000,0.000000,1.00e-04,0.754830,0.783375,0.996436,nan,nan,0.727122,0.963292,4.225772e-05,16
32,0.028673,0.015457,0.026346,0.000170,0.000000,0.000000,1.00e-04,0.778596,0.811386,0.996510,nan,nan,0.754571,0.969143,3.884804e-05,16
33,0.032205,0.016880,0.030564,0.000168,0.000000,0.000000,1.00e-04,0.778596,0.811386,0.996510,nan,nan,0.754571,0.969143,3.884804e-05,16
34,0.027284,0.014023,0.026439,0.000167,0.000000,0.000000,1.00e-04,0.777728,0.805556,0.996743,nan,nan,0.759655,0.976762,4.101810e-05,16
35,0.027719,0.015260,0.024832,0.000173,0.000000,0.000000,1.00e-04,0.777728,0.805556,0.996743,nan,nan,0.759655,0.976762,4.101810e-05,16
36,0.030598,0.014815,0.031474,0.000183,0.000000,0.000000,1.00e-04,0.764296,0.798019,0.999351,nan,nan,0.760731,0.995335,4.344473e-05,16
37,0.029978,0.015421,0.029028,0.000173,0.000000,0.000000,1.00e-04,0.764296,0.798019,0.999351,nan,nan,0.760731,0.995335,4.344473e-05,16
38,0.029497,0.014928,0.029051,0.000173,0.000000,0.000000,1.00e-04,0.778526,0.797172,0.994930,nan,nan,0.751119,0.964796,4.036179e-05,16
39,0.028153,0.014374,0.027471,0.000173,0.000000,0.000000,1.00e-04,0.778526,0.797172,0.994930,nan,nan,0.751119,0.964796,4.036179e-05,16
40,0.027157,0.014411,0.025406,0.000174,0.000000,0.000000,1.00e-04,0.812758,0.836469,0.993189,nan,nan,0.779404,0.958962,4.173131e-05,16
41,0.026240,0.013806,0.024779,0.000174,0.000000,0.000000,1.00e-04,0.812758,0.836469,0.993189,nan,nan,0.779404,0.958962,4.173131e-05,16
42,0.029135,0.016132,0.025918,0.000174,0.000000,0.000000,1.00e-04,0.806723,0.835736,0.994944,nan,nan,0.791643,0.981307,3.867025e-05,16
43,0.027092,0.014600,0.024893,0.000179,0.000000,0.000000,1.00e-04,0.806723,0.835736,0.994944,nan,nan,0.791643,0.981307,3.867025e-05,16
44,0.026960,0.014209,0.025412,0.000178,0.000000,0.000000,1.00e-04,0.793118,0.819149,0.998822,nan,nan,0.780209,0.983725,3.713428e-05,16
45,0.026633,0.013834,0.025507,0.000181,0.000000,0.000000,1.00e-04,0.793118,0.819149,0.998822,nan,nan,0.780209,0.983725,3.713428e-05,16
46,0.027298,0.014839,0.024828,0.000182,0.000000,0.000000,1.00e-04,0.796201,0.817971,0.993043,nan,nan,0.762071,0.957134,4.211247e-05,16
47,0.028821,0.014908,0.027737,0.000181,0.000000,0.000000,1.00e-04,0.796201,0.817971,0.993043,nan,nan,0.762071,0.957134,4.211247e-05,16
48,0.024662,0.013222,0.022787,0.000187,0.000000,0.000000,1.00e-04,0.822127,0.840991,0.994119,nan,nan,0.808093,0.982930,4.321732e-05,16
49,0.027863,0.014346,0.026940,0.000189,0.000000,0.000000,1.00e-04,0.822127,0.840991,0.994119,nan,nan,0.808093,0.982930,4.321732e-05,16
50,0.025732,0.013638,0.024095,0.000185,0.000000,0.000000,1.00e-04,0.789853,0.819938,0.994577,nan,nan,0.772804,0.978414,3.907356e-05,16
51,0.025689,0.013128,0.025030,0.000182,0.000000,0.000000,1.00e-04,0.789853,0.819938,0.994577,nan,nan,0.772804,0.978414,3.907356e-05,16
52,0.029070,0.014843,0.028358,0.000190,0.000000,0.000000,1.00e-04,0.791270,0.834855,0.996353,nan,nan,0.767593,0.970077,4.377241e-05,16
53,0.026846,0.013475,0.026651,0.000181,0.000000,0.000000,1.00e-04,0.791270,0.834855,0.996353,nan,nan,0.767593,0.970077,4.377241e-05,16
54,0.026726,0.013419,0.026524,0.000182,0.000000,0.000000,1.00e-04,0.783200,0.815220,0.997611,nan,nan,0.770516,0.983805,4.261465e-05,16
55,0.028766,0.014721,0.028001,0.000178,0.000000,0.000000,1.00e-04,0.783200,0.815220,0.997611,nan,nan,0.770516,0.983805,4.261465e-05,16
56,0.024336,0.012907,0.022768,0.000179,0.000000,0.000000,1.00e-04,0.792215,0.817425,0.996686,nan,nan,0.779017,0.983341,4.509310e-05,16
57,0.026596,0.013593,0.025917,0.000177,0.000000,0.000000,1.00e-04,0.792215,0.817425,0.996686,nan,nan,0.779017,0.983341,4.509310e-05,16
58,0.025261,0.013327,0.023778,0.000177,0.000000,0.000000,1.00e-04,0.766206,0.796994,0.998356,nan,nan,0.742605,0.969197,4.170844e-05,16
59,0.025640,0.013374,0.024442,0.000180,0.000000,0.000000,1.00e-04,0.766206,0.796994,0.998356,nan,nan,0.742605,0.969197,4.170844e-05,16
60,0.024789,0.012828,0.023831,0.000182,0.000000,0.000000,1.00e-04,0.775762,0.803994,0.995523,nan,nan,0.749154,0.965700,4.756352e-05,16
61,0.023757,0.012966,0.021493,0.000177,0.000000,0.000000,1.00e-04,0.775762,0.803994,0.995523,nan,nan,0.749154,0.965700,4.756352e-05,16
62,0.027262,0.013566,0.027304,0.000176,0.000000,0.000000,1.00e-04,0.789617,0.826161,1.001251,nan,nan,0.788735,0.998883,4.508905e-05,16
63,0.023475,0.012100,0.022660,0.000177,0.000000,0.000000,1.00e-04,0.789617,0.826161,1.001251,nan,nan,0.788735,0.998883,4.508905e-05,16
64,0.026201,0.013631,0.025044,0.000191,0.000000,0.000000,1.00e-04,0.795007,0.819384,0.995819,nan,nan,0.784179,0.986381,4.215665e-05,16
65,0.023994,0.012746,0.022402,0.000186,0.000000,0.000000,1.00e-04,0.795007,0.819384,0.995819,nan,nan,0.784179,0.986381,4.215665e-05,16
66,0.022157,0.012154,0.019915,0.000184,0.000000,0.000000,1.00e-04,0.785249,0.812195,0.997486,nan,nan,0.766813,0.976522,4.699289e-05,16
67,0.023301,0.011976,0.022556,0.000188,0.000000,0.000000,1.00e-04,0.785249,0.812195,0.997486,nan,nan,0.766813,0.976522,4.699289e-05,16
68,0.023789,0.012543,0.022398,0.000185,0.000000,0.000000,1.00e-04,0.797854,0.824196,0.995656,nan,nan,0.765667,0.959658,4.096451e-05,16
69,0.025147,0.013279,0.023643,0.000186,0.000000,0.000000,1.00e-04,0.797854,0.824196,0.995656,nan,nan,0.765667,0.959658,4.096451e-05,16
70,0.024083,0.013081,0.021913,0.000183,0.000000,0.000000,1.00e-04,0.794451,0.828592,0.995408,nan,nan,0.753974,0.949050,4.470665e-05,16
71,0.023600,0.012595,0.021918,0.000182,0.000000,0.000000,1.00e-04,0.794451,0.828592,0.995408,nan,nan,0.753974,0.949050,4.470665e-05,16
72,0.025413,0.013527,0.023678,0.000190,0.000000,0.000000,1.00e-04,0.782277,0.813239,0.993433,nan,nan,0.753629,0.963379,4.814503e-05,16
73,0.025185,0.012587,0.025105,0.000180,0.000000,0.000000,1.00e-04,0.782277,0.813239,0.993433,nan,nan,0.753629,0.963379,4.814503e-05,16
74,0.023281,0.012108,0.022254,0.000186,0.000000,0.000000,1.00e-04,0.807994,0.830896,0.998202,nan,nan,0.798099,0.987755,5.567191e-05,16
75,0.022171,0.011415,0.021421,0.000186,0.000000,0.000000,5.00e-05,0.807994,0.830896,0.998202,nan,nan,0.798099,0.987755,5.567191e-05,16
76,0.020967,0.011089,0.019666,0.000182,0.000000,0.000000,5.00e-05,0.799014,0.822257,0.992120,nan,nan,0.753640,0.943213,4.551499e-05,16
77,0.022484,0.012026,0.020823,0.000183,0.000000,0.000000,5.00e-05,0.799014,0.822257,0.992120,nan,nan,0.753640,0.943213,4.551499e-05,16
78,0.021192,0.011031,0.020232,0.000179,0.000000,0.000000,5.00e-05,0.794784,0.834354,0.993925,nan,nan,0.750969,0.944871,4.491566e-05,16
79,0.019694,0.010876,0.017547,0.000178,0.000000,0.000000,5.00e-05,0.794784,0.834354,0.993925,nan,nan,0.750969,0.944871,4.491566e-05,16
80,0.021490,0.011245,0.020404,0.000173,0.000000,0.000000,5.00e-05,0.796007,0.826353,0.994320,nan,nan,0.764632,0.960585,4.458187e-05,16
81,0.022327,0.011163,0.022241,0.000175,0.000000,0.000000,5.00e-05,0.796007,0.826353,0.994320,nan,nan,0.764632,0.960585,4.458187e-05,16
82,0.020730,0.011126,0.019121,0.000175,0.000000,0.000000,5.00e-05,0.823418,0.846031,0.991838,nan,nan,0.781756,0.949403,4.891837e-05,16
83,0.020250,0.010530,0.019352,0.000176,0.000000,0.000000,5.00e-05,0.823418,0.846031,0.991838,nan,nan,0.781756,0.949403,4.891837e-05,16
84,0.020107,0.010682,0.018762,0.000175,0.000000,0.000000,5.00e-05,0.801639,0.829154,0.997749,nan,nan,0.794370,0.990932,4.610626e-05,16
85,0.020910,0.010723,0.020285,0.000176,0.000000,0.000000,5.00e-05,0.801639,0.829154,0.997749,nan,nan,0.794370,0.990932,4.610626e-05,16
86,0.020792,0.010794,0.019906,0.000179,0.000000,0.000000,5.00e-05,0.803042,0.828833,0.992786,nan,nan,0.769234,0.957900,4.841377e-05,16
87,0.020394,0.010727,0.019247,0.000174,0.000000,0.000000,5.00e-05,0.803042,0.828833,0.992786,nan,nan,0.769234,0.957900,4.841377e-05,16
88,0.020482,0.010818,0.019239,0.000178,0.000000,0.000000,2.50e-05,0.788583,0.816338,0.994753,nan,nan,0.764282,0.969185,4.656067e-05,16
89,0.019626,0.009752,0.019662,0.000175,0.000000,0.000000,2.50e-05,0.788583,0.816338,0.994753,nan,nan,0.764282,0.969185,4.656067e-05,16
90,0.019882,0.010361,0.018953,0.000177,0.000000,0.000000,2.50e-05,0.799514,0.822188,0.997554,nan,nan,0.774079,0.968187,4.722796e-05,16
91,0.019207,0.010645,0.017039,0.000172,0.000000,0.000000,2.50e-05,0.799514,0.822188,0.997554,nan,nan,0.774079,0.968187,4.722796e-05,16
92,0.020117,0.010190,0.019768,0.000174,0.000000,0.000000,2.50e-05,0.791645,0.825188,0.996065,nan,nan,0.765252,0.966661,4.604012e-05,16
93,0.019182,0.009808,0.018661,0.000175,0.000000,0.000000,2.50e-05,0.791645,0.825188,0.996065,nan,nan,0.765252,0.966661,4.604012e-05,16
94,0.016147,0.008618,0.014973,0.000173,0.000000,0.000000,2.50e-05,0.798298,0.828223,0.999674,nan,nan,0.784323,0.982493,4.414029e-05,16
95,0.018187,0.009746,0.016795,0.000174,0.000000,0.000000,2.50e-05,0.798298,0.828223,0.999674,nan,nan,0.784323,0.982493,4.414029e-05,16
96,0.021301,0.010423,0.021671,0.000170,0.000000,0.000000,2.50e-05,0.791708,0.820834,0.992191,nan,nan,0.753071,0.951198,4.539335e-05,16
97,0.019894,0.010777,0.018149,0.000170,0.000000,0.000000,2.50e-05,0.791708,0.820834,0.992191,nan,nan,0.753071,0.951198,4.539335e-05,16
98,0.018446,0.009485,0.017838,0.000169,0.000000,0.000000,2.50e-05,0.802465,0.834172,0.993616,nan,nan,0.761831,0.949363,4.480037e-05,16
99,0.017277,0.009151,0.016167,0.000169,0.000000,0.000000,2.50e-05,0.802465,0.834172,0.993616,nan,nan,0.761831,0.949363,4.480037e-05,16
100,0.019203,0.009708,0.018903,0.000170,0.000000,0.000000,2.50e-05,0.793104,0.830059,0.998366,nan,nan,0.765796,0.965569,4.587836e-05,16
101,0.018204,0.009474,0.017375,0.000170,0.000000,0.000000,2.50e-05,0.793104,0.830059,0.998366,nan,nan,0.765796,0.965569,4.587836e-05,16
102,0.018619,0.009922,0.017310,0.000169,0.000000,0.000000,2.50e-05,0.797187,0.825004,0.992849,nan,nan,0.767035,0.962176,4.581369e-05,16
103,0.018698,0.010042,0.017228,0.000168,0.000000,0.000000,1.25e-05,0.797187,0.825004,0.992849,nan,nan,0.767035,0.962176,4.581369e-05,16
104,0.018780,0.009970,0.017536,0.000169,0.000000,0.000000,1.25e-05,0.794375,0.828263,0.995289,nan,nan,0.766484,0.964890,4.570601e-05,16
105,0.018255,0.010163,0.016100,0.000166,0.000000,0.000000,1.25e-05,0.794375,0.828263,0.995289,nan,nan,0.766484,0.964890,4.570601e-05,16
106,0.018643,0.009829,0.017544,0.000167,0.000000,0.000000,1.25e-05,0.794111,0.823634,0.997021,nan,nan,0.770597,0.970391,4.477255e-05,16
107,0.018913,0.009972,0.017800,0.000167,0.000000,0.000000,1.25e-05,0.794111,0.823634,0.997021,nan,nan,0.770597,0.970391,4.477255e-05,16
108,0.017625,0.009074,0.017020,0.000167,0.000000,0.000000,1.25e-05,0.801014,0.828911,0.992971,nan,nan,0.779675,0.973359,4.583932e-05,16
109,0.018269,0.009294,0.017869,0.000166,0.000000,0.000000,1.25e-05,0.801014,0.828911,0.992971,nan,nan,0.779675,0.973359,4.583932e-05,16
110,0.017820,0.009159,0.017239,0.000165,0.000000,0.000000,1.25e-05,0.800451,0.829130,0.999069,nan,nan,0.797280,0.996038,4.360230e-05,16
111,0.017722,0.008989,0.017384,0.000165,0.000000,0.000000,1.25e-05,0.800451,0.829130,0.999069,nan,nan,0.797280,0.996038,4.360230e-05,16
112,0.017048,0.009100,0.015814,0.000165,0.000000,0.000000,6.25e-06,0.797757,0.824287,0.995519,nan,nan,0.780603,0.978497,4.502984e-05,16
113,0.018745,0.009796,0.017817,0.000167,0.000000,0.000000,6.25e-06,0.797757,0.824287,0.995519,nan,nan,0.780603,0.978497,4.502984e-05,16
114,0.018462,0.010060,0.016720,0.000166,0.000000,0.000000,6.25e-06,0.797979,0.827292,0.994814,nan,nan,0.776644,0.973264,4.483880e-05,16
115,0.017529,0.009350,0.016274,0.000165,0.000000,0.000000,6.25e-06,0.797979,0.827292,0.994814,nan,nan,0.776644,0.973264,4.483880e-05,16
116,0.016779,0.008892,0.015692,0.000166,0.000000,0.000000,6.25e-06,0.795271,0.827219,0.996905,nan,nan,0.769681,0.967823,4.531342e-05,16
117,0.018337,0.009499,0.017592,0.000164,0.000000,0.000000,6.25e-06,0.795271,0.827219,0.996905,nan,nan,0.769681,0.967823,4.531342e-05,16
118,0.018663,0.009891,0.017462,0.000166,0.000000,0.000000,6.25e-06,0.792076,0.823677,0.995309,nan,nan,0.751159,0.948342,4.633988e-05,16
119,0.017712,0.009515,0.016311,0.000166,0.000000,0.000000,6.25e-06,0.792076,0.823677,0.995309,nan,nan,0.751159,0.948342,4.633988e-05,16
120,0.019077,0.009713,0.018645,0.000165,0.000000,0.000000,6.25e-06,0.794944,0.824230,0.996407,nan,nan,0.781184,0.982690,4.627536e-05,16
