frame,pair_label,n_pairs,latent_distance,raw_chamfer,arcface_dist,clip_dist,dinov2_dist,varifold_dist,currents_dist,lpips_dist,latent_distance__n,raw_chamfer__n,arcface_dist__n,clip_dist__n,dinov2_dist__n,varifold_dist__n,currents_dist__n,lpips_dist__n
raw,noisy__to__down8k,4950,0.7793468435410242,0.3131113792159899,0.1652291917180879,0.031273628449518226,0.04155439962993879,0.03870101512146943,0.06499197495448478,0.328654970760234,4950,4950,4950,4950,4950,4950,4950,190
raw,noisy__to__original,4950,0.8205231644879505,0.6589289170565221,0.18321370048657706,0.02472796551926956,0.056254870305487426,0.02858531128861976,0.03741285342790492,0.34599850411368743,4950,4950,4950,4950,4950,4950,4950,190
raw,noisy__to__remesh,4950,0.770575885131363,0.5788563217091013,0.14545052263712152,0.04881230951283721,0.030014156670308493,0.007397445733193032,0.026245144988500852,0.2687355386721603,4950,4950,4950,4950,4950,4950,4950,190
raw,noisy__to__up60k,4950,0.7909809479184106,0.4893880390380703,0.17210210972908993,0.024921456975509886,0.06665994058298817,0.011825498957683348,0.03240787065191764,0.31300677522777276,4950,4950,4950,4950,4950,4950,4950,190
raw,original__to__crop,4950,0.7708354984933384,0.09286032701974445,0.21213707289205133,0.23497076948255474,0.2452789191612403,0.37997065032872845,0.1408774869322669,-0.23752312718970203,4950,4950,4950,4950,4950,4950,4950,190
raw,original__to__down8k,4950,0.7723411559215008,0.24026493504465588,0.300470656379019,0.32471343252966417,0.3602863907333916,0.5401197193334788,0.20465605551187316,0.441213854881532,4950,4950,4950,4950,4950,4950,4950,190
raw,original__to__noisy,4950,0.822388317108073,0.6273568231718687,0.10735049255478984,0.013485269550889523,-0.029973529373343726,0.12377285594473117,0.11518249579719236,0.33879025661885953,4950,4950,4950,4950,4950,4950,4950,190
raw,original__to__remesh,4950,0.761843109502555,0.5531534404787102,0.3122073066558599,0.2466667827633386,0.13378756703302072,0.5284784532332788,0.568487152806529,0.43608935077659244,4950,4950,4950,4950,4950,4950,4950,190
raw,original__to__up60k,4950,0.7866724029760637,0.4139595041907098,0.3004953089961689,0.32129494956628074,0.3431241324760256,0.5472236188777432,0.5122622265698171,0.48262453690946394,4950,4950,4950,4950,4950,4950,4950,190
raw,remesh__to__crop,4950,0.6848979822668312,0.10184970217323355,0.22396685227397756,0.19654080550641861,0.169600293209781,0.40104566257440594,0.1493441987395463,-0.17102704404991537,4950,4950,4950,4950,4950,4950,4950,190
raw,remesh__to__down8k,4950,0.7957341961759926,0.33834154399757554,0.3109426077855538,0.25405295209862633,0.19364425449271244,0.5077682647680586,0.1824683487861827,0.3909853166948786,4950,4950,4950,4950,4950,4950,4950,190
raw,remesh__to__noisy,4950,0.784483535016878,0.6210393338770619,0.09278615908077815,0.03586708135453391,-0.017198396118653172,0.09159020229595875,0.08673354719822783,0.3193017447633045,4950,4950,4950,4950,4950,4950,4950,190
raw,remesh__to__original,4950,0.7706692857978762,0.6223302093798243,0.31665598413764745,0.22701069959448597,0.25327144160792375,0.5332221219582705,0.5337249628886938,0.45799402520262267,4950,4950,4950,4950,4950,4950,4950,190
raw,remesh__to__up60k,4950,0.8056214050122785,0.5254026479551298,0.3156100240767071,0.21898014251198358,0.25316165318925854,0.5394079844577738,0.49537466566108146,0.46338971337593554,4950,4950,4950,4950,4950,4950,4950,190
raw,up60k__to__crop,4950,0.7052198673386169,0.061103830994096574,0.2119454281726276,0.2132537436738303,0.20826080752748077,0.4104586001425473,0.16430929904130426,-0.25985819697586027,4950,4950,4950,4950,4950,4950,4950,190
raw,up60k__to__down8k,4950,0.7984190496163419,0.5638028301652313,0.2967628447422315,0.33177124920999007,0.32392487729296815,0.5381959216687934,0.20534004417427018,0.47178942119697154,4950,4950,4950,4950,4950,4950,4950,190
raw,up60k__to__noisy,4950,0.7979311298900489,0.5968822290046093,0.09385503252418533,0.015499307385785643,-0.03310528236566246,0.12059928557322519,0.09713677515069213,0.3143172066291383,4950,4950,4950,4950,4950,4950,4950,190
raw,up60k__to__original,4950,0.7884131263836799,0.5393039387878231,0.3031577754485766,0.3321707708010214,0.3732948947021676,0.546194937831393,0.2898359941104027,0.4971565038250076,4950,4950,4950,4950,4950,4950,4950,190
raw,up60k__to__remesh,4950,0.8007631798929551,0.5733961008759537,0.31287762982286843,0.2617741253942639,0.16469729709861916,0.5317639020138508,0.29121363248341714,0.4010488699934829,4950,4950,4950,4950,4950,4950,4950,190
maxabs,OVERALL,148500,0.7478379247048854,0.2852011629550588,0.16347286518074344,0.0864508262110968,0.05203736275884744,0.13727539808479233,0.07303691834891003,0.18116933911594113,148500,148500,148500,148500,148500,148500,148500,5700
maxabs,crop__to__down8k,4950,0.6766951637528993,-0.11875861406181427,0.1912589469633844,0.22835332229797323,0.18278409182781713,0.26580715287256956,0.07754729513100335,0.3716857588998675,4950,4950,4950,4950,4950,4950,4950,190
maxabs,crop__to__noisy,4950,0.7342799524452156,-0.08271431972546534,0.094657181404023,0.08626883878756876,-0.04086110702781703,0.07282780115533925,0.07811168901425944,0.40967427294239095,4950,4950,4950,4950,4950,4950,4950,190
maxabs,crop__to__original,4950,0.7596427493880736,-0.06986187536471598,0.19721138680547887,0.1973003292725813,0.17345906403586436,0.2334373111984321,0.03820973244315051,0.4010558682920216,4950,4950,4950,4950,4950,4950,4950,190
maxabs,crop__to__remesh,4950,0.6647258706040935,-0.04504895793267203,0.2042014571464906,0.20748628013751608,0.08570782060254369,0.2501329681874093,0.04831540212442576,0.4355312364681337,4950,4950,4950,4950,4950,4950,4950,190
maxabs,crop__to__up60k,4950,0.694730211117263,-0.10511800404366976,0.19887550139504204,0.19779645236717483,0.13817354958978112,0.26555671741511233,0.058755529760361885,0.3965787068019088,4950,4950,4950,4950,4950,4950,4950,190
maxabs,down8k__to__crop,4950,0.6477155244565913,-0.02094093944855992,0.19230870052415405,0.27747401217684475,0.20795713397507964,0.33542328631783874,0.1267942904920886,-0.32229176781395025,4950,4950,4950,4950,4950,4950,4950,190
maxabs,down8k__to__noisy,4950,0.7843250608443628,0.5102605110840943,0.09699376280635964,0.04734080642102383,-0.05740490270757353,0.09237352628070578,0.08892469577517313,0.518067419858547,4950,4950,4950,4950,4950,4950,4950,190
maxabs,down8k__to__original,4950,0.77324456424809,0.41673353330998375,0.2751347706652793,0.3169987414240324,0.3203433149546457,0.5092037626026342,0.19991765937214545,0.5918679770980682,4950,4950,4950,4950,4950,4950,4950,190
maxabs,down8k__to__remesh,4950,0.7960937728086469,0.4637275978714293,0.2876755007142815,0.27203654189747717,0.14348205999398078,0.48141180251254806,0.18618136746115083,0.4882004312701475,4950,4950,4950,4950,4950,4950,4950,190
maxabs,down8k__to__up60k,4950,0.8071980080642118,0.7407330166984107,0.272131465359839,0.33229908162184735,0.28199610371927364,0.5035316972811413,0.19567744474941803,0.6168326575601307,4950,4950,4950,4950,4950,4950,4950,190
maxabs,noisy__to__crop,4950,0.7143867757718733,0.010323107127253832,0.1905629630654622,0.039265219096955545,0.02265992126968292,0.019581636861258946,0.05478979192766417,-0.24884812379990118,4950,4950,4950,4950,4950,4950,4950,190
maxabs,noisy__to__down8k,4950,0.8021998930849978,0.43464888156720627,0.1568454891797962,0.006924368001205898,0.036115308503839656,0.01568404272725968,0.04858903303788226,0.6035568852322779,4950,4950,4950,4950,4950,4950,4950,190
maxabs,noisy__to__original,4950,0.8324406799182604,0.8637706900231287,0.17203779993009646,-0.00016428147461055372,0.03906022509463249,0.011873819669048583,0.029235835065112965,0.6097171375209403,4950,4950,4950,4950,4950,4950,4950,190
maxabs,noisy__to__remesh,4950,0.7883332779999132,0.7537661100805625,0.13028338599659453,0.023419813730403798,0.028508161264806983,-0.008350587745926272,0.016659551438183203,0.5074195086319638,4950,4950,4950,4950,4950,4950,4950,190
maxabs,noisy__to__up60k,4950,0.8132005376675776,0.6727034900274429,0.16982786526383997,0.005473634392504535,0.04812390566565721,-0.00552220096596694,0.009599795391774166,0.5902268760907505,4950,4950,4950,4950,4950,4950,4950,190
maxabs,original__to__crop,4950,0.7425653139701408,0.019917376694068487,0.19831910842043016,0.26631047001077346,0.1931486059563638,0.3337675331348749,0.13269054423852777,-0.2740000087478732,4950,4950,4950,4950,4950,4950,4950,190
maxabs,original__to__down8k,4950,0.7978676502251036,0.3397204475856088,0.2646048737929814,0.3282316339718777,0.3293203256056841,0.5036491088674137,0.20542743127810809,0.6573440582258439,4950,4950,4950,4950,4950,4950,4950,190
maxabs,original__to__noisy,4950,0.8379352299383903,0.8561379211952562,0.11010345425189978,0.0528486140008547,-0.04397268525971524,0.07920732686966911,0.08252068914196632,0.5943751175495459,4950,4950,4950,4950,4950,4950,4950,190
maxabs,original__to__remesh,4950,0.7830391751541507,0.7380063017851028,0.28294375157196466,0.268802051902697,0.16702513295627588,0.5045703631244753,0.5394038980471292,0.5928844799608096,4950,4950,4950,4950,4950,4950,4950,190
maxabs,original__to__up60k,4950,0.8114673949955539,0.572523423985461,0.2670520199972443,0.336520775810167,0.3258648729473565,0.519035493594424,0.5038931748074047,0.6806676376805889,4950,4950,4950,4950,4950,4950,4950,190
maxabs,remesh__to__crop,4950,0.631948688978694,0.0522079024784958,0.20465639190810267,0.1689818944231107,0.1085049476720615,0.34285523307120047,0.13443244206291444,-0.18665949341066454,4950,4950,4950,4950,4950,4950,4950,190
maxabs,remesh__to__down8k,4950,0.787237948770375,0.42278807241119826,0.2703557307979834,0.22538356375917531,0.15068439752009277,0.4782346511956882,0.1815241856473391,0.6578199425264734,4950,4950,4950,4950,4950,4950,4950,190
maxabs,remesh__to__noisy,4950,0.7610226904263759,0.7702432920252745,0.08750394214552087,0.06310971624134605,-0.0235524032489642,0.04677907506842681,0.05134677955251879,0.6017600720824751,4950,4950,4950,4950,4950,4950,4950,190
maxabs,remesh__to__original,4950,0.749569182854615,0.7642510542032136,0.2772709846537124,0.18571926315693857,0.1958360346919949,0.5202193438003561,0.5128035018236032,0.693107113333071,4950,4950,4950,4950,4950,4950,4950,190
maxabs,remesh__to__up60k,4950,0.7948280334447965,0.6525908266546832,0.277283378237379,0.18574427164981733,0.19754891325829207,0.5094210205655686,0.4818724772672906,0.7046368101755262,4950,4950,4950,4950,4950,4950,4950,190
maxabs,up60k__to__crop,4950,0.6638739850858301,-0.0048137822377247825,0.19817854044542105,0.2301784259228369,0.1600279206133302,0.3514962381951942,0.16563759348734214,-0.2889186316576783,4950,4950,4950,4950,4950,4950,4950,190
maxabs,up60k__to__down8k,4950,0.8104446993028853,0.7478251943383725,0.26296851943928706,0.32582668852614793,0.2890928132815476,0.49979342333425536,0.2200934979872691,0.6827058921299759,4950,4950,4950,4950,4950,4950,4950,190
maxabs,up60k__to__noisy,4950,0.7959264220123511,0.720924125877248,0.09712113248112789,0.04916277662603497,-0.042550396195591846,0.0690777415584806,0.03879414749059051,0.5828559181548987,4950,4950,4950,4950,4950,4950,4950,190
maxabs,up60k__to__original,4950,0.786777511470772,0.6214699977878925,0.27139072591094743,0.32187998753116276,0.32447675496812406,0.518595831106315,0.3264370501693242,0.680877586636749,4950,4950,4950,4950,4950,4950,4950,190
maxabs,up60k__to__remesh,4950,0.8086558899463803,0.6692941478989453,0.28388911102667885,0.2723570978330561,0.18950501507929815,0.4952913648939131,0.31431383324671913,0.5481496061270104,4950,4950,4950,4950,4950,4950,4950,190
rms,OVERALL,148500,0.7151177270447265,0.2392393296978777,0.19504797710180322,0.09169293246102893,0.054259940144847134,0.16650206620674157,0.08357328894529997,0.15091237100217958,148500,148500,148500,148500,148500,148500,148500,5700
rms,crop__to__down8k,4950,0.640663529229453,-0.10834087329658804,0.22840771718658615,0.23273927521827673,0.1720861352886398,0.35323281043523375,0.10752426463917002,0.26957708407143516,4950,4950,4950,4950,4950,4950,4950,190
rms,crop__to__noisy,4950,0.6930523861018147,-0.06171604544117308,0.09312737311047875,0.05201790981352282,-0.08270141010442673,0.11740652605858211,0.09059569865965432,0.3361256544502618,4950,4950,4950,4950,4950,4950,4950,190
rms,crop__to__original,4950,0.7163438898439318,-0.0465265251725367,0.23603338539726543,0.20185659407393486,0.1951697400322606,0.3121529443359623,0.047703758138690974,0.34556985832819404,4950,4950,4950,4950,4950,4950,4950,190
rms,crop__to__remesh,4950,0.6403724853542775,-0.017930213614051893,0.2487332304472274,0.21093399178892014,0.07448668522499241,0.3257280450610049,0.0617049914866237,0.3961308156954341,4950,4950,4950,4950,4950,4950,4950,190
rms,crop__to__up60k,4950,0.6628520010658494,-0.08934259045552201,0.24036554052467382,0.19243014025002084,0.13311419827584473,0.3583294486240282,0.0797081848691559,0.3221203094997529,4950,4950,4950,4950,4950,4950,4950,190
rms,down8k__to__crop,4950,0.6266121776279234,-0.07859427472570882,0.22104794519226434,0.27031139714422403,0.19750782234918707,0.3882992700208598,0.1439057426444025,-0.27860838833558593,4950,4950,4950,4950,4950,4950,4950,190
rms,down8k__to__noisy,4950,0.7482425154893498,0.4446815640218281,0.08664180412987384,0.020154653887161728,-0.08132100684018236,0.14327176896709215,0.124558869769535,0.42311100613663305,4950,4950,4950,4950,4950,4950,4950,190
rms,down8k__to__original,4950,0.7351838583131723,0.3666778000352362,0.3394292466813742,0.339671509668054,0.3585914629277952,0.5939126638960806,0.21348005727196848,0.528326925516234,4950,4950,4950,4950,4950,4950,4950,190
rms,down8k__to__remesh,4950,0.7609770145598803,0.39820062889224894,0.3338854269930087,0.27700589722534946,0.13662507464781576,0.566765970876129,0.2022332523864194,0.4285521832504473,4950,4950,4950,4950,4950,4950,4950,190
rms,down8k__to__up60k,4950,0.7709636205811655,0.6112209499134027,0.33611161896125513,0.33967330576399385,0.29047188454804596,0.5942232019034972,0.2107327047993172,0.5504258027267122,4950,4950,4950,4950,4950,4950,4950,190
rms,noisy__to__crop,4950,0.6928260788276581,-0.029392736309898297,0.23705558452727093,0.07610159917811837,0.021707605937122617,-0.003960169272479665,0.02532750070192475,-0.19099493935536926,4950,4950,4950,4950,4950,4950,4950,190
rms,noisy__to__down8k,4950,0.7660152271858398,0.39255961369317294,0.15403660630242544,0.042986237795134996,0.03618857642762417,0.003084405588603602,0.03462068895032374,0.4327844042917066,4950,4950,4950,4950,4950,4950,4950,190
rms,noisy__to__original,4950,0.7943866961498888,0.6852440503602725,0.17616715478293543,0.0400151216289006,0.05586430877934875,-0.01558483364976512,0.006742926668152524,0.5003302322122934,4950,4950,4950,4950,4950,4950,4950,190
rms,noisy__to__remesh,4950,0.7602099259618833,0.6053736981099281,0.15315650752951043,0.06189561348100767,0.033392573530381726,-0.02191679573042032,0.007921367060953631,0.43651974613672057,4950,4950,4950,4950,4950,4950,4950,190
rms,noisy__to__up60k,4950,0.7821152617950021,0.5534402182563463,0.16517907105845558,0.038401594629560644,0.06193874313096665,-0.018699679077228856,0.0021862151013518375,0.4515958307636456,4950,4950,4950,4950,4950,4950,4950,190
rms,original__to__crop,4950,0.7176022478217225,-0.022248249392750736,0.2281632450159098,0.25765089914654704,0.21100815793360786,0.37950308815585543,0.16253633226906306,-0.20351839459031526,4950,4950,4950,4950,4950,4950,4950,190
rms,original__to__down8k,4950,0.7581192451213002,0.32225326215391165,0.33017781631717497,0.3460740482991818,0.3446908774300323,0.5970534082775544,0.2540249984484025,0.5054512371679636,4950,4950,4950,4950,4950,4950,4950,190
rms,original__to__noisy,4950,0.7965539546998295,0.6820336833701018,0.10352599314849437,0.024074458347024676,-0.061077272466446904,0.12414702170691877,0.11697534930885348,0.48595572701386985,4950,4950,4950,4950,4950,4950,4950,190
rms,original__to__remesh,4950,0.751736439458538,0.5931848070603521,0.3287598118791828,0.28082692277259225,0.17486293821958285,0.5925553074994527,0.6177123037375409,0.5866542446867606,4950,4950,4950,4950,4950,4950,4950,190
rms,original__to__up60k,4950,0.7766229008790838,0.48481668899825514,0.3322849435714231,0.3528276283711139,0.337409243785223,0.6164366935900042,0.5670981691114778,0.5966145730819195,4950,4950,4950,4950,4950,4950,4950,190
rms,remesh__to__crop,4950,0.6209183399967694,0.004720419979637331,0.23873608776821204,0.21576370099797157,0.1140862058135385,0.3934202262239609,0.16882090514507334,-0.12578829272133213,4950,4950,4950,4950,4950,4950,4950,190
rms,remesh__to__down8k,4950,0.7492442186597216,0.4109001281854676,0.340843770097252,0.28270149970506164,0.17590515556619818,0.5682999815173657,0.23496902037661838,0.4531984411290006,4950,4950,4950,4950,4950,4950,4950,190
rms,remesh__to__noisy,4950,0.7312158861060571,0.6661315640861052,0.08399679149659287,0.04486253467747218,-0.051284495937632985,0.09810588297354474,0.10118731303386488,0.43813985224842217,4950,4950,4950,4950,4950,4950,4950,190
rms,remesh__to__original,4950,0.7181240642130131,0.6529098463525342,0.34617781633721445,0.25409221819904043,0.2317857557258464,0.6034095421612303,0.598841703763998,0.5489894019516506,4950,4950,4950,4950,4950,4950,4950,190
rms,remesh__to__up60k,4950,0.7629380414275161,0.5890853916572014,0.34498350831492697,0.25228042841165405,0.23085581675408728,0.6001162402795487,0.5424243123398635,0.5435727188827216,4950,4950,4950,4950,4950,4950,4950,190
rms,up60k__to__crop,4950,0.6388328073316191,-0.05327692938082211,0.22999605660977032,0.23212347392424906,0.16753523535590967,0.40532293927182866,0.18115427432786896,-0.22877175486709797,4950,4950,4950,4950,4950,4950,4950,190
rms,up60k__to__down8k,4950,0.7625092520040481,0.6302955900528371,0.33070609757168584,0.3499733136323221,0.30008210191134166,0.5902898152400895,0.24901110120778835,0.549869437992888,4950,4950,4950,4950,4950,4950,4950,190
rms,up60k__to__noisy,4950,0.7537724686310993,0.6014961106402236,0.09332116825992393,0.024043654317038404,-0.06735212982231198,0.11424703355864992,0.09286423204587561,0.47161446373350485,4950,4950,4950,4950,4950,4950,4950,190
rms,up60k__to__original,4950,0.7432616977827001,0.525528017592672,0.3378412616431171,0.357763547591843,0.34800644027845634,0.6074154896020579,0.3416464165969429,0.6138251387631382,4950,4950,4950,4950,4950,4950,4950,190
rms,up60k__to__remesh,4950,0.7676070494654706,0.5645270600612718,0.3324922875182124,0.2921472945866787,0.19936699606409605,0.5802568014025526,0.3222216541166288,0.5269587581519244,4950,4950,4950,4950,4950,4950,4950,190
area,OVERALL,148500,0.713637124574173,0.23856003611734,0.19633038410282017,0.09139181738423574,0.056046353098893775,0.17823506899135494,0.08802496964196675,0.13761975727664053,148500,148500,148500,148500,148500,148500,148500,5700
area,crop__to__down8k,4950,0.6411988884018965,-0.0998955622751084,0.235128112077531,0.22726134115125957,0.1815309024884269,0.3827749465258383,0.12064195080404294,0.24454417019862046,4950,4950,4950,4950,4950,4950,4950,190
area,crop__to__noisy,4950,0.6940640363838746,-0.05120405112116933,0.08612678347103002,0.0570514651113566,-0.0781736368842807,0.12840572503109704,0.09339909449442461,0.31278282967453547,4950,4950,4950,4950,4950,4950,4950,190
area,crop__to__original,4950,0.7169946101625714,-0.03654210788923415,0.24239181250932482,0.19632971044247524,0.19925404199971458,0.33846382020739324,0.0639144584881016,0.32462919952586533,4950,4950,4950,4950,4950,4950,4950,190
area,crop__to__remesh,4950,0.6417897008985728,-0.006229568572060307,0.25521684498807873,0.20832448059273137,0.07185101100793995,0.35422149360936417,0.07875605598946314,0.3770709496253724,4950,4950,4950,4950,4950,4950,4950,190
area,crop__to__up60k,4950,0.6634493015763963,-0.07969538799844386,0.2461929953023523,0.18734991398988735,0.13683281336296463,0.38527224079384514,0.09380247449995233,0.3001701461332214,4950,4950,4950,4950,4950,4950,4950,190
area,down8k__to__crop,4950,0.6338159050432034,-0.07739796408221719,0.22286793919427728,0.27322512606740396,0.19569835699406438,0.4192543898041077,0.1507694589709863,-0.2801935029545942,4950,4950,4950,4950,4950,4950,4950,190
area,down8k__to__noisy,4950,0.7454264413162498,0.44575024758008047,0.0822450015456797,0.026348187737921674,-0.07612118432087464,0.15465075980072296,0.12546582933144237,0.38667436479505923,4950,4950,4950,4950,4950,4950,4950,190
area,down8k__to__original,4950,0.7332472672226924,0.3699689852053947,0.3449111702465302,0.3368438102373167,0.3618506086911297,0.6296004639904911,0.2300609897896799,0.49408250119189784,4950,4950,4950,4950,4950,4950,4950,190
area,down8k__to__remesh,4950,0.7585741536507307,0.40041107509546253,0.3368764506409648,0.27384136340814164,0.13580547859269043,0.5993414536701469,0.21752251084161886,0.39972444199504004,4950,4950,4950,4950,4950,4950,4950,190
area,down8k__to__up60k,4950,0.7682523243168489,0.6077169897097977,0.340704247904127,0.3369205141914295,0.29249345220200923,0.631971219906848,0.22537639353056552,0.5120768763094473,4950,4950,4950,4950,4950,4950,4950,190
area,noisy__to__crop,4950,0.6984419193754107,-0.025282463032415967,0.23709663043336002,0.0752354133916916,0.03249863383687482,-0.00199405402150512,0.023505270094448017,-0.19727066356991957,4950,4950,4950,4950,4950,4950,4950,190
area,noisy__to__down8k,4950,0.7600501368685243,0.3850917162254451,0.1539117069827745,0.04207889731965498,0.04580606470955405,0.006603745465744899,0.03599879535938537,0.3833011848994214,4950,4950,4950,4950,4950,4950,4950,190
area,noisy__to__original,4950,0.7902224471589049,0.6769799038028763,0.17666564471631863,0.04047416517138927,0.06744936492932993,-0.013021390185870091,0.006292888416198935,0.4552751862203503,4950,4950,4950,4950,4950,4950,4950,190
area,noisy__to__remesh,4950,0.7559498775641458,0.5983561378481697,0.15618876852992516,0.06196130023798413,0.04545418065114141,-0.018221829438164697,0.008484680536821105,0.40690994501961714,4950,4950,4950,4950,4950,4950,4950,190
area,noisy__to__up60k,4950,0.7771194946493397,0.5465770856212934,0.16653326445838287,0.0382788272878748,0.0739758439561101,-0.014094306846109099,0.0065947441822676745,0.40630109304675305,4950,4950,4950,4950,4950,4950,4950,190
area,original__to__crop,4950,0.7209719640769765,-0.018327721663187007,0.2295726388212352,0.25937166354246677,0.20635092595666962,0.4067696464364107,0.16621942657498207,-0.20562313287581957,4950,4950,4950,4950,4950,4950,4950,190
area,original__to__down8k,4950,0.7502464509104457,0.3158411538302286,0.33606179084623283,0.3433985300813595,0.3465920297101478,0.6328661298538544,0.26313686151849575,0.45552537539310756,4950,4950,4950,4950,4950,4950,4950,190
area,original__to__noisy,4950,0.7893692246794615,0.6703334266465203,0.09858544496209733,0.029029333185284542,-0.05487110920460009,0.13471427824404492,0.12681236992804623,0.44539183910911667,4950,4950,4950,4950,4950,4950,4950,190
area,original__to__remesh,4950,0.7458531747104777,0.5850369131843984,0.3320408801047159,0.27836420486550545,0.16966776833524927,0.6256524040763215,0.6402785464958709,0.5579944625962814,4950,4950,4950,4950,4950,4950,4950,190
area,original__to__up60k,4950,0.7697876804905643,0.47854352006955636,0.33728825997439943,0.35022949313231544,0.33366080546835647,0.6523099427693206,0.5885009019516249,0.5494267956103173,4950,4950,4950,4950,4950,4950,4950,190
area,remesh__to__crop,4950,0.6286310236858078,0.004367265889521025,0.23855681333929077,0.22155754698573235,0.12274897985075868,0.4219729438783879,0.1734468314206829,-0.13610378476732846,4950,4950,4950,4950,4950,4950,4950,190
area,remesh__to__down8k,4950,0.7464524863448715,0.4063007894680676,0.34476010072438923,0.28020310083630473,0.19008438659284202,0.5970062460084731,0.24120845222930629,0.40197789412449103,4950,4950,4950,4950,4950,4950,4950,190
area,remesh__to__noisy,4950,0.7300907845389402,0.6581956941873014,0.07909900317923897,0.05235978895679316,-0.040329868249822425,0.1073998214731856,0.10985578786016033,0.3905339264391345,4950,4950,4950,4950,4950,4950,4950,190
area,remesh__to__original,4950,0.7177299559887929,0.6463317680279778,0.3495734569705397,0.25683306526376015,0.24187799884966865,0.6333531407782392,0.6193962027281849,0.49953067660425066,4950,4950,4950,4950,4950,4950,4950,190
area,remesh__to__up60k,4950,0.7616639391521265,0.5843014166221443,0.34752800924608995,0.2526740751368155,0.24156223633998078,0.6309077567132284,0.5595081671657993,0.4913636622096253,4950,4950,4950,4950,4950,4950,4950,190
area,up60k__to__crop,4950,0.6450503344358779,-0.051095193295863164,0.2308599229296071,0.23278621785215087,0.16601051646745899,0.4373795188026845,0.1881047565724203,-0.23004369562650082,4950,4950,4950,4950,4950,4950,4950,190
area,up60k__to__down8k,4950,0.757498958051794,0.6199384933709525,0.33557403166750327,0.34709099830093376,0.30378345543180363,0.6275263966273342,0.26041554705787145,0.5020098238615737,4950,4950,4950,4950,4950,4950,4950,190
area,up60k__to__noisy,4950,0.7497979314951811,0.5983179782634465,0.08901457589265577,0.028414863568861037,-0.060568403010499074,0.1259962555217264,0.10048322391341107,0.4322052950876319,4950,4950,4950,4950,4950,4950,4950,190
area,up60k__to__original,4950,0.7402550639988077,0.5258029471993635,0.34250619752091477,0.3560841214653086,0.3478042462330136,0.6453560389143601,0.35542285323163814,0.5735849221657985,4950,4950,4950,4950,4950,4950,4950,190
area,up60k__to__remesh,4950,0.7643346839734212,0.5628890328944602,0.3347849234283323,0.28810709068143026,0.19264557532716847,0.6145275698295478,0.3347100615362393,0.5008883465207522,4950,4950,4950,4950,4950,4950,4950,190
