epoch,loss,stress,rank,id,smooth,teacher,lr,spearman_clean,pearson_clean,auc_r,gate_mean_clean,gate_mean_noisy_max,spearman_noisy_max,ratio_noisy_max,intra_clean,n_eval
25,0.017933,0.010180,0.015340,0.000330,0.000000,0.000000,1.00e-05,0.733225,0.751880,0.992884,nan,nan,0.716909,0.977748,7.193665e-05,16
26,0.018593,0.010428,0.016168,0.000323,0.000000,0.000000,1.00e-05,0.727203,0.744855,0.991809,nan,nan,0.709188,0.975227,6.884352e-05,16
27,0.018639,0.010537,0.016045,0.000317,0.000000,0.000000,1.00e-05,0.727203,0.744855,0.991809,nan,nan,0.709188,0.975227,6.884352e-05,16
28,0.016575,0.009460,0.014072,0.000315,0.000000,0.000000,1.00e-05,0.725057,0.751408,0.997525,nan,nan,0.713531,0.984103,6.615164e-05,16
29,0.016410,0.009829,0.013005,0.000313,0.000000,0.000000,1.00e-05,0.725057,0.751408,0.997525,nan,nan,0.713531,0.984103,6.615164e-05,16
30,0.017643,0.009910,0.015310,0.000311,0.000000,0.000000,1.00e-05,0.732051,0.754065,0.997325,nan,nan,0.722816,0.987386,6.488677e-05,16
31,0.017398,0.009812,0.015019,0.000306,0.000000,0.000000,1.00e-05,0.732051,0.754065,0.997325,nan,nan,0.722816,0.987386,6.488677e-05,16
32,0.018074,0.009990,0.016017,0.000302,0.000000,0.000000,1.00e-05,0.736843,0.760799,0.996388,nan,nan,0.737778,1.001269,6.634649e-05,16
33,0.015889,0.009310,0.013008,0.000300,0.000000,0.000000,1.00e-05,0.736843,0.760799,0.996388,nan,nan,0.737778,1.001269,6.634649e-05,16
34,0.017608,0.010269,0.014529,0.000295,0.000000,0.000000,1.00e-05,0.734926,0.758844,0.994753,nan,nan,0.729541,0.992673,6.349485e-05,16
35,0.016922,0.009670,0.014358,0.000293,0.000000,0.000000,1.00e-05,0.734926,0.758844,0.994753,nan,nan,0.729541,0.992673,6.349485e-05,16
36,0.016463,0.009706,0.013371,0.000289,0.000000,0.000000,1.00e-05,0.739315,0.764221,0.991341,nan,nan,0.726055,0.982064,6.149736e-05,16
37,0.016557,0.009740,0.013490,0.000284,0.000000,0.000000,1.00e-05,0.739315,0.764221,0.991341,nan,nan,0.726055,0.982064,6.149736e-05,16
38,0.016753,0.009446,0.014472,0.000281,0.000000,0.000000,1.00e-05,0.753886,0.771061,0.993884,nan,nan,0.741595,0.983698,6.003275e-05,16
39,0.016379,0.009534,0.013550,0.000280,0.000000,0.000000,1.00e-05,0.753886,0.771061,0.993884,nan,nan,0.741595,0.983698,6.003275e-05,16
40,0.015618,0.009128,0.012841,0.000277,0.000000,0.000000,1.00e-05,0.730197,0.760666,0.999100,nan,nan,0.724749,0.992540,5.897778e-05,16
41,0.016585,0.009617,0.013800,0.000273,0.000000,0.000000,1.00e-05,0.730197,0.760666,0.999100,nan,nan,0.724749,0.992540,5.897778e-05,16
42,0.015047,0.008662,0.012636,0.000270,0.000000,0.000000,1.00e-05,0.742197,0.768964,0.999509,nan,nan,0.738433,0.994928,5.801996e-05,16
43,0.015531,0.009202,0.012523,0.000269,0.000000,0.000000,1.00e-05,0.742197,0.768964,0.999509,nan,nan,0.738433,0.994928,5.801996e-05,16
44,0.014437,0.008872,0.010998,0.000267,0.000000,0.000000,1.00e-05,0.731322,0.760582,0.996282,nan,nan,0.720802,0.985616,5.731530e-05,16
45,0.014914,0.008619,0.012460,0.000259,0.000000,0.000000,1.00e-05,0.731322,0.760582,0.996282,nan,nan,0.720802,0.985616,5.731530e-05,16
46,0.015747,0.008846,0.013672,0.000258,0.000000,0.000000,1.00e-05,0.721001,0.750237,0.997150,nan,nan,0.714675,0.991225,5.666750e-05,16
47,0.014934,0.008808,0.012124,0.000255,0.000000,0.000000,1.00e-05,0.721001,0.750237,0.997150,nan,nan,0.714675,0.991225,5.666750e-05,16
48,0.015546,0.009132,0.012700,0.000256,0.000000,0.000000,1.00e-05,0.729460,0.758977,0.994657,nan,nan,0.712663,0.976973,5.575953e-05,16
49,0.014588,0.008194,0.012662,0.000253,0.000000,0.000000,1.00e-05,0.729460,0.758977,0.994657,nan,nan,0.712663,0.976973,5.575953e-05,16
50,0.013952,0.008577,0.010624,0.000253,0.000000,0.000000,1.00e-05,0.737294,0.768207,0.993487,nan,nan,0.722349,0.979729,5.500853e-05,16
51,0.013955,0.008403,0.010979,0.000250,0.000000,0.000000,1.00e-05,0.737294,0.768207,0.993487,nan,nan,0.722349,0.979729,5.500853e-05,16
52,0.014220,0.008384,0.011550,0.000247,0.000000,0.000000,1.00e-05,0.745968,0.772678,0.995158,nan,nan,0.745274,0.999069,5.389745e-05,16
53,0.014850,0.008849,0.011878,0.000246,0.000000,0.000000,1.00e-05,0.745968,0.772678,0.995158,nan,nan,0.745274,0.999069,5.389745e-05,16
54,0.014095,0.008293,0.011481,0.000244,0.000000,0.000000,1.00e-05,0.754011,0.780452,1.001379,nan,nan,0.762692,1.011513,5.417273e-05,16
55,0.013920,0.008435,0.010848,0.000244,0.000000,0.000000,1.00e-05,0.754011,0.780452,1.001379,nan,nan,0.762692,1.011513,5.417273e-05,16
56,0.013207,0.007899,0.010495,0.000242,0.000000,0.000000,1.00e-05,0.743225,0.772660,0.996276,nan,nan,0.743610,1.000517,5.333602e-05,16
57,0.013889,0.008218,0.011222,0.000238,0.000000,0.000000,1.00e-05,0.743225,0.772660,0.996276,nan,nan,0.743610,1.000517,5.333602e-05,16
58,0.013789,0.008091,0.011278,0.000236,0.000000,0.000000,1.00e-05,0.745371,0.773214,0.997146,nan,nan,0.738785,0.991164,5.127532e-05,16
59,0.013563,0.008034,0.010941,0.000235,0.000000,0.000000,1.00e-05,0.745371,0.773214,0.997146,nan,nan,0.738785,0.991164,5.127532e-05,16
60,0.014086,0.008154,0.011749,0.000233,0.000000,0.000000,1.00e-05,0.731148,0.761857,1.000251,nan,nan,0.735977,1.006605,5.338752e-05,16
61,0.013507,0.007878,0.011142,0.000233,0.000000,0.000000,1.00e-05,0.731148,0.761857,1.000251,nan,nan,0.735977,1.006605,5.338752e-05,16
62,0.012658,0.007929,0.009342,0.000229,0.000000,0.000000,1.00e-05,0.723272,0.758474,1.000234,nan,nan,0.717934,0.992619,5.285416e-05,16
63,0.013363,0.008119,0.010375,0.000226,0.000000,0.000000,1.00e-05,0.723272,0.758474,1.000234,nan,nan,0.717934,0.992619,5.285416e-05,16
64,0.013147,0.007927,0.010328,0.000227,0.000000,0.000000,1.00e-05,0.731815,0.764714,0.997122,nan,nan,0.724759,0.990358,5.235950e-05,16
65,0.012851,0.007875,0.009841,0.000225,0.000000,0.000000,1.00e-05,0.731815,0.764714,0.997122,nan,nan,0.724759,0.990358,5.235950e-05,16
66,0.013584,0.008064,0.010931,0.000221,0.000000,0.000000,1.00e-05,0.735412,0.768592,1.002371,nan,nan,0.743753,1.011342,5.099171e-05,16
67,0.013334,0.007781,0.010994,0.000223,0.000000,0.000000,1.00e-05,0.735412,0.768592,1.002371,nan,nan,0.743753,1.011342,5.099171e-05,16
68,0.013100,0.008001,0.010088,0.000221,0.000000,0.000000,1.00e-05,0.743190,0.772027,0.996487,nan,nan,0.734127,0.987805,5.057588e-05,16
69,0.013786,0.007928,0.011606,0.000219,0.000000,0.000000,1.00e-05,0.743190,0.772027,0.996487,nan,nan,0.734127,0.987805,5.057588e-05,16
70,0.012827,0.007791,0.009963,0.000217,0.000000,0.000000,1.00e-05,0.739301,0.767295,0.996610,nan,nan,0.730724,0.988399,4.892849e-05,16
71,0.013120,0.007698,0.010736,0.000216,0.000000,0.000000,5.00e-06,0.739301,0.767295,0.996610,nan,nan,0.730724,0.988399,4.892849e-05,16
72,0.012966,0.007988,0.009850,0.000215,0.000000,0.000000,5.00e-06,0.741051,0.771959,0.998062,nan,nan,0.729826,0.984852,4.835127e-05,16
73,0.012550,0.007798,0.009395,0.000215,0.000000,0.000000,5.00e-06,0.741051,0.771959,0.998062,nan,nan,0.729826,0.984852,4.835127e-05,16
74,0.012378,0.007684,0.009279,0.000214,0.000000,0.000000,5.00e-06,0.743566,0.773931,0.997579,nan,nan,0.738767,0.993546,4.719677e-05,16
75,0.012241,0.007982,0.008411,0.000214,0.000000,0.000000,5.00e-06,0.743566,0.773931,0.997579,nan,nan,0.738767,0.993546,4.719677e-05,16
76,0.012696,0.007676,0.009935,0.000211,0.000000,0.000000,5.00e-06,0.740781,0.771705,0.995270,nan,nan,0.737264,0.995253,4.733367e-05,16
77,0.012005,0.007378,0.009146,0.000212,0.000000,0.000000,5.00e-06,0.740781,0.771705,0.995270,nan,nan,0.737264,0.995253,4.733367e-05,16
78,0.012553,0.007458,0.010085,0.000213,0.000000,0.000000,5.00e-06,0.740878,0.773076,0.999576,nan,nan,0.732826,0.989133,4.764058e-05,16
79,0.012171,0.007695,0.008847,0.000210,0.000000,0.000000,5.00e-06,0.740878,0.773076,0.999576,nan,nan,0.732826,0.989133,4.764058e-05,16
80,0.012286,0.007494,0.009480,0.000211,0.000000,0.000000,5.00e-06,0.740468,0.772987,0.995906,nan,nan,0.731817,0.988317,4.624533e-05,16
81,0.012021,0.007537,0.008864,0.000209,0.000000,0.000000,5.00e-06,0.740468,0.772987,0.995906,nan,nan,0.731817,0.988317,4.624533e-05,16
82,0.012037,0.007159,0.009652,0.000209,0.000000,0.000000,5.00e-06,0.734009,0.766919,0.995938,nan,nan,0.736820,1.003829,4.658357e-05,16
83,0.011693,0.007479,0.008325,0.000208,0.000000,0.000000,5.00e-06,0.734009,0.766919,0.995938,nan,nan,0.736820,1.003829,4.658357e-05,16
84,0.011827,0.007457,0.008637,0.000208,0.000000,0.000000,5.00e-06,0.738267,0.771334,1.001000,nan,nan,0.737438,0.998877,4.742350e-05,16
85,0.012579,0.007890,0.009275,0.000206,0.000000,0.000000,5.00e-06,0.738267,0.771334,1.001000,nan,nan,0.737438,0.998877,4.742350e-05,16
86,0.012516,0.007732,0.009464,0.000207,0.000000,0.000000,5.00e-06,0.745295,0.776822,0.997479,nan,nan,0.734113,0.984997,4.628760e-05,16
87,0.012081,0.007364,0.009329,0.000208,0.000000,0.000000,5.00e-06,0.745295,0.776822,0.997479,nan,nan,0.734113,0.984997,4.628760e-05,16
88,0.012329,0.007372,0.009812,0.000205,0.000000,0.000000,5.00e-06,0.745691,0.777629,1.002206,nan,nan,0.752640,1.009320,4.610202e-05,16
89,0.011945,0.007269,0.009251,0.000205,0.000000,0.000000,5.00e-06,0.745691,0.777629,1.002206,nan,nan,0.752640,1.009320,4.610202e-05,16
90,0.012041,0.007355,0.009268,0.000204,0.000000,0.000000,5.00e-06,0.743829,0.775509,0.995636,nan,nan,0.725717,0.975650,4.650124e-05,16
91,0.012009,0.007320,0.009276,0.000203,0.000000,0.000000,5.00e-06,0.743829,0.775509,0.995636,nan,nan,0.725717,0.975650,4.650124e-05,16
92,0.012317,0.007695,0.009143,0.000202,0.000000,0.000000,2.50e-06,0.755546,0.785477,0.996801,nan,nan,0.744827,0.985814,4.554740e-05,16
93,0.012359,0.007487,0.009643,0.000202,0.000000,0.000000,2.50e-06,0.755546,0.785477,0.996801,nan,nan,0.744827,0.985814,4.554740e-05,16
94,0.011862,0.007124,0.009377,0.000201,0.000000,0.000000,2.50e-06,0.750983,0.781112,0.996730,nan,nan,0.743820,0.990462,4.617302e-05,16
95,0.011983,0.007297,0.009271,0.000200,0.000000,0.000000,2.50e-06,0.750983,0.781112,0.996730,nan,nan,0.743820,0.990462,4.617302e-05,16
96,0.012090,0.007323,0.009435,0.000200,0.000000,0.000000,2.50e-06,0.746503,0.778241,1.000610,nan,nan,0.740959,0.992573,4.620225e-05,16
97,0.011479,0.007162,0.008534,0.000200,0.000000,0.000000,2.50e-06,0.746503,0.778241,1.000610,nan,nan,0.740959,0.992573,4.620225e-05,16
98,0.011718,0.007343,0.008649,0.000201,0.000000,0.000000,2.50e-06,0.750295,0.780725,0.998088,nan,nan,0.750043,0.999664,4.574973e-05,16
99,0.011725,0.007332,0.008686,0.000199,0.000000,0.000000,2.50e-06,0.750295,0.780725,0.998088,nan,nan,0.750043,0.999664,4.574973e-05,16
100,0.012336,0.007413,0.009746,0.000199,0.000000,0.000000,2.50e-06,0.751108,0.782376,0.997090,nan,nan,0.744776,0.991571,4.620524e-05,16
