epoch,sigma,is_clean,spearman,pearson,ratio,gate_mean,intra_mean,n_eval
16,1.00000000e-03,0,0.708589,0.731960,0.997377,nan,9.297852e-05,16
16,2.51188643e-03,0,0.711468,0.733691,1.001430,nan,9.310020e-05,16
16,6.30957344e-03,0,0.707612,0.730652,0.996002,nan,9.278659e-05,16
16,1.58489319e-02,0,0.706301,0.731187,0.994158,nan,9.302123e-05,16
16,3.98107171e-02,0,0.702746,0.728884,0.989153,nan,9.344027e-05,16
16,1.00000000e-01,0,0.693379,0.717460,0.975969,nan,9.886380e-05,16
18,0.0,1,0.707362,0.721323,1.0,nan,1.340246e-04,16
18,1.00000000e-03,0,0.703044,0.718366,0.993896,nan,1.338119e-04,16
18,2.51188643e-03,0,0.703607,0.718875,0.994692,nan,1.341798e-04,16
18,6.30957344e-03,0,0.705963,0.720904,0.998023,nan,1.340565e-04,16
18,1.58489319e-02,0,0.702243,0.716185,0.992764,nan,1.344381e-04,16
18,3.98107171e-02,0,0.702123,0.719571,0.992594,nan,1.333517e-04,16
18,1.00000000e-01,0,0.685999,0.703344,0.969800,nan,1.421173e-04,16
20,0.0,1,0.686839,0.723004,1.0,nan,1.540473e-04,16
20,1.00000000e-03,0,0.686249,0.722095,0.999141,nan,1.540030e-04,16
20,2.51188643e-03,0,0.688004,0.724825,1.001695,nan,1.541661e-04,16
20,6.30957344e-03,0,0.687228,0.721390,1.000566,nan,1.533454e-04,16
20,1.58489319e-02,0,0.689735,0.726964,1.004216,nan,1.521596e-04,16
20,3.98107171e-02,0,0.684385,0.719656,0.996427,nan,1.552907e-04,16
20,1.00000000e-01,0,0.673447,0.705717,0.980502,nan,1.656647e-04,16
22,0.0,1,0.699431,0.737455,1.0,nan,1.932451e-04,16
22,1.00000000e-03,0,0.696273,0.737501,0.995485,nan,1.925291e-04,16
22,2.51188643e-03,0,0.699016,0.737320,0.999408,nan,1.937224e-04,16
22,6.30957344e-03,0,0.699097,0.738735,0.999523,nan,1.925548e-04,16
22,1.58489319e-02,0,0.698102,0.737320,0.998100,nan,1.952361e-04,16
22,3.98107171e-02,0,0.704225,0.736772,1.006855,nan,1.916370e-04,16
22,1.00000000e-01,0,0.700738,0.735146,1.001870,nan,2.027927e-04,16
24,0.0,1,0.698493,0.712638,1.0,nan,2.102657e-04,16
24,1.00000000e-03,0,0.696298,0.710928,0.996858,nan,2.106535e-04,16
24,2.51188643e-03,0,0.695111,0.710794,0.995158,nan,2.100926e-04,16
24,6.30957344e-03,0,0.699347,0.713649,1.001223,nan,2.107532e-04,16
24,1.58489319e-02,0,0.698192,0.715067,0.999569,nan,2.097673e-04,16
24,3.98107171e-02,0,0.693467,0.709971,0.992805,nan,2.103511e-04,16
24,1.00000000e-01,0,0.679385,0.693703,0.972644,nan,2.188392e-04,16
26,0.0,1,0.718710,0.738466,1.0,nan,2.261274e-04,16
26,1.00000000e-03,0,0.716885,0.737014,0.997462,nan,2.268703e-04,16
26,2.51188643e-03,0,0.719034,0.738996,1.000451,nan,2.261871e-04,16
26,6.30957344e-03,0,0.716135,0.737407,0.996418,nan,2.271033e-04,16
26,1.58489319e-02,0,0.718976,0.738405,1.000370,nan,2.259866e-04,16
26,3.98107171e-02,0,0.715941,0.735031,0.996148,nan,2.274670e-04,16
26,1.00000000e-01,0,0.685761,0.710727,0.954155,nan,2.409986e-04,16
28,0.0,1,0.720828,0.736022,1.0,nan,2.074794e-04,16
28,1.00000000e-03,0,0.720203,0.737759,0.999133,nan,2.079730e-04,16
28,2.51188643e-03,0,0.720423,0.736812,0.999438,nan,2.082782e-04,16
28,6.30957344e-03,0,0.717175,0.734930,0.994932,nan,2.083384e-04,16
28,1.58489319e-02,0,0.717920,0.736125,0.995966,nan,2.082554e-04,16
28,3.98107171e-02,0,0.710586,0.727955,0.985792,nan,2.100873e-04,16
28,1.00000000e-01,0,0.696407,0.722954,0.966121,nan,2.238228e-04,16
30,0.0,1,0.750955,0.773931,1.0,nan,2.509053e-04,16
30,1.00000000e-03,0,0.751964,0.774594,1.001344,nan,2.507928e-04,16
30,2.51188643e-03,0,0.748483,0.769790,0.996708,nan,2.516908e-04,16
30,6.30957344e-03,0,0.747557,0.770223,0.995475,nan,2.515074e-04,16
30,1.58489319e-02,0,0.747293,0.769770,0.995123,nan,2.514082e-04,16
30,3.98107171e-02,0,0.741852,0.763424,0.987879,nan,2.560764e-04,16
30,1.00000000e-01,0,0.726027,0.748234,0.966805,nan,2.710240e-04,16
32,0.0,1,0.742454,0.771685,1.0,nan,2.668285e-04,16
32,1.00000000e-03,0,0.741579,0.770310,0.998821,nan,2.667075e-04,16
32,2.51188643e-03,0,0.741556,0.770202,0.998790,nan,2.672604e-04,16
32,6.30957344e-03,0,0.739723,0.769951,0.996321,nan,2.684807e-04,16
32,1.58489319e-02,0,0.738554,0.770176,0.994746,nan,2.666587e-04,16
32,3.98107171e-02,0,0.737030,0.763744,0.992695,nan,2.690087e-04,16
32,1.00000000e-01,0,0.708790,0.732955,0.954658,nan,2.926205e-04,16
34,0.0,1,0.745066,0.761641,1.0,nan,3.493430e-04,16
34,1.00000000e-03,0,0.747883,0.761451,1.003781,nan,3.502130e-04,16
34,2.51188643e-03,0,0.746049,0.761228,1.001321,nan,3.501016e-04,16
34,6.30957344e-03,0,0.744716,0.756634,0.999531,nan,3.505209e-04,16
34,1.58489319e-02,0,0.747487,0.759147,1.003250,nan,3.502849e-04,16
34,3.98107171e-02,0,0.739114,0.751512,0.992012,nan,3.493218e-04,16
34,1.00000000e-01,0,0.731076,0.753243,0.981224,nan,3.667485e-04,16
36,0.0,1,0.780506,0.793103,1.0,nan,3.666382e-04,16
36,1.00000000e-03,0,0.780813,0.790532,1.000394,nan,3.670939e-04,16
36,2.51188643e-03,0,0.780434,0.792137,0.999908,nan,3.681874e-04,16
36,6.30957344e-03,0,0.781302,0.791402,1.001020,nan,3.677564e-04,16
36,1.58489319e-02,0,0.781263,0.793227,1.000970,nan,3.665732e-04,16
36,3.98107171e-02,0,0.782871,0.795774,1.003031,nan,3.706730e-04,16
36,1.00000000e-01,0,0.748441,0.762643,0.958918,nan,3.780191e-04,16
38,0.0,1,0.766393,0.779019,1.0,nan,3.589051e-04,16
38,1.00000000e-03,0,0.764641,0.777893,0.997713,nan,3.594424e-04,16
38,2.51188643e-03,0,0.765018,0.778719,0.998206,nan,3.589260e-04,16
38,6.30957344e-03,0,0.764780,0.779603,0.997895,nan,3.584276e-04,16
38,1.58489319e-02,0,0.763118,0.775153,0.995726,nan,3.622963e-04,16
38,3.98107171e-02,0,0.768949,0.779543,1.003335,nan,3.668176e-04,16
38,1.00000000e-01,0,0.745042,0.764917,0.972141,nan,3.795527e-04,16
40,0.0,1,0.756469,0.778003,1.0,nan,3.768586e-04,16
40,1.00000000e-03,0,0.756559,0.778227,1.000119,nan,3.755045e-04,16
40,2.51188643e-03,0,0.755319,0.776238,0.998479,nan,3.776143e-04,16
40,6.30957344e-03,0,0.753543,0.775805,0.996132,nan,3.779366e-04,16
40,1.58489319e-02,0,0.753863,0.774749,0.996554,nan,3.784446e-04,16
40,3.98107171e-02,0,0.751399,0.774363,0.993298,nan,3.818186e-04,16
40,1.00000000e-01,0,0.738440,0.765463,0.976167,nan,3.967182e-04,16
42,0.0,1,0.773512,0.785917,1.0,nan,3.617145e-04,16
42,1.00000000e-03,0,0.774635,0.786698,1.001452,nan,3.617341e-04,16
42,2.51188643e-03,0,0.772922,0.785038,0.999237,nan,3.623116e-04,16
42,6.30957344e-03,0,0.770753,0.782388,0.996433,nan,3.636326e-04,16
42,1.58489319e-02,0,0.767428,0.779862,0.992135,nan,3.638246e-04,16
42,3.98107171e-02,0,0.766137,0.779287,0.990465,nan,3.641714e-04,16
42,1.00000000e-01,0,0.757666,0.768109,0.979514,nan,3.845915e-04,16
44,0.0,1,0.784041,0.802354,1.0,nan,3.930450e-04,16
44,1.00000000e-03,0,0.782318,0.800997,0.997803,nan,3.936127e-04,16
44,2.51188643e-03,0,0.782728,0.801150,0.998326,nan,3.941864e-04,16
44,6.30957344e-03,0,0.783522,0.802660,0.999339,nan,3.939214e-04,16
44,1.58489319e-02,0,0.786177,0.801731,1.002725,nan,3.948623e-04,16
44,3.98107171e-02,0,0.782633,0.797542,0.998205,nan,3.936554e-04,16
44,1.00000000e-01,0,0.752455,0.773267,0.959714,nan,4.105756e-04,16
46,0.0,1,0.750656,0.766155,1.0,nan,3.726141e-04,16
46,1.00000000e-03,0,0.749385,0.763483,0.998307,nan,3.743124e-04,16
46,2.51188643e-03,0,0.750550,0.766176,0.999858,nan,3.726051e-04,16
46,6.30957344e-03,0,0.750673,0.764706,1.000022,nan,3.747363e-04,16
46,1.58489319e-02,0,0.755115,0.766655,1.005940,nan,3.743248e-04,16
46,3.98107171e-02,0,0.744605,0.763245,0.991939,nan,3.775118e-04,16
46,1.00000000e-01,0,0.726189,0.747683,0.967406,nan,4.002887e-04,16
48,0.0,1,0.764164,0.791813,1.0,nan,3.880589e-04,16
48,1.00000000e-03,0,0.762414,0.790475,0.997710,nan,3.904149e-04,16
48,2.51188643e-03,0,0.765007,0.792933,1.001103,nan,3.896612e-04,16
48,6.30957344e-03,0,0.762030,0.790492,0.997207,nan,3.902559e-04,16
48,1.58489319e-02,0,0.758259,0.788261,0.992272,nan,3.913704e-04,16
48,3.98107171e-02,0,0.756865,0.785190,0.990448,nan,3.928644e-04,16
48,1.00000000e-01,0,0.753534,0.782598,0.986089,nan,4.112984e-04,16
50,0.0,1,0.775491,0.786501,1.0,nan,4.089146e-04,16
50,1.00000000e-03,0,0.775200,0.786730,0.999624,nan,4.093974e-04,16
50,2.51188643e-03,0,0.777142,0.787047,1.002128,nan,4.094910e-04,16
50,6.30957344e-03,0,0.775468,0.785906,0.999970,nan,4.096938e-04,16
50,1.58489319e-02,0,0.770435,0.781530,0.993480,nan,4.125411e-04,16
50,3.98107171e-02,0,0.773470,0.785584,0.997394,nan,4.136977e-04,16
50,1.00000000e-01,0,0.749839,0.756083,0.966921,nan,4.385830e-04,16
52,0.0,1,0.776846,0.793737,1.0,nan,4.140120e-04,16
52,1.00000000e-03,0,0.775068,0.792336,0.997711,nan,4.144633e-04,16
52,2.51188643e-03,0,0.773966,0.791700,0.996293,nan,4.168226e-04,16
52,6.30957344e-03,0,0.774498,0.793068,0.996978,nan,4.159631e-04,16
52,1.58489319e-02,0,0.768139,0.787642,0.988792,nan,4.166744e-04,16
52,3.98107171e-02,0,0.765882,0.784567,0.985887,nan,4.193868e-04,16
52,1.00000000e-01,0,0.763087,0.779224,0.982289,nan,4.430925e-04,16
54,0.0,1,0.787444,0.809872,1.0,nan,4.292717e-04,16
54,1.00000000e-03,0,0.788657,0.810958,1.001540,nan,4.303226e-04,16
54,2.51188643e-03,0,0.788684,0.811401,1.001576,nan,4.308623e-04,16
54,6.30957344e-03,0,0.783094,0.806615,0.994476,nan,4.308396e-04,16
54,1.58489319e-02,0,0.782221,0.805214,0.993368,nan,4.297746e-04,16
54,3.98107171e-02,0,0.774975,0.798086,0.984166,nan,4.299176e-04,16
54,1.00000000e-01,0,0.738574,0.758948,0.937940,nan,4.573403e-04,16
56,0.0,1,0.774707,0.781331,1.0,nan,3.829558e-04,16
56,1.00000000e-03,0,0.771720,0.778691,0.996145,nan,3.832131e-04,16
56,2.51188643e-03,0,0.773869,0.782852,0.998918,nan,3.831383e-04,16
56,6.30957344e-03,0,0.771155,0.780353,0.995416,nan,3.839066e-04,16
56,1.58489319e-02,0,0.769468,0.777784,0.993238,nan,3.848053e-04,16
56,3.98107171e-02,0,0.749723,0.755073,0.967751,nan,3.926495e-04,16
56,1.00000000e-01,0,0.742306,0.753391,0.958177,nan,4.181643e-04,16
58,0.0,1,0.789680,0.801053,1.0,nan,4.124707e-04,16
58,1.00000000e-03,0,0.788819,0.801527,0.998909,nan,4.132209e-04,16
58,2.51188643e-03,0,0.787425,0.799906,0.997145,nan,4.134245e-04,16
58,6.30957344e-03,0,0.786865,0.799363,0.996435,nan,4.140313e-04,16
58,1.58489319e-02,0,0.785110,0.800138,0.994213,nan,4.157489e-04,16
58,3.98107171e-02,0,0.785277,0.800730,0.994424,nan,4.226261e-04,16
58,1.00000000e-01,0,0.758907,0.775326,0.961031,nan,4.531272e-04,16
60,0.0,1,0.780832,0.783481,1.0,nan,4.587092e-04,16
60,1.00000000e-03,0,0.779080,0.783186,0.997756,nan,4.582033e-04,16
60,2.51188643e-03,0,0.775304,0.780710,0.992920,nan,4.603774e-04,16
60,6.30957344e-03,0,0.777531,0.781879,0.995772,nan,4.600969e-04,16
60,1.58489319e-02,0,0.779672,0.783068,0.998515,nan,4.620561e-04,16
60,3.98107171e-02,0,0.768676,0.772857,0.984432,nan,4.638495e-04,16
60,1.00000000e-01,0,0.761349,0.771777,0.975049,nan,5.023355e-04,16
62,0.0,1,0.786964,0.804512,1.0,nan,4.711080e-04,16
62,1.00000000e-03,0,0.787867,0.805549,1.001147,nan,4.710326e-04,16
62,2.51188643e-03,0,0.788550,0.806180,1.002015,nan,4.711558e-04,16
62,6.30957344e-03,0,0.790071,0.805684,1.003948,nan,4.724251e-04,16
62,1.58489319e-02,0,0.786393,0.800847,0.999273,nan,4.744148e-04,16
62,3.98107171e-02,0,0.776934,0.795765,0.987254,nan,4.837024e-04,16
62,1.00000000e-01,0,0.773959,0.786100,0.983474,nan,5.074749e-04,16
64,0.0,1,0.794784,0.817354,1.0,nan,4.862175e-04,16
64,1.00000000e-03,0,0.794574,0.818607,0.999735,nan,4.873701e-04,16
64,2.51188643e-03,0,0.794143,0.816680,0.999193,nan,4.876777e-04,16
64,6.30957344e-03,0,0.794919,0.816736,1.000169,nan,4.869007e-04,16
64,1.58489319e-02,0,0.799363,0.819550,1.005761,nan,4.903893e-04,16
64,3.98107171e-02,0,0.784429,0.810827,0.986971,nan,4.965392e-04,16
64,1.00000000e-01,0,0.757097,0.783507,0.952581,nan,5.200131e-04,16
66,0.0,1,0.803577,0.815693,1.0,nan,4.771419e-04,16
66,1.00000000e-03,0,0.802861,0.815041,0.999110,nan,4.780637e-04,16
66,2.51188643e-03,0,0.803111,0.816663,0.999421,nan,4.775114e-04,16
66,6.30957344e-03,0,0.799062,0.813898,0.994382,nan,4.792948e-04,16
66,1.58489319e-02,0,0.800831,0.817909,0.996583,nan,4.785754e-04,16
66,3.98107171e-02,0,0.789194,0.809350,0.982101,nan,4.792370e-04,16
66,1.00000000e-01,0,0.774896,0.793175,0.964309,nan,5.059570e-04,16
68,0.0,1,0.790812,0.809924,1.0,nan,4.630951e-04,16
68,1.00000000e-03,0,0.792888,0.810558,1.002626,nan,4.633221e-04,16
68,2.51188643e-03,0,0.790840,0.808704,1.000035,nan,4.633022e-04,16
68,6.30957344e-03,0,0.792666,0.812173,1.002345,nan,4.652784e-04,16
68,1.58489319e-02,0,0.789858,0.807216,0.998794,nan,4.654317e-04,16
68,3.98107171e-02,0,0.792321,0.808943,1.001909,nan,4.721264e-04,16
68,1.00000000e-01,0,0.764236,0.781465,0.966394,nan,4.970478e-04,16
70,0.0,1,0.757601,0.768228,1.0,nan,5.217106e-04,16
70,1.00000000e-03,0,0.756928,0.769030,0.999111,nan,5.240548e-04,16
70,2.51188643e-03,0,0.757201,0.769884,0.999471,nan,5.240981e-04,16
70,6.30957344e-03,0,0.758023,0.769422,1.000556,nan,5.228832e-04,16
70,1.58489319e-02,0,0.750027,0.763171,0.990002,nan,5.252269e-04,16
70,3.98107171e-02,0,0.742644,0.760343,0.980257,nan,5.301432e-04,16
70,1.00000000e-01,0,0.724391,0.743217,0.956163,nan,5.491643e-04,16
72,0.0,1,0.810792,0.833668,1.0,nan,4.935294e-04,16
72,1.00000000e-03,0,0.811364,0.832945,1.000705,nan,4.945217e-04,16
72,2.51188643e-03,0,0.809941,0.833035,0.998949,nan,4.950021e-04,16
72,6.30957344e-03,0,0.811154,0.832537,1.000445,nan,4.977946e-04,16
72,1.58489319e-02,0,0.806022,0.829261,0.994116,nan,4.959069e-04,16
72,3.98107171e-02,0,0.800479,0.819363,0.987280,nan,5.010439e-04,16
72,1.00000000e-01,0,0.770771,0.795603,0.950639,nan,5.209039e-04,16
74,0.0,1,0.821772,0.849417,1.0,nan,4.980062e-04,16
74,1.00000000e-03,0,0.821953,0.849610,1.000220,nan,4.988879e-04,16
74,2.51188643e-03,0,0.821476,0.849536,0.999639,nan,4.980238e-04,16
74,6.30957344e-03,0,0.819008,0.849328,0.996636,nan,5.001271e-04,16
74,1.58489319e-02,0,0.816126,0.844563,0.993129,nan,5.028968e-04,16
74,3.98107171e-02,0,0.820393,0.846715,0.998321,nan,5.061109e-04,16
74,1.00000000e-01,0,0.799373,0.833800,0.972742,nan,5.421259e-04,16
76,0.0,1,0.817272,0.834968,1.0,nan,4.805043e-04,16
76,1.00000000e-03,0,0.813253,0.834427,0.995083,nan,4.808264e-04,16
76,2.51188643e-03,0,0.814573,0.834743,0.996697,nan,4.804825e-04,16
76,6.30957344e-03,0,0.818436,0.837769,1.001425,nan,4.824403e-04,16
76,1.58489319e-02,0,0.808783,0.831345,0.989613,nan,4.859156e-04,16
76,3.98107171e-02,0,0.797495,0.821243,0.975801,nan,4.944863e-04,16
76,1.00000000e-01,0,0.777406,0.806607,0.951220,nan,5.268968e-04,16
78,0.0,1,0.797792,0.807099,1.0,nan,5.802880e-04,16
78,1.00000000e-03,0,0.797588,0.805706,0.999745,nan,5.810040e-04,16
78,2.51188643e-03,0,0.800868,0.810732,1.003856,nan,5.808342e-04,16
78,6.30957344e-03,0,0.800674,0.808752,1.003613,nan,5.830056e-04,16
78,1.58489319e-02,0,0.799919,0.806761,1.002667,nan,5.861396e-04,16
78,3.98107171e-02,0,0.791821,0.797780,0.992516,nan,5.881466e-04,16
78,1.00000000e-01,0,0.781330,0.797969,0.979366,nan,6.159784e-04,16
80,0.0,1,0.801340,0.814830,1.0,nan,5.131886e-04,16
80,1.00000000e-03,0,0.798812,0.814041,0.996845,nan,5.143273e-04,16
80,2.51188643e-03,0,0.798734,0.814355,0.996747,nan,5.139961e-04,16
80,6.30957344e-03,0,0.798148,0.812960,0.996016,nan,5.153520e-04,16
80,1.58489319e-02,0,0.795493,0.811613,0.992703,nan,5.174959e-04,16
80,3.98107171e-02,0,0.801630,0.819909,1.000361,nan,5.257287e-04,16
80,1.00000000e-01,0,0.780445,0.794392,0.973925,nan,5.523979e-04,16
82,0.0,1,0.776276,0.808801,1.0,nan,5.254164e-04,16
82,1.00000000e-03,0,0.777644,0.808639,1.001762,nan,5.264730e-04,16
82,2.51188643e-03,0,0.776413,0.808494,1.000176,nan,5.268995e-04,16
82,6.30957344e-03,0,0.778269,0.810163,1.002568,nan,5.260284e-04,16
82,1.58489319e-02,0,0.773737,0.807414,0.996729,nan,5.310900e-04,16
82,3.98107171e-02,0,0.768188,0.799372,0.989580,nan,5.342920e-04,16
82,1.00000000e-01,0,0.745596,0.781503,0.960478,nan,5.723979e-04,16
84,0.0,1,0.803174,0.819219,1.0,nan,5.323904e-04,16
84,1.00000000e-03,0,0.802354,0.818000,0.998980,nan,5.330632e-04,16
84,2.51188643e-03,0,0.803030,0.820221,0.999821,nan,5.330129e-04,16
84,6.30957344e-03,0,0.802549,0.818690,0.999222,nan,5.366017e-04,16
84,1.58489319e-02,0,0.797382,0.813191,0.992789,nan,5.368440e-04,16
84,3.98107171e-02,0,0.804016,0.820283,1.001049,nan,5.442645e-04,16
84,1.00000000e-01,0,0.769114,0.786373,0.957593,nan,5.932698e-04,16
86,0.0,1,0.818210,0.844902,1.0,nan,5.033658e-04,16
86,1.00000000e-03,0,0.819295,0.844767,1.001327,nan,5.051673e-04,16
86,2.51188643e-03,0,0.818839,0.845710,1.000770,nan,5.042421e-04,16
86,6.30957344e-03,0,0.818881,0.844331,1.000821,nan,5.042367e-04,16
86,1.58489319e-02,0,0.818587,0.845144,1.000461,nan,5.072961e-04,16
86,3.98107171e-02,0,0.807211,0.835641,0.986558,nan,5.180967e-04,16
86,1.00000000e-01,0,0.779975,0.809399,0.953271,nan,5.463005e-04,16
88,0.0,1,0.803146,0.809630,1.0,nan,5.229352e-04,16
88,1.00000000e-03,0,0.802357,0.808118,0.999017,nan,5.232125e-04,16
88,2.51188643e-03,0,0.803324,0.810942,1.000222,nan,5.246671e-04,16
88,6.30957344e-03,0,0.801107,0.807071,0.997461,nan,5.259554e-04,16
88,1.58489319e-02,0,0.795808,0.806756,0.990863,nan,5.284130e-04,16
88,3.98107171e-02,0,0.797870,0.805712,0.993431,nan,5.371053e-04,16
88,1.00000000e-01,0,0.763796,0.775808,0.951005,nan,5.690820e-04,16
90,0.0,1,0.836176,0.853274,1.0,nan,5.230935e-04,16
90,1.00000000e-03,0,0.835246,0.853299,0.998887,nan,5.232457e-04,16
90,2.51188643e-03,0,0.833875,0.853040,0.997248,nan,5.251853e-04,16
90,6.30957344e-03,0,0.835954,0.850910,0.999734,nan,5.266528e-04,16
90,1.58489319e-02,0,0.832676,0.848966,0.995814,nan,5.317977e-04,16
90,3.98107171e-02,0,0.824039,0.844369,0.985485,nan,5.388073e-04,16
90,1.00000000e-01,0,0.800046,0.821404,0.956792,nan,6.034859e-04,16
92,0.0,1,0.803542,0.818649,1.0,nan,5.579795e-04,16
92,1.00000000e-03,0,0.804209,0.818387,1.000830,nan,5.576286e-04,16
92,2.51188643e-03,0,0.804982,0.819658,1.001792,nan,5.605271e-04,16
92,6.30957344e-03,0,0.803297,0.818509,0.999695,nan,5.591912e-04,16
92,1.58489319e-02,0,0.803783,0.816986,1.000300,nan,5.623397e-04,16
92,3.98107171e-02,0,0.789536,0.804669,0.982570,nan,5.742122e-04,16
92,1.00000000e-01,0,0.791990,0.812408,0.985624,nan,6.192384e-04,16
94,0.0,1,0.776853,0.798055,1.0,nan,6.207311e-04,16
94,1.00000000e-03,0,0.774325,0.795992,0.996746,nan,6.220023e-04,16
94,2.51188643e-03,0,0.775457,0.797845,0.998203,nan,6.213914e-04,16
94,6.30957344e-03,0,0.771591,0.792264,0.993227,nan,6.260503e-04,16
94,1.58489319e-02,0,0.770935,0.794327,0.992383,nan,6.260457e-04,16
94,3.98107171e-02,0,0.768692,0.791820,0.989496,nan,6.315900e-04,16
94,1.00000000e-01,0,0.735070,0.757016,0.946215,nan,6.561863e-04,16
96,0.0,1,0.780131,0.805277,1.0,nan,5.656504e-04,16
96,1.00000000e-03,0,0.778691,0.804429,0.998154,nan,5.662088e-04,16
96,2.51188643e-03,0,0.779337,0.802154,0.998982,nan,5.663382e-04,16
96,6.30957344e-03,0,0.776762,0.801173,0.995682,nan,5.672717e-04,16
96,1.58489319e-02,0,0.777089,0.803962,0.996101,nan,5.691641e-04,16
96,3.98107171e-02,0,0.773551,0.796044,0.991567,nan,5.704459e-04,16
96,1.00000000e-01,0,0.752455,0.785069,0.964524,nan,6.075804e-04,16
98,0.0,1,0.817251,0.835749,1.0,nan,5.423262e-04,16
98,1.00000000e-03,0,0.817492,0.836418,1.000295,nan,5.421369e-04,16
98,2.51188643e-03,0,0.813232,0.833646,0.995083,nan,5.410386e-04,16
98,6.30957344e-03,0,0.814559,0.833403,0.996706,nan,5.461372e-04,16
98,1.58489319e-02,0,0.814101,0.833035,0.996145,nan,5.479076e-04,16
98,3.98107171e-02,0,0.798755,0.819684,0.977367,nan,5.609244e-04,16
98,1.00000000e-01,0,0.781820,0.796368,0.956646,nan,6.000587e-04,16
100,0.0,1,0.790805,0.813858,1.0,nan,5.573185e-04,16
100,1.00000000e-03,0,0.790330,0.813185,0.999400,nan,5.576351e-04,16
100,2.51188643e-03,0,0.789083,0.813976,0.997822,nan,5.582437e-04,16
