scenario,noise_mode,sigma,group_type,group,metric,n,mean,std,cv,min,p05,p25,p50,p75,p95,max,iqr,range,std_vs_raw,iqr_vs_raw,range_vs_raw,median_vs_raw
clean,none,0.0,topology_pair,crop__to__up60k,raw_chamfer,45,0.06010760988,0.01488316907,0.247608732,0.0307885646,0.03631334587,0.04826595377,0.06170864571,0.07083987369,0.08151245572,0.08745418906,0.02257391991,0.05666562447,1,1,1,1
clean,none,0.0,topology_pair,crop__to__up60k,rigid_p2p,45,0.04208445194,0.01112844595,0.2644312909,0.02519996878,0.02604904668,0.03518593517,0.04032065372,0.05072682435,0.06036777857,0.07576660238,0.01554088918,0.0505666336,0.7477201867,0.6884444189,0.8923687699,0.6534036398
clean,none,0.0,topology_pair,crop__to__up60k,nicp_p2p,45,0.02495340003,0.002268871144,0.09092432863,0.01962507405,0.02195804551,0.02326283327,0.02484555568,0.02653300601,0.0280018405,0.0307461655,0.003270172743,0.01112109146,0.1524454325,0.1448650813,0.1962581647,0.4026268183
clean,none,0.0,topology_pair,crop__to__up60k,nicp_p2tri,45,0.02307695567,0.002372018733,0.1027873333,0.01770007495,0.01994792083,0.02115988347,0.02289682459,0.0248001111,0.0262354863,0.02912276471,0.003640227625,0.01142268976,0.159375918,0.1612581084,0.2015805855,0.371047271
clean,none,0.0,topology_pair,down8k__to__crop,latent_distance,45,0.4782525761,0.1054247833,0.2204374603,0.207732901,0.3333968461,0.4199736416,0.4692482948,0.5399151444,0.6424933314,0.6846507192,0.1199415028,0.4769178182,5.575435268,3.716785173,6.388354985,6.351405102
clean,none,0.0,topology_pair,down8k__to__crop,raw_chamfer,45,0.07266995128,0.01890879872,0.2602010651,0.03741355205,0.04737184925,0.05562193148,0.07388102118,0.0878921589,0.1011208133,0.112067797,0.03227022742,0.074654245,1,1,1,1
clean,none,0.0,topology_pair,down8k__to__crop,rigid_p2p,45,0.03780889333,0.00742526072,0.1963892636,0.02423955909,0.02831219031,0.03174283293,0.03836712097,0.04185314295,0.05197880355,0.05850032148,0.01011031002,0.03426076239,0.3926881252,0.3133014803,0.4589258439,0.519309565
clean,none,0.0,topology_pair,down8k__to__crop,nicp_p2p,45,0.02859975084,0.002584911969,0.09038232478,0.02306643134,0.02502007711,0.02676354754,0.02854551577,0.02987544625,0.03261741733,0.03520470123,0.00311189871,0.01213826988,0.1367041876,0.09643250013,0.1625931638,0.3863714295
clean,none,0.0,topology_pair,down8k__to__crop,nicp_p2tri,45,0.02691272145,0.002748955402,0.1021433453,0.0208886092,0.02328516584,0.02488280679,0.02696417034,0.02813980217,0.03121648536,0.03385848167,0.003256995379,0.01296987247,0.1453796956,0.1009288016,0.1737325516,0.364967483
clean,none,0.0,topology_pair,down8k__to__noisy,latent_distance,45,0.434173688,0.105569663,0.2431507619,0.2296732366,0.255387938,0.3475759029,0.4415649176,0.5061088204,0.5964006901,0.6731755137,0.1585329175,0.4435022771,14.1133047,15.30740786,14.38148053,11.41781092
clean,none,0.0,topology_pair,down8k__to__noisy,raw_chamfer,45,0.03787900141,0.007480151903,0.197474897,0.0250825729,0.02662738424,0.0324743072,0.03867334295,0.04283092139,0.04894454168,0.05592100267,0.01035661419,0.03083842977,1,1,1,1
clean,none,0.0,topology_pair,down8k__to__noisy,rigid_p2p,45,0.02610320124,0.004610291107,0.1766178433,0.01919718735,0.02061463647,0.02302263693,0.02441166951,0.02783957789,0.03481543534,0.03866276841,0.004816940965,0.01946558106,0.616336562,0.4651076959,0.6312118097,0.6312272911
clean,none,0.0,topology_pair,down8k__to__noisy,nicp_p2p,45,0.02267605504,0.001932637467,0.08522811678,0.01906336905,0.01952150344,0.02130371674,0.0225127065,0.02390643771,0.02550809831,0.02809319035,0.002602720965,0.009029821299,0.258368746,0.2513100244,0.2928106706,0.5821246571
clean,none,0.0,topology_pair,down8k__to__noisy,nicp_p2tri,45,0.02039737953,0.002133253922,0.104584705,0.01626425507,0.01679094292,0.01901845406,0.02025863844,0.02175746366,0.02363041831,0.02633412367,0.002739009602,0.01006986861,0.285188583,0.264469599,0.3265363601,0.523839857
clean,none,0.0,topology_pair,down8k__to__original,latent_distance,45,0.440888126,0.108993822,0.2472142376,0.2305246741,0.2511187196,0.3613860905,0.4392439425,0.5123628974,0.6056462288,0.6988747716,0.1509768069,0.4683500975,12.38941204,13.00961686,12.94098256,10.43560914
clean,none,0.0,topology_pair,down8k__to__original,raw_chamfer,45,0.04166915666,0.008797336113,0.21112345,0.02680446003,0.027162132,0.03634481506,0.04209087718,0.04794983068,0.05504993714,0.06299569168,0.01160501562,0.03619123165,1,1,1,1
clean,none,0.0,topology_pair,down8k__to__original,rigid_p2p,45,0.02773703799,0.005430166528,0.1957731222,0.01900665005,0.02117431429,0.02397598717,0.02652993974,0.03026574903,0.03743783904,0.04268705854,0.006289761864,0.02368040849,0.617251229,0.5419865057,0.6543134182,0.630301422
clean,none,0.0,topology_pair,down8k__to__original,nicp_p2p,45,0.02302837164,0.002278330734,0.0989358158,0.01879504536,0.01944938492,0.02175449332,0.02292424318,0.02475019805,0.02604101388,0.03008780107,0.002995704731,0.01129275571,0.2589796167,0.2581387935,0.3120301573,0.5446368599
clean,none,0.0,topology_pair,down8k__to__original,nicp_p2tri,45,0.02097106315,0.002452381426,0.1169412064,0.01617911245,0.01709843564,0.0195634567,0.02090509106,0.022640453,0.0242051864,0.02851086588,0.0030769963,0.01233175343,0.2787640934,0.2651436586,0.3407387058,0.496665607
clean,none,0.0,topology_pair,down8k__to__remesh,latent_distance,45,0.4259702424,0.08896416771,0.2088506634,0.2737323344,0.2809593558,0.3684753776,0.4346273541,0.4934245944,0.5430948615,0.617737174,0.1249492168,0.3440048397,14.10079732,12.36397736,14.08877771,11.10567038
clean,none,0.0,topology_pair,down8k__to__remesh,raw_chamfer,45,0.03903645033,0.006309158674,0.1616222434,0.02804185383,0.0295027741,0.03338741504,0.03913562526,0.04349332297,0.05100294466,0.0524587938,0.01010590793,0.02441693997,1,1,1,1
clean,none,0.0,topology_pair,down8k__to__remesh,rigid_p2p,45,0.02910041549,0.005944128976,0.2042626841,0.02068899272,0.02245397405,0.02418391205,0.02746009094,0.03192923679,0.04035371147,0.04578669961,0.007745324737,0.02509770689,0.9421428883,0.7664155258,1.027880927,0.7016648067
clean,none,0.0,topology_pair,down8k__to__remesh,nicp_p2p,45,0.0231670606,0.001907846975,0.08235170653,0.01997554901,0.02025868114,0.02217506115,0.02285566745,0.02433982885,0.02681807676,0.02812478821,0.002164767696,0.00814923921,0.3023932467,0.2142081357,0.3337535015,0.5840118126
clean,none,0.0,topology_pair,down8k__to__remesh,nicp_p2tri,45,0.02111241906,0.002080667105,0.09855180968,0.01750219841,0.01785974673,0.02007747415,0.02077843021,0.0224506266,0.02507754609,0.02649572878,0.002373152451,0.008993530368,0.329785192,0.234828228,0.3683315919,0.5309339015
clean,none,0.0,topology_pair,down8k__to__up60k,latent_distance,45,0.4175110625,0.104645008,0.2506400845,0.2294514179,0.2516118526,0.341212064,0.4076681137,0.4913160801,0.5639313936,0.6727576852,0.1501040161,0.4433062673,15.3205014,13.67118387,15.20473771,12.18222777
clean,none,0.0,topology_pair,down8k__to__up60k,raw_chamfer,45,0.03448218507,0.006830390549,0.1980846207,0.02198627116,0.02436345201,0.02896034916,0.03346416777,0.0399399408,0.04586262518,0.05114206954,0.01097959163,0.02915579839,1,1,1,1
clean,none,0.0,topology_pair,down8k__to__up60k,rigid_p2p,45,0.0275844495,0.005188100937,0.1880806408,0.01991107403,0.02105740833,0.02381786295,0.02657202943,0.02942564606,0.03665468444,0.04072711397,0.005607783111,0.02081603994,0.7595613896,0.5107460549,0.7139588379,0.7940442331
clean,none,0.0,topology_pair,down8k__to__up60k,nicp_p2p,45,0.02277509123,0.002273306597,0.09981547709,0.01851656795,0.01914373747,0.0216729962,0.02262094566,0.02429236158,0.0264109659,0.02981981324,0.00261936538,0.01130324528,0.3328223445,0.2385667398,0.3876842998,0.6759751449
clean,none,0.0,topology_pair,down8k__to__up60k,nicp_p2tri,45,0.02066734709,0.002437139668,0.1179222306,0.01592463307,0.01679689967,0.01947965986,0.02040978985,0.02224810041,0.0244325518,0.02824823909,0.002768440554,0.01232360601,0.3568082456,0.2521442187,0.422681137,0.6098998185
clean,none,0.0,topology_pair,noisy__to__crop,latent_distance,45,0.4702667448,0.09996346517,0.2125675827,0.2125110328,0.3299993694,0.4046510756,0.4674443603,0.5411227345,0.6315817356,0.6475308537,0.1364716589,0.4350198209,6.085145732,4.85660285,7.139965112,8.715535623
clean,none,0.0,topology_pair,noisy__to__crop,raw_chamfer,45,0.05665844101,0.01642745623,0.2899383735,0.02797300972,0.03538766355,0.04300893521,0.05363346333,0.07110916559,0.08152933717,0.08890045322,0.02810023038,0.0609274435,1,1,1,1
clean,none,0.0,topology_pair,noisy__to__crop,rigid_p2p,45,0.03544763812,0.007083949028,0.1998426243,0.02512552005,0.02664522078,0.02942214173,0.03488516854,0.03889118302,0.04834813906,0.05342317,0.009469041284,0.02829764995,0.4312261697,0.3369737955,0.4644483393,0.6504366187
clean,none,0.0,topology_pair,noisy__to__crop,nicp_p2p,45,0.02767451082,0.002549291744,0.09211695778,0.02180857181,0.0241399999,0.02569295178,0.02772977138,0.02939590518,0.0315161565,0.03283468734,0.003702953394,0.01102611553,0.1551848143,0.1317766205,0.1809712487,0.5170236948
clean,none,0.0,topology_pair,noisy__to__crop,nicp_p2tri,45,0.02595602693,0.002699004891,0.1039837452,0.01977382883,0.02220200118,0.02386760415,0.02600433823,0.02771624566,0.03008416319,0.03139093121,0.003848641508,0.01161710238,0.1642984071,0.1369612084,0.1906710952,0.4848528626
clean,none,0.0,topology_pair,noisy__to__down8k,latent_distance,45,0.4218984392,0.09821832813,0.2328008805,0.2434530556,0.2771486998,0.3396452665,0.4294763803,0.4936491251,0.5735252976,0.6529118419,0.1540038586,0.4094587862,13.48783016,20.69582675,12.82332606,13.67023094
clean,none,0.0,topology_pair,noisy__to__down8k,raw_chamfer,45,0.03335901072,0.00728199621,0.2182917315,0.02266158258,0.02472159007,0.02830276283,0.03141690746,0.03574406297,0.04923841335,0.05459236125,0.007441300145,0.03193077867,1,1,1,1
clean,none,0.0,topology_pair,noisy__to__down8k,rigid_p2p,45,0.02877771475,0.006650957869,0.2311148723,0.02096032164,0.02127615436,0.02423878314,0.02736798523,0.03029534544,0.04148025851,0.05109768581,0.0060565623,0.03013736417,0.9133426711,0.813911841,0.9438343013,0.8711228265
clean,none,0.0,topology_pair,noisy__to__down8k,nicp_p2p,45,0.02219292776,0.001572052213,0.07083572883,0.01998133937,0.02021606011,0.02090103903,0.02211699821,0.02294009084,0.0254713768,0.02642776699,0.00203905181,0.006446427622,0.2158820422,0.2740182186,0.2018875796,0.7039839371
clean,none,0.0,topology_pair,noisy__to__down8k,nicp_p2tri,45,0.02024164827,0.001665682076,0.08228984386,0.01800888117,0.0181208141,0.0187813986,0.0202587946,0.02113937297,0.0238741024,0.02470502552,0.002357974372,0.006696144344,0.2287397614,0.3168766649,0.2097081444,0.644837326
clean,none,0.0,topology_pair,noisy__to__original,latent_distance,45,0.4246830705,0.110456381,0.2600913214,0.2286069989,0.2443783224,0.3488669991,0.4306535125,0.4970820248,0.5969710588,0.6722647548,0.1482150257,0.4436577559,19.03391328,15.80768426,19.05527544,13.71920429
clean,none,0.0,topology_pair,noisy__to__original,raw_chamfer,45,0.03165533899,0.005803135664,0.1833224931,0.021434738,0.02417185281,0.02653979124,0.03139056052,0.03591592903,0.04004372787,0.04471741146,0.009376137784,0.02328267346,1,1,1,1
clean,none,0.0,topology_pair,noisy__to__original,rigid_p2p,45,0.02795533445,0.005345874887,0.1912291515,0.02193869286,0.02213573128,0.02397661045,0.02684859691,0.03010378208,0.03733201501,0.04713759686,0.006127171627,0.02519890399,0.9212045342,0.6534856641,1.082302857,0.8553079798
clean,none,0.0,topology_pair,noisy__to__original,nicp_p2p,45,0.02301099964,0.001854304552,0.08058339843,0.01980193558,0.02058845978,0.02170345425,0.02282687224,0.02400831312,0.02678700705,0.02812983859,0.002304858865,0.008327903015,0.3195349307,0.2458217785,0.3576867162,0.7271890611
clean,none,0.0,topology_pair,noisy__to__original,nicp_p2tri,45,0.02105526986,0.001973133328,0.09371208921,0.01779520026,0.018327961,0.01969802109,0.02086842254,0.02219355147,0.02505944144,0.02663296265,0.002495530374,0.008837762388,0.3400115803,0.2661576047,0.3795853772,0.664799296
clean,none,0.0,topology_pair,noisy__to__remesh,latent_distance,45,0.4378886037,0.09026268937,0.2061316248,0.2691592276,0.3036343694,0.3521445096,0.437651366,0.5071943402,0.5668798685,0.6696212292,0.1550498307,0.4004620016,14.42802032,19.01408588,15.45417834,13.14302852
clean,none,0.0,topology_pair,noisy__to__remesh,raw_chamfer,45,0.03474754015,0.006256068912,0.1800435048,0.02680763705,0.02768682438,0.02979653818,0.03329912625,0.03795101017,0.04645712895,0.05272049975,0.008154471987,0.0259128627,1,1,1,1
clean,none,0.0,topology_pair,noisy__to__remesh,rigid_p2p,45,0.02864650331,0.006050833974,0.2112241731,0.02079481268,0.02140418558,0.02438304081,0.02683281779,0.03074408666,0.04091243034,0.04820424355,0.006361045848,0.02740943087,0.9671942651,0.7800683917,1.057753872,0.8058114674
clean,none,0.0,topology_pair,noisy__to__remesh,nicp_p2p,45,0.02308802306,0.001705469138,0.07386813212,0.01995290754,0.02015560039,0.02218612025,0.02314811499,0.02402203515,0.02592196643,0.0271566053,0.001835914903,0.00720369776,0.2726103504,0.2251420945,0.2779969872,0.6951568281
clean,none,0.0,topology_pair,noisy__to__remesh,nicp_p2tri,45,0.02119276573,0.001838098639,0.08673236245,0.0176735022,0.01808396928,0.02023781267,0.02123625526,0.0221086505,0.02410583175,0.02542407866,0.001870837829,0.007750576464,0.2938104846,0.2294247662,0.2991015139,0.6377421166
clean,none,0.0,topology_pair,noisy__to__up60k,latent_distance,45,0.4335877842,0.1013074947,0.2336493287,0.2510446012,0.2887945056,0.3534797132,0.4375463724,0.5055167675,0.5941197634,0.6765742898,0.1520370543,0.4255296886,16.36671171,22.506353,16.57485015,14.02057465
clean,none,0.0,topology_pair,noisy__to__up60k,raw_chamfer,45,0.03232097251,0.006189850258,0.1915118815,0.02302464346,0.02358396022,0.02786312499,0.03120744928,0.03461842001,0.04497567048,0.04869785828,0.006755295017,0.02567321482,1,1,1,1
clean,none,0.0,topology_pair,noisy__to__up60k,rigid_p2p,45,0.02836749973,0.005287541696,0.1863943508,0.02190300118,0.02225738458,0.02426667344,0.02698281297,0.03003749238,0.03721234908,0.04483507222,0.005770818943,0.02293207104,0.8542277237,0.8542660133,0.8932294302,0.8646273113
clean,none,0.0,topology_pair,noisy__to__up60k,nicp_p2p,45,0.02314841035,0.001838182987,0.07940860558,0.01987048133,0.02056992185,0.02199519173,0.02287135467,0.02415159059,0.0269285564,0.02871565342,0.002156398858,0.00884517209,0.2969672788,0.3192160893,0.3445291971,0.7328812572
clean,none,0.0,topology_pair,noisy__to__up60k,nicp_p2tri,45,0.02125030673,0.001919681321,0.09033664054,0.01772615779,0.01848303479,0.02017983008,0.02096787904,0.02253140474,0.0251277421,0.02715153467,0.002351574657,0.009425376878,0.3101337255,0.348108358,0.3671288128,0.6718869859
clean,none,0.0,topology_pair,original__to__crop,latent_distance,45,0.4692820281,0.0997059395,0.2124648581,0.2177090198,0.3389588058,0.3946919441,0.4663612247,0.5476337075,0.6322054744,0.6468164921,0.1529417634,0.4291074723,6.142413085,5.703474151,6.978148368,8.614185741
clean,none,0.0,topology_pair,original__to__crop,raw_chamfer,45,0.0560726504,0.01623237287,0.2894882398,0.0286146654,0.03402620607,0.04272548306,0.05413874726,0.0695410273,0.07962421273,0.0901076933,0.02681554424,0.0614930279,1,1,1,1
clean,none,0.0,topology_pair,original__to__crop,rigid_p2p,45,0.03467265233,0.007013126388,0.2022667987,0.02335244195,0.02656885078,0.02889595349,0.03344208355,0.0381024333,0.04730519873,0.05271380588,0.009206479813,0.02936136393,0.4320456686,0.3433262339,0.4774746819,0.6177107015
clean,none,0.0,topology_pair,original__to__crop,nicp_p2p,45,0.02686223491,0.002602051687,0.09686653757,0.0211006002,0.02322570885,0.02514886122,0.02706032545,0.02828013715,0.03097247026,0.03248841847,0.003131275929,0.01138781827,0.1603001427,0.1167709259,0.1851887711,0.4998328706
clean,none,0.0,topology_pair,original__to__crop,nicp_p2tri,45,0.02506683479,0.002773202127,0.1106323216,0.01881650788,0.02133684991,0.0230184124,0.02536966648,0.02657452082,0.02945422014,0.03099360734,0.003556108429,0.01217709946,0.1708439148,0.1326136959,0.1980240667,0.4686046089
clean,none,0.0,topology_pair,original__to__down8k,latent_distance,45,0.428537133,0.0990139277,0.2310509874,0.2471103966,0.2886301517,0.3461156487,0.4233030975,0.5006430149,0.5934407115,0.6598080397,0.1545273662,0.412697643,11.33874626,14.98455877,10.98336852,12.66840136
clean,none,0.0,topology_pair,original__to__down8k,raw_chamfer,45,0.03558321497,0.008732352362,0.2454065033,0.02295205693,0.02541997214,0.02905781702,0.03341408955,0.03937025721,0.05407808795,0.06052683577,0.01031244019,0.03757477884,1,1,1,1
clean,none,0.0,topology_pair,original__to__down8k,rigid_p2p,45,0.02753544537,0.006474432774,0.2351308536,0.02012031985,0.02076435754,0.02316977499,0.02570153558,0.03007696466,0.04034639909,0.05112856296,0.006907189666,0.03100824312,0.7414305453,0.6697919733,0.8252408683,0.769182579
clean,none,0.0,topology_pair,original__to__down8k,nicp_p2p,45,0.02115882832,0.001663485484,0.07861897921,0.01815680681,0.01913644332,0.0198653773,0.02091190494,0.02189533976,0.02472451694,0.02576011177,0.002029962458,0.007603304957,0.1904968346,0.196845986,0.2023512897,0.6258409319
clean,none,0.0,topology_pair,original__to__down8k,nicp_p2tri,45,0.01906726027,0.001795381253,0.09416042091,0.01577456977,0.01700009318,0.01770374753,0.01887025919,0.01986499544,0.02289497119,0.02379121363,0.002161247909,0.008016643866,0.2056011002,0.2095767702,0.2133517246,0.5647395886
clean,none,0.0,topology_pair,original__to__noisy,latent_distance,45,0.4251527803,0.1063974326,0.2502569372,0.230384782,0.2563936532,0.3335356712,0.4282250702,0.4933799505,0.6044600844,0.6422005892,0.1598442793,0.4118158072,18.73476585,22.79724436,16.17388675,14.47583713
clean,none,0.0,topology_pair,original__to__noisy,raw_chamfer,45,0.03074134478,0.005679143978,0.1847396078,0.02253644187,0.0233970231,0.02647345769,0.02958205915,0.03348501912,0.04045431962,0.04799821329,0.00701156143,0.02546177141,1,1,1,1
clean,none,0.0,topology_pair,original__to__noisy,rigid_p2p,45,0.02550176437,0.005043922645,0.1977872029,0.01920662756,0.02065567637,0.02205647268,0.02412268836,0.02717877308,0.03401892175,0.04600732223,0.005122300404,0.02680069467,0.8881484013,0.7305505992,1.052585629,0.8154499401
clean,none,0.0,topology_pair,original__to__noisy,nicp_p2p,45,0.02170795281,0.001553125452,0.07154638051,0.01870679722,0.0194579447,0.02077288741,0.02139646824,0.02271760561,0.02425727081,0.02565662702,0.001944718206,0.006949829791,0.273478795,0.2773587917,0.2729515429,0.7232920512
clean,none,0.0,topology_pair,original__to__noisy,nicp_p2tri,45,0.01937359921,0.001715984114,0.08857332578,0.0161035864,0.01693115698,0.01821638035,0.01913459236,0.02060994861,0.02236060718,0.02359768505,0.002393568257,0.007494098646,0.3021554165,0.3413744971,0.2943274655,0.6468309818
clean,none,0.0,topology_pair,original__to__remesh,latent_distance,45,0.4484877129,0.09180777936,0.2047052276,0.2769125402,0.3152426302,0.3693906069,0.4510176182,0.5246023536,0.5811764002,0.682046771,0.1552117467,0.4051342309,12.9259385,18.39016451,13.20110884,13.26512418
clean,none,0.0,topology_pair,original__to__remesh,raw_chamfer,45,0.03586059437,0.007102600666,0.1980614318,0.02637896322,0.02806631656,0.03091963818,0.03400025602,0.03935957065,0.05085304035,0.05706837242,0.008439932477,0.03068940919,1,1,1,1
clean,none,0.0,topology_pair,original__to__remesh,rigid_p2p,45,0.02747696333,0.00602863551,0.219406906,0.01974087768,0.02031838854,0.02341554104,0.02588571428,0.02959944824,0.03912672285,0.04829799089,0.006183907201,0.02855711321,0.8487926879,0.7326962885,0.9305201358,0.7613388047
