method,scenario,ordered_pair_label,n_rows,metric_spearman_mean,metric_spearman_median,latent_spearman_mean,delta_spearman_mean,model_beats_metric_rate
rigid_cpd_chamfer,rotation,down8k__to__noisy,1,-0.015444,-0.015444,0.788279,0.803723,1.0
rigid_cpd_chamfer,rotation,down8k__to__original,1,-0.011144,-0.011144,0.775735,0.786879,1.0
rigid_cpd_chamfer,rotation,down8k__to__remesh,1,-0.023896,-0.023896,0.781368,0.805264,1.0
rigid_cpd_chamfer,rotation,down8k__to__up60k,1,-0.00322,-0.00322,0.788502,0.791723,1.0
rigid_cpd_chamfer,rotation,noisy__to__crop,1,0.001054,0.001054,0.747052,0.745998,1.0
rigid_cpd_chamfer,rotation,noisy__to__down8k,1,0.009707,0.009707,0.771979,0.762273,1.0
rigid_cpd_chamfer,rotation,noisy__to__original,1,0.009991,0.009991,0.815636,0.805645,1.0
rigid_cpd_chamfer,rotation,noisy__to__remesh,1,-0.005645,-0.005645,0.760151,0.765796,1.0
rigid_cpd_chamfer,rotation,noisy__to__up60k,1,0.013263,0.013263,0.777942,0.764678,1.0
rigid_cpd_chamfer,rotation,original__to__crop,1,-0.007789,-0.007789,0.775261,0.78305,1.0
rigid_cpd_chamfer,rotation,original__to__down8k,1,0.009229,0.009229,0.770628,0.761399,1.0
rigid_cpd_chamfer,rotation,original__to__noisy,1,0.004363,0.004363,0.820468,0.816105,1.0
rigid_cpd_chamfer,rotation,original__to__remesh,1,-0.003764,-0.003764,0.757792,0.761556,1.0
rigid_cpd_chamfer,rotation,original__to__up60k,1,0.028046,0.028046,0.779443,0.751397,1.0
rigid_cpd_chamfer,rotation,remesh__to__crop,1,0.026325,0.026325,0.681988,0.655664,1.0
rigid_cpd_chamfer,rotation,remesh__to__down8k,1,-0.00029,-0.00029,0.784779,0.785068,1.0
rigid_cpd_chamfer,rotation,remesh__to__noisy,1,-0.004667,-0.004667,0.775476,0.780143,1.0
rigid_cpd_chamfer,rotation,remesh__to__original,1,0.037109,0.037109,0.761318,0.724208,1.0
rigid_cpd_chamfer,rotation,remesh__to__up60k,1,0.037046,0.037046,0.789653,0.752608,1.0
rigid_cpd_chamfer,rotation,up60k__to__crop,1,0.021012,0.021012,0.700078,0.679066,1.0
rigid_cpd_chamfer,rotation,up60k__to__down8k,1,0.043949,0.043949,0.785523,0.741574,1.0
rigid_cpd_chamfer,rotation,up60k__to__noisy,1,0.021342,0.021342,0.787786,0.766444,1.0
rigid_cpd_chamfer,rotation,up60k__to__original,1,0.04327,0.04327,0.778567,0.735297,1.0
rigid_cpd_chamfer,rotation,up60k__to__remesh,1,-0.004647,-0.004647,0.783964,0.788611,1.0
rigid_cpd_chamfer,translation,crop__to__down8k,1,0.017591,0.017591,0.661679,0.644088,1.0
rigid_cpd_chamfer,translation,crop__to__noisy,1,0.010814,0.010814,0.736755,0.725941,1.0
rigid_cpd_chamfer,translation,crop__to__original,1,0.055243,0.055243,0.759946,0.704703,1.0
rigid_cpd_chamfer,translation,crop__to__remesh,1,0.019735,0.019735,0.65396,0.634224,1.0
rigid_cpd_chamfer,translation,crop__to__up60k,1,0.001173,0.001173,0.680596,0.679422,1.0
rigid_cpd_chamfer,translation,down8k__to__crop,1,-0.034142,-0.034142,0.696834,0.730975,1.0
rigid_cpd_chamfer,translation,down8k__to__noisy,1,-0.01876,-0.01876,0.790552,0.809312,1.0
rigid_cpd_chamfer,translation,down8k__to__original,1,-0.006727,-0.006727,0.783585,0.790312,1.0
rigid_cpd_chamfer,translation,down8k__to__remesh,1,-0.024386,-0.024386,0.79336,0.817746,1.0
rigid_cpd_chamfer,translation,down8k__to__up60k,1,-0.01654,-0.01654,0.798981,0.815521,1.0
rigid_cpd_chamfer,translation,noisy__to__crop,1,0.015266,0.015266,0.747058,0.731792,1.0
rigid_cpd_chamfer,translation,noisy__to__down8k,1,0.014529,0.014529,0.771426,0.756896,1.0
rigid_cpd_chamfer,translation,noisy__to__original,1,0.00569,0.00569,0.817885,0.812195,1.0
rigid_cpd_chamfer,translation,noisy__to__remesh,1,-0.007219,-0.007219,0.76439,0.771608,1.0
rigid_cpd_chamfer,translation,noisy__to__up60k,1,0.017818,0.017818,0.781858,0.76404,1.0
rigid_cpd_chamfer,translation,original__to__crop,1,0.00193,0.00193,0.769881,0.767951,1.0
rigid_cpd_chamfer,translation,original__to__down8k,1,0.001543,0.001543,0.768759,0.767217,1.0
rigid_cpd_chamfer,translation,original__to__noisy,1,0.005542,0.005542,0.820942,0.8154,1.0
rigid_cpd_chamfer,translation,original__to__remesh,1,0.007143,0.007143,0.759596,0.752453,1.0
rigid_cpd_chamfer,translation,original__to__up60k,1,0.033344,0.033344,0.78131,0.747966,1.0
rigid_cpd_chamfer,translation,remesh__to__crop,1,0.016767,0.016767,0.686326,0.669559,1.0
rigid_cpd_chamfer,translation,remesh__to__down8k,1,-0.007963,-0.007963,0.79284,0.800802,1.0
rigid_cpd_chamfer,translation,remesh__to__noisy,1,-0.005945,-0.005945,0.780639,0.786584,1.0
rigid_cpd_chamfer,translation,remesh__to__original,1,0.051035,0.051035,0.771328,0.720294,1.0
rigid_cpd_chamfer,translation,remesh__to__up60k,1,0.034563,0.034563,0.798317,0.763754,1.0
rigid_cpd_chamfer,translation,up60k__to__crop,1,0.017708,0.017708,0.706223,0.688516,1.0
rigid_cpd_chamfer,translation,up60k__to__down8k,1,0.035922,0.035922,0.794037,0.758116,1.0
rigid_cpd_chamfer,translation,up60k__to__noisy,1,0.013373,0.013373,0.794174,0.780801,1.0
rigid_cpd_chamfer,translation,up60k__to__original,1,0.043745,0.043745,0.788932,0.745187,1.0
rigid_cpd_chamfer,translation,up60k__to__remesh,1,0.005118,0.005118,0.7948,0.789682,1.0
