scenario,pair_index,pair_type,subject_a,topology_a,sample_name_a,subject_b,topology_b,sample_name_b,gt_distance,latent_distance,raw_chamfer,template_icp_chamfer
translation,70,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,crop,id0489_GTready_crop,0.4157305955886841,0.5685306191444397,0.002494359854608774,0.0023118900135159492
translation,71,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,down8k,id0489_GTready_down8k,0.4157305955886841,0.6166723370552063,0.007758490275591612,0.007691085804253817
translation,72,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,original,id0489_GTready_original,0.4157305955886841,0.5565125942230225,0.0034398995339870453,0.0033123535104095936
translation,73,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,remesh,id0489_GTready_remesh,0.4157305955886841,0.5978713035583496,0.0034091277047991753,0.004103589337319136
translation,74,different_subject,id0478,noisy,id0478_GTready_noisy,id0489,up60k,id0489_GTready_up60k,0.4157305955886841,0.6290262341499329,0.006387852132320404,0.004979371093213558
translation,75,different_subject,id0478,original,id0478_GTready_original,id0485,crop,id0485_GTready_crop,0.34237438440322876,0.41135841608047485,0.004382643848657608,0.003953131847083569
translation,76,different_subject,id0478,original,id0478_GTready_original,id0485,down8k,id0485_GTready_down8k,0.34237438440322876,0.4012199640274048,0.004141419194638729,0.007078132126480341
translation,77,different_subject,id0478,original,id0478_GTready_original,id0485,noisy,id0485_GTready_noisy,0.34237438440322876,0.35133156180381775,0.0014852529857307673,0.0030891906935721636
translation,78,different_subject,id0478,original,id0478_GTready_original,id0485,remesh,id0485_GTready_remesh,0.34237438440322876,0.44687262177467346,0.0026535221841186285,0.0023685377091169357
translation,79,different_subject,id0478,original,id0478_GTready_original,id0485,up60k,id0485_GTready_up60k,0.34237438440322876,0.4290067255496979,0.0030378021765500307,0.0021271719597280025
translation,80,different_subject,id0478,original,id0478_GTready_original,id0489,crop,id0489_GTready_crop,0.4157305955886841,0.5013368129730225,0.0031600610818713903,0.0028924858197569847
translation,81,different_subject,id0478,original,id0478_GTready_original,id0489,down8k,id0489_GTready_down8k,0.4157305955886841,0.5499600768089294,0.008151213638484478,0.007933463901281357
translation,82,different_subject,id0478,original,id0478_GTready_original,id0489,noisy,id0489_GTready_noisy,0.4157305955886841,0.48922833800315857,0.00357159785926342,0.0039654201827943325
translation,83,different_subject,id0478,original,id0478_GTready_original,id0489,remesh,id0489_GTready_remesh,0.4157305955886841,0.5388028621673584,0.003548510605469346,0.0043376656249165535
translation,84,different_subject,id0478,original,id0478_GTready_original,id0489,up60k,id0489_GTready_up60k,0.4157305955886841,0.564191997051239,0.006679197307676077,0.004620903171598911
translation,85,different_subject,id0478,remesh,id0478_GTready_remesh,id0485,crop,id0485_GTready_crop,0.34237438440322876,0.45959213376045227,0.00479763001203537,0.0035337312147021294
translation,86,different_subject,id0478,remesh,id0478_GTready_remesh,id0485,down8k,id0485_GTready_down8k,0.34237438440322876,0.41409406065940857,0.0050805918872356415,0.006714814342558384
translation,87,different_subject,id0478,remesh,id0478_GTready_remesh,id0485,noisy,id0485_GTready_noisy,0.34237438440322876,0.36117619276046753,0.0020872673485428095,0.0031649526208639145
translation,88,different_subject,id0478,remesh,id0478_GTready_remesh,id0485,original,id0485_GTready_original,0.34237438440322876,0.39700132608413696,0.0021694244351238012,0.002258379478007555
translation,89,different_subject,id0478,remesh,id0478_GTready_remesh,id0485,up60k,id0485_GTready_up60k,0.34237438440322876,0.44482141733169556,0.003630870021879673,0.0030353928450495005
translation,90,different_subject,id0478,remesh,id0478_GTready_remesh,id0489,crop,id0489_GTready_crop,0.4157305955886841,0.5501635074615479,0.0031422232277691364,0.002267224946990609
translation,91,different_subject,id0478,remesh,id0478_GTready_remesh,id0489,down8k,id0489_GTready_down8k,0.4157305955886841,0.5814712047576904,0.008463021367788315,0.008046779781579971
translation,92,different_subject,id0478,remesh,id0478_GTready_remesh,id0489,noisy,id0489_GTready_noisy,0.4157305955886841,0.5145196914672852,0.0042527709156274796,0.0038294729311019182
translation,93,different_subject,id0478,remesh,id0478_GTready_remesh,id0489,original,id0489_GTready_original,0.4157305955886841,0.5290999412536621,0.004052809439599514,0.003792771603912115
translation,94,different_subject,id0478,remesh,id0478_GTready_remesh,id0489,up60k,id0489_GTready_up60k,0.4157305955886841,0.5894148945808411,0.006624183617532253,0.005868410225957632
translation,95,different_subject,id0478,up60k,id0478_GTready_up60k,id0485,crop,id0485_GTready_crop,0.34237438440322876,0.41643235087394714,0.0070564961060881615,0.0046962168999016285
translation,96,different_subject,id0478,up60k,id0478_GTready_up60k,id0485,down8k,id0485_GTready_down8k,0.34237438440322876,0.3635321855545044,0.002330474555492401,0.005949231795966625
translation,97,different_subject,id0478,up60k,id0478_GTready_up60k,id0485,noisy,id0485_GTready_noisy,0.34237438440322876,0.3288377821445465,0.0010619194945320487,0.0019325953908264637
translation,98,different_subject,id0478,up60k,id0478_GTready_up60k,id0485,original,id0485_GTready_original,0.34237438440322876,0.3634962737560272,0.0011954866349697113,0.0019225665600970387
translation,99,different_subject,id0478,up60k,id0478_GTready_up60k,id0485,remesh,id0485_GTready_remesh,0.34237438440322876,0.4045840799808502,0.0015325366985052824,0.0016457794699817896
translation,100,different_subject,id0478,up60k,id0478_GTready_up60k,id0489,crop,id0489_GTready_crop,0.4157305955886841,0.4957435727119446,0.004599292762577534,0.003756758524104953
translation,101,different_subject,id0478,up60k,id0478_GTready_up60k,id0489,down8k,id0489_GTready_down8k,0.4157305955886841,0.5194821357727051,0.004876261577010155,0.006286402232944965
translation,102,different_subject,id0478,up60k,id0478_GTready_up60k,id0489,noisy,id0489_GTready_noisy,0.4157305955886841,0.47117453813552856,0.0020650753285735846,0.0023357258178293705
translation,103,different_subject,id0478,up60k,id0478_GTready_up60k,id0489,original,id0489_GTready_original,0.4157305955886841,0.4795387089252472,0.002016289159655571,0.0024431373458355665
translation,104,different_subject,id0478,up60k,id0478_GTready_up60k,id0489,remesh,id0489_GTready_remesh,0.4157305955886841,0.5070226788520813,0.0018669504206627607,0.003175058402121067
translation,105,different_subject,id0485,crop,id0485_GTready_crop,id0489,down8k,id0489_GTready_down8k,0.2601737082004547,0.41842934489250183,0.020204629749059677,0.015453120693564415
translation,106,different_subject,id0485,crop,id0485_GTready_crop,id0489,noisy,id0489_GTready_noisy,0.2601737082004547,0.43206655979156494,0.012126811780035496,0.010365227237343788
translation,107,different_subject,id0485,crop,id0485_GTready_crop,id0489,original,id0489_GTready_original,0.2601737082004547,0.39375677704811096,0.012624466791749,0.009027572348713875
